account_id,bvn,bank_code,bank_name,masked_account_number,account_type,currency,opened_date,status
ACC_0021955,20000021954,GTB,Guaranty Trust Bank,86****6366,Wallet,NGN,2016-01-20,Active
ACC_0021956,20000021955,FBN,First Bank of Nigeria,26****3825,Current,NGN,2018-03-08,Active
ACC_0021957,20000021956,ACCESS,Access Bank,33****4787,Wallet,NGN,2019-02-20,Active
ACC_0021958,20000021957,STANBIC,Stanbic IBTC,11****5415,Savings,NGN,2016-04-29,Active
ACC_0021959,20000021958,FBN,First Bank of Nigeria,46****1439,Savings,NGN,2025-04-06,Active
ACC_0021960,20000021959,ECOBANK,Ecobank,45****0692,Savings,NGN,2018-02-04,Active
ACC_0021961,20000021960,UBA,United Bank for Africa,87****1129,Savings,NGN,2018-01-27,Active
ACC_0021962,20000021961,WEMA,Wema Bank,40****1585,Wallet,NGN,2017-10-14,Active
ACC_0021963,20000021962,GTB,Guaranty Trust Bank,80****1310,Savings,NGN,2019-11-28,Active
ACC_0021964,20000021963,ACCESS,Access Bank,71****9034,Savings,NGN,2019-04-28,Active
ACC_0021965,20000021964,ZENITH,Zenith Bank,37****5446,Current,NGN,2025-09-08,Active
ACC_0021966,20000021965,FBN,First Bank of Nigeria,34****6260,Current,NGN,2018-05-16,Active
ACC_0021967,20000021966,POLARIS,Polaris Bank,27****8174,Wallet,NGN,2021-12-01,Dormant
ACC_0021968,20000021967,FBN,First Bank of Nigeria,83****7073,Savings,NGN,2024-08-10,Active
ACC_0021969,20000021968,POLARIS,Polaris Bank,84****3578,Wallet,NGN,2022-07-05,Active
ACC_0021970,20000021969,GTB,Guaranty Trust Bank,43****1469,Savings,NGN,2022-09-23,Dormant
ACC_0021971,20000021970,ZENITH,Zenith Bank,96****3040,Savings,NGN,2023-01-17,Active
ACC_0021972,20000021971,FIDELITY,Fidelity Bank,85****3251,Savings,NGN,2020-03-22,Active
ACC_0021973,20000021972,FBN,First Bank of Nigeria,22****3703,Savings,NGN,2024-08-26,Active
ACC_0021974,20000021973,POLARIS,Polaris Bank,41****8293,Current,NGN,2019-03-12,Active
ACC_0021975,20000021974,POLARIS,Polaris Bank,90****0378,Savings,NGN,2016-09-26,Active
ACC_0021976,20000021975,UBA,United Bank for Africa,91****4638,Savings,NGN,2016-06-17,Active
ACC_0021977,20000021976,ECOBANK,Ecobank,05****7611,Current,NGN,2022-09-14,Active
ACC_0021978,20000021977,WEMA,Wema Bank,17****0350,Current,NGN,2025-06-30,Active
ACC_0021979,20000021978,FBN,First Bank of Nigeria,81****0842,Savings,NGN,2018-03-29,Active
ACC_0021980,20000021979,GTB,Guaranty Trust Bank,45****6304,Savings,NGN,2022-02-27,Active
ACC_0021981,20000021980,ECOBANK,Ecobank,79****4744,Savings,NGN,2019-10-07,Active
ACC_0021982,20000021981,ECOBANK,Ecobank,31****6518,Savings,NGN,2024-02-24,Active
ACC_0021983,20000021982,POLARIS,Polaris Bank,87****1431,Savings,NGN,2022-10-22,Active
ACC_0021984,20000021983,GTB,Guaranty Trust Bank,06****5196,Savings,NGN,2021-09-17,Active
ACC_0021985,20000021984,UBA,United Bank for Africa,77****8866,Savings,NGN,2022-03-01,Active
ACC_0021986,20000021985,STANBIC,Stanbic IBTC,25****4737,Savings,NGN,2024-08-28,Active
ACC_0021987,20000021986,ECOBANK,Ecobank,34****3067,Wallet,NGN,2023-03-23,Active
ACC_0021988,20000021987,ACCESS,Access Bank,13****3504,Wallet,NGN,2017-10-26,Active
ACC_0021989,20000021988,ACCESS,Access Bank,56****1687,Wallet,NGN,2020-07-11,Active
ACC_0021990,20000021989,ACCESS,Access Bank,14****4735,Savings,NGN,2025-11-29,Active
ACC_0021991,20000021990,POLARIS,Polaris Bank,71****2704,Savings,NGN,2022-11-04,Active
ACC_0021992,20000021991,WEMA,Wema Bank,74****1592,Savings,NGN,2018-01-04,Active
ACC_0021993,20000021992,FBN,First Bank of Nigeria,08****1358,Savings,NGN,2017-06-10,Active
ACC_0021994,20000021993,UBA,United Bank for Africa,15****1104,Wallet,NGN,2017-09-30,Active
ACC_0021995,20000021994,UBA,United Bank for Africa,78****8620,Wallet,NGN,2025-07-29,Active
ACC_0021996,20000021995,GTB,Guaranty Trust Bank,04****4980,Savings,NGN,2018-07-31,Active
ACC_0021997,20000021996,POLARIS,Polaris Bank,36****0042,Current,NGN,2019-04-14,Dormant
ACC_0021998,20000021997,FBN,First Bank of Nigeria,49****6185,Current,NGN,2018-07-21,Active
ACC_0021999,20000021998,UBA,United Bank for Africa,71****4339,Savings,NGN,2025-07-12,Active
ACC_0022000,20000021999,GTB,Guaranty Trust Bank,57****8452,Savings,NGN,2018-08-14,Dormant
ACC_0022001,20000022000,FIDELITY,Fidelity Bank,42****9291,Savings,NGN,2019-12-23,Active
ACC_0022002,20000022001,GTB,Guaranty Trust Bank,20****4009,Current,NGN,2023-02-25,Active
ACC_0022003,20000022002,WEMA,Wema Bank,11****3994,Savings,NGN,2022-09-22,Active
ACC_0022004,20000022003,STANBIC,Stanbic IBTC,93****6977,Savings,NGN,2018-12-27,Active
ACC_0022005,20000022004,ACCESS,Access Bank,21****3479,Savings,NGN,2017-04-08,Active
ACC_0022006,20000022005,FBN,First Bank of Nigeria,40****4937,Savings,NGN,2025-10-26,Active
ACC_0022007,20000022006,UBA,United Bank for Africa,83****2366,Current,NGN,2017-10-18,Dormant
ACC_0022008,20000022007,ZENITH,Zenith Bank,00****7679,Savings,NGN,2016-08-23,Active
ACC_0022009,20000022008,STANBIC,Stanbic IBTC,99****0333,Savings,NGN,2025-07-11,Active
ACC_0022010,20000022009,STANBIC,Stanbic IBTC,76****2857,Savings,NGN,2019-10-03,Active
ACC_0022011,20000022010,WEMA,Wema Bank,32****0915,Savings,NGN,2016-07-24,Dormant
ACC_0022012,20000022011,UBA,United Bank for Africa,86****1132,Savings,NGN,2017-04-19,Active
ACC_0022013,20000022012,FBN,First Bank of Nigeria,51****9238,Current,NGN,2017-04-11,Active
ACC_0022014,20000022013,FBN,First Bank of Nigeria,59****4786,Savings,NGN,2022-11-14,Active
ACC_0022015,20000022014,GTB,Guaranty Trust Bank,01****0630,Current,NGN,2018-09-20,Dormant
ACC_0022016,20000022015,POLARIS,Polaris Bank,88****7007,Savings,NGN,2017-07-12,Dormant
ACC_0022017,20000022016,POLARIS,Polaris Bank,10****2117,Wallet,NGN,2025-08-11,Active
ACC_0022018,20000022017,STANBIC,Stanbic IBTC,81****8762,Savings,NGN,2019-12-29,Active
ACC_0022019,20000022018,GTB,Guaranty Trust Bank,39****5107,Savings,NGN,2021-06-28,Active
ACC_0022020,20000022019,FBN,First Bank of Nigeria,73****7026,Current,NGN,2018-05-09,Active
ACC_0022021,20000022020,FIDELITY,Fidelity Bank,91****9902,Savings,NGN,2024-09-04,Active
ACC_0022022,20000022021,UBA,United Bank for Africa,02****8487,Savings,NGN,2020-05-08,Active
ACC_0022023,20000022022,UBA,United Bank for Africa,60****2314,Savings,NGN,2019-12-24,Active
ACC_0022024,20000022023,GTB,Guaranty Trust Bank,02****1826,Savings,NGN,2024-03-13,Active
ACC_0022025,20000022024,ACCESS,Access Bank,64****6254,Savings,NGN,2016-12-18,Active
ACC_0022026,20000022025,ACCESS,Access Bank,57****3924,Savings,NGN,2025-06-16,Active
ACC_0022027,20000022026,FBN,First Bank of Nigeria,29****4633,Savings,NGN,2016-05-20,Active
ACC_0022028,20000022027,ACCESS,Access Bank,80****8962,Savings,NGN,2018-09-18,Active
ACC_0022029,20000022028,FBN,First Bank of Nigeria,17****5642,Savings,NGN,2019-09-21,Active
ACC_0022030,20000022029,FIDELITY,Fidelity Bank,97****1068,Savings,NGN,2017-05-12,Active
ACC_0022031,20000022030,FBN,First Bank of Nigeria,60****0422,Savings,NGN,2017-12-26,Dormant
ACC_0022032,20000022031,POLARIS,Polaris Bank,69****4257,Wallet,NGN,2019-12-02,Active
ACC_0022033,20000022032,GTB,Guaranty Trust Bank,68****8714,Savings,NGN,2021-12-07,Active
ACC_0022034,20000022033,UBA,United Bank for Africa,37****7763,Savings,NGN,2016-09-21,Active
ACC_0022035,20000022034,WEMA,Wema Bank,07****4077,Savings,NGN,2023-09-16,Active
ACC_0022036,20000022035,FBN,First Bank of Nigeria,40****7873,Savings,NGN,2016-05-15,Active
ACC_0022037,20000022036,WEMA,Wema Bank,48****9225,Savings,NGN,2019-09-02,Active
ACC_0022038,20000022037,ECOBANK,Ecobank,83****6520,Savings,NGN,2019-09-21,Active
ACC_0022039,20000022038,UBA,United Bank for Africa,75****1207,Savings,NGN,2023-06-07,Active
ACC_0022040,20000022039,FBN,First Bank of Nigeria,02****2552,Savings,NGN,2020-03-24,Active
ACC_0022041,20000022040,ACCESS,Access Bank,10****3107,Savings,NGN,2016-01-04,Active
ACC_0022042,20000022041,FBN,First Bank of Nigeria,90****8212,Savings,NGN,2022-05-02,Active
ACC_0022043,20000022042,ECOBANK,Ecobank,53****6136,Savings,NGN,2018-12-18,Active
ACC_0022044,20000022043,UBA,United Bank for Africa,92****1138,Current,NGN,2025-05-02,Active
ACC_0022045,20000022044,FIDELITY,Fidelity Bank,04****0752,Savings,NGN,2019-09-12,Dormant
ACC_0022046,20000022045,FIDELITY,Fidelity Bank,51****3094,Current,NGN,2025-09-23,Active
ACC_0022047,20000022046,ZENITH,Zenith Bank,10****8691,Savings,NGN,2016-02-24,Dormant
ACC_0022048,20000022047,FIDELITY,Fidelity Bank,33****2165,Savings,NGN,2019-10-15,Active
ACC_0022049,20000022048,ACCESS,Access Bank,20****3463,Savings,NGN,2017-09-30,Active
ACC_0022050,20000022049,ACCESS,Access Bank,73****1582,Savings,NGN,2025-09-02,Active
ACC_0022051,20000022050,ZENITH,Zenith Bank,27****5493,Current,NGN,2017-04-26,Active
ACC_0022052,20000022051,STANBIC,Stanbic IBTC,81****3212,Savings,NGN,2018-05-02,Active
ACC_0022053,20000022052,POLARIS,Polaris Bank,54****0756,Savings,NGN,2022-08-07,Active
ACC_0022054,20000022053,FIDELITY,Fidelity Bank,68****4371,Savings,NGN,2016-07-25,Active
ACC_0022055,20000022054,GTB,Guaranty Trust Bank,53****6046,Savings,NGN,2017-02-20,Active
ACC_0022056,20000022055,FIDELITY,Fidelity Bank,00****7164,Savings,NGN,2025-12-01,Active
ACC_0022057,20000022056,ACCESS,Access Bank,26****1889,Savings,NGN,2019-03-29,Active
ACC_0022058,20000022057,WEMA,Wema Bank,67****5049,Current,NGN,2016-07-11,Dormant
ACC_0022059,20000022058,FBN,First Bank of Nigeria,10****3114,Savings,NGN,2023-05-23,Active
ACC_0022060,20000022059,FIDELITY,Fidelity Bank,36****6109,Savings,NGN,2021-04-07,Active
ACC_0022061,20000022060,FBN,First Bank of Nigeria,67****8903,Savings,NGN,2021-11-26,Active
ACC_0022062,20000022061,ACCESS,Access Bank,93****8628,Savings,NGN,2025-05-08,Active
ACC_0022063,20000022062,GTB,Guaranty Trust Bank,26****9357,Savings,NGN,2022-03-27,Closed
ACC_0022064,20000022063,FBN,First Bank of Nigeria,37****0705,Savings,NGN,2020-11-01,Active
ACC_0022065,20000022064,FIDELITY,Fidelity Bank,30****7346,Current,NGN,2017-01-29,Active
ACC_0022066,20000022065,UBA,United Bank for Africa,72****4764,Savings,NGN,2020-05-10,Active
ACC_0022067,20000022066,FBN,First Bank of Nigeria,79****6227,Savings,NGN,2017-07-12,Active
ACC_0022068,20000022067,UBA,United Bank for Africa,64****2914,Savings,NGN,2021-07-18,Active
ACC_0022069,20000022068,WEMA,Wema Bank,53****2095,Savings,NGN,2022-11-09,Dormant
ACC_0022070,20000022069,GTB,Guaranty Trust Bank,77****3824,Savings,NGN,2022-06-22,Closed
ACC_0022071,20000022070,WEMA,Wema Bank,33****3521,Wallet,NGN,2018-03-21,Active
ACC_0022072,20000022071,STANBIC,Stanbic IBTC,34****5928,Savings,NGN,2023-06-05,Dormant
ACC_0022073,20000022072,GTB,Guaranty Trust Bank,90****7128,Savings,NGN,2023-12-10,Active
ACC_0022074,20000022073,ZENITH,Zenith Bank,13****0700,Current,NGN,2022-01-01,Active
ACC_0022075,20000022074,FBN,First Bank of Nigeria,00****4157,Savings,NGN,2018-04-02,Dormant
ACC_0022076,20000022075,STANBIC,Stanbic IBTC,22****6567,Current,NGN,2021-04-20,Dormant
ACC_0022077,20000022076,WEMA,Wema Bank,34****5319,Savings,NGN,2017-05-03,Active
ACC_0022078,20000022077,UBA,United Bank for Africa,41****4300,Current,NGN,2022-07-31,Active
ACC_0022079,20000022078,UBA,United Bank for Africa,61****1130,Current,NGN,2022-01-29,Dormant
ACC_0022080,20000022079,ECOBANK,Ecobank,87****2827,Savings,NGN,2020-01-23,Dormant
ACC_0022081,20000022080,WEMA,Wema Bank,14****3885,Savings,NGN,2021-07-11,Active
ACC_0022082,20000022081,ECOBANK,Ecobank,47****4304,Savings,NGN,2023-11-28,Active
ACC_0022083,20000022082,GTB,Guaranty Trust Bank,10****4767,Savings,NGN,2018-01-26,Active
ACC_0022084,20000022083,ACCESS,Access Bank,42****3984,Savings,NGN,2022-03-22,Active
ACC_0022085,20000022084,POLARIS,Polaris Bank,17****2264,Savings,NGN,2021-05-01,Active
ACC_0022086,20000022085,ACCESS,Access Bank,58****0470,Savings,NGN,2017-10-11,Active
ACC_0022087,20000022086,UBA,United Bank for Africa,56****3746,Savings,NGN,2018-02-28,Dormant
ACC_0022088,20000022087,ZENITH,Zenith Bank,56****4796,Savings,NGN,2018-04-05,Active
ACC_0022089,20000022088,POLARIS,Polaris Bank,07****7666,Savings,NGN,2018-01-06,Active
ACC_0022090,20000022089,GTB,Guaranty Trust Bank,91****2279,Wallet,NGN,2018-04-30,Active
ACC_0022091,20000022090,FIDELITY,Fidelity Bank,98****5153,Current,NGN,2024-02-26,Active
ACC_0022092,20000022091,POLARIS,Polaris Bank,10****3492,Savings,NGN,2024-03-13,Active
ACC_0022093,20000022092,ACCESS,Access Bank,47****2306,Savings,NGN,2022-09-22,Active
ACC_0022094,20000022093,STANBIC,Stanbic IBTC,46****8216,Wallet,NGN,2021-12-09,Active
ACC_0022095,20000022094,POLARIS,Polaris Bank,51****7954,Savings,NGN,2016-10-31,Active
ACC_0022096,20000022095,ACCESS,Access Bank,56****8070,Savings,NGN,2017-01-07,Active
ACC_0022097,20000022096,WEMA,Wema Bank,99****8229,Savings,NGN,2016-11-11,Active
ACC_0022098,20000022097,UBA,United Bank for Africa,85****6380,Savings,NGN,2019-05-22,Active
ACC_0022099,20000022098,POLARIS,Polaris Bank,35****6106,Savings,NGN,2020-06-27,Active
ACC_0022100,20000022099,FBN,First Bank of Nigeria,38****9432,Current,NGN,2023-12-09,Active
ACC_0022101,20000022100,STANBIC,Stanbic IBTC,41****3832,Savings,NGN,2016-05-16,Active
ACC_0022102,20000022101,ACCESS,Access Bank,41****1396,Savings,NGN,2024-12-22,Active
ACC_0022103,20000022102,FIDELITY,Fidelity Bank,54****5517,Savings,NGN,2021-04-08,Active
ACC_0022104,20000022103,FBN,First Bank of Nigeria,87****9457,Savings,NGN,2016-03-08,Active
ACC_0022105,20000022104,WEMA,Wema Bank,20****7946,Savings,NGN,2023-08-12,Active
ACC_0022106,20000022105,ZENITH,Zenith Bank,88****4845,Savings,NGN,2024-11-20,Active
ACC_0022107,20000022106,STANBIC,Stanbic IBTC,56****0524,Wallet,NGN,2016-05-10,Active
ACC_0022108,20000022107,WEMA,Wema Bank,92****5130,Savings,NGN,2020-02-18,Active
ACC_0022109,20000022108,FIDELITY,Fidelity Bank,66****8279,Current,NGN,2019-05-07,Active
ACC_0022110,20000022109,ECOBANK,Ecobank,89****2099,Savings,NGN,2023-02-13,Active
ACC_0022111,20000022110,FBN,First Bank of Nigeria,34****6218,Wallet,NGN,2020-02-19,Active
ACC_0022112,20000022111,WEMA,Wema Bank,29****2890,Savings,NGN,2020-07-09,Active
ACC_0022113,20000022112,UBA,United Bank for Africa,42****2706,Savings,NGN,2016-10-10,Active
ACC_0022114,20000022113,ACCESS,Access Bank,94****7513,Current,NGN,2023-11-02,Active
ACC_0022115,20000022114,FBN,First Bank of Nigeria,11****7737,Savings,NGN,2022-10-31,Active
ACC_0022116,20000022115,POLARIS,Polaris Bank,92****0886,Savings,NGN,2016-09-04,Active
ACC_0022117,20000022116,FBN,First Bank of Nigeria,95****1263,Savings,NGN,2024-08-24,Active
ACC_0022118,20000022117,GTB,Guaranty Trust Bank,36****2047,Current,NGN,2016-01-12,Active
ACC_0022119,20000022118,FBN,First Bank of Nigeria,96****4883,Savings,NGN,2025-03-09,Active
ACC_0022120,20000022119,POLARIS,Polaris Bank,67****9877,Savings,NGN,2025-06-25,Active
ACC_0022121,20000022120,ZENITH,Zenith Bank,93****4675,Savings,NGN,2023-11-07,Active
ACC_0022122,20000022121,FIDELITY,Fidelity Bank,05****4304,Savings,NGN,2016-05-02,Active
ACC_0022123,20000022122,FIDELITY,Fidelity Bank,21****1994,Savings,NGN,2019-05-31,Active
ACC_0022124,20000022123,GTB,Guaranty Trust Bank,36****5628,Savings,NGN,2022-11-26,Active
ACC_0022125,20000022124,GTB,Guaranty Trust Bank,02****9924,Savings,NGN,2018-04-13,Active
ACC_0022126,20000022125,ECOBANK,Ecobank,35****3382,Wallet,NGN,2016-01-04,Active
ACC_0022127,20000022126,WEMA,Wema Bank,17****1742,Savings,NGN,2023-09-12,Active
ACC_0022128,20000022127,WEMA,Wema Bank,35****1504,Current,NGN,2017-08-12,Active
ACC_0022129,20000022128,STANBIC,Stanbic IBTC,80****6832,Wallet,NGN,2019-05-24,Active
ACC_0022130,20000022129,STANBIC,Stanbic IBTC,04****6709,Wallet,NGN,2016-05-27,Active
ACC_0022131,20000022130,FIDELITY,Fidelity Bank,95****0347,Savings,NGN,2023-05-16,Active
ACC_0022132,20000022131,ECOBANK,Ecobank,79****4399,Savings,NGN,2019-09-30,Active
ACC_0022133,20000022132,ACCESS,Access Bank,29****0154,Savings,NGN,2016-05-25,Dormant
ACC_0022134,20000022133,GTB,Guaranty Trust Bank,98****8626,Savings,NGN,2020-06-12,Active
ACC_0022135,20000022134,ZENITH,Zenith Bank,04****1030,Savings,NGN,2022-11-02,Active
ACC_0022136,20000022135,ACCESS,Access Bank,98****1646,Current,NGN,2018-01-13,Dormant
ACC_0022137,20000022136,ECOBANK,Ecobank,78****6321,Savings,NGN,2019-03-31,Active
ACC_0022138,20000022137,ZENITH,Zenith Bank,66****4520,Savings,NGN,2019-04-14,Dormant
ACC_0022139,20000022138,ZENITH,Zenith Bank,08****7806,Savings,NGN,2025-09-08,Active
ACC_0022140,20000022139,FBN,First Bank of Nigeria,41****0502,Savings,NGN,2024-09-11,Active
ACC_0022141,20000022140,ZENITH,Zenith Bank,80****5777,Current,NGN,2025-12-26,Active
ACC_0022142,20000022141,WEMA,Wema Bank,45****4423,Savings,NGN,2018-01-07,Active
ACC_0022143,20000022142,ECOBANK,Ecobank,80****1552,Savings,NGN,2018-08-19,Active
ACC_0022144,20000022143,FBN,First Bank of Nigeria,53****4852,Savings,NGN,2022-09-26,Active
ACC_0022145,20000022144,UBA,United Bank for Africa,50****6006,Savings,NGN,2020-10-29,Active
ACC_0022146,20000022145,POLARIS,Polaris Bank,26****5963,Savings,NGN,2022-03-11,Active
ACC_0022147,20000022146,ECOBANK,Ecobank,10****9138,Wallet,NGN,2017-05-15,Active
ACC_0022148,20000022147,ZENITH,Zenith Bank,51****2897,Savings,NGN,2017-05-17,Active
ACC_0022149,20000022148,POLARIS,Polaris Bank,28****4286,Savings,NGN,2018-09-01,Active
ACC_0022150,20000022149,ZENITH,Zenith Bank,07****2074,Current,NGN,2021-01-03,Active
ACC_0022151,20000022150,POLARIS,Polaris Bank,76****8332,Current,NGN,2016-04-19,Active
ACC_0022152,20000022151,GTB,Guaranty Trust Bank,46****6599,Savings,NGN,2025-06-26,Dormant
ACC_0022153,20000022152,POLARIS,Polaris Bank,07****2835,Wallet,NGN,2021-04-27,Active
ACC_0022154,20000022153,STANBIC,Stanbic IBTC,57****5141,Savings,NGN,2020-08-02,Active
ACC_0022155,20000022154,ACCESS,Access Bank,18****4383,Savings,NGN,2024-02-02,Active
ACC_0022156,20000022155,ECOBANK,Ecobank,84****5899,Savings,NGN,2018-02-03,Dormant
ACC_0022157,20000022156,POLARIS,Polaris Bank,09****7798,Savings,NGN,2025-09-30,Active
ACC_0022158,20000022157,ECOBANK,Ecobank,37****2582,Savings,NGN,2022-01-11,Active
ACC_0022159,20000022158,FIDELITY,Fidelity Bank,73****4679,Current,NGN,2020-01-03,Dormant
ACC_0022160,20000022159,UBA,United Bank for Africa,78****5500,Savings,NGN,2016-09-27,Dormant
ACC_0022161,20000022160,UBA,United Bank for Africa,19****6336,Savings,NGN,2023-12-31,Dormant
ACC_0022162,20000022161,FBN,First Bank of Nigeria,70****9653,Savings,NGN,2018-12-26,Active
ACC_0022163,20000022162,ACCESS,Access Bank,42****7646,Savings,NGN,2022-02-27,Active
ACC_0022164,20000022163,FIDELITY,Fidelity Bank,51****7333,Savings,NGN,2021-03-04,Active
ACC_0022165,20000022164,ACCESS,Access Bank,35****2471,Savings,NGN,2021-09-10,Active
ACC_0022166,20000022165,ECOBANK,Ecobank,89****8697,Savings,NGN,2022-05-16,Active
ACC_0022167,20000022166,FBN,First Bank of Nigeria,38****8315,Savings,NGN,2025-03-09,Active
ACC_0022168,20000022167,POLARIS,Polaris Bank,40****1521,Savings,NGN,2020-03-18,Active
ACC_0022169,20000022168,FBN,First Bank of Nigeria,19****0502,Savings,NGN,2016-12-02,Active
ACC_0022170,20000022169,STANBIC,Stanbic IBTC,06****1989,Current,NGN,2022-05-22,Active
ACC_0022171,20000022170,WEMA,Wema Bank,82****8962,Wallet,NGN,2016-11-19,Active
ACC_0022172,20000022171,POLARIS,Polaris Bank,08****3996,Savings,NGN,2020-07-01,Dormant
ACC_0022173,20000022172,STANBIC,Stanbic IBTC,14****3096,Savings,NGN,2023-09-27,Active
ACC_0022174,20000022173,FBN,First Bank of Nigeria,48****6377,Current,NGN,2016-11-13,Active
ACC_0022175,20000022174,ACCESS,Access Bank,06****8232,Savings,NGN,2022-10-09,Active
ACC_0022176,20000022175,FBN,First Bank of Nigeria,07****0591,Savings,NGN,2017-01-27,Active
ACC_0022177,20000022176,ACCESS,Access Bank,14****0078,Savings,NGN,2024-12-17,Active
ACC_0022178,20000022177,FIDELITY,Fidelity Bank,19****5423,Savings,NGN,2025-01-24,Active
ACC_0022179,20000022178,POLARIS,Polaris Bank,33****4016,Savings,NGN,2025-06-05,Active
ACC_0022180,20000022179,GTB,Guaranty Trust Bank,27****6965,Wallet,NGN,2019-11-08,Dormant
ACC_0022181,20000022180,ACCESS,Access Bank,77****5014,Savings,NGN,2023-12-19,Active
ACC_0022182,20000022181,GTB,Guaranty Trust Bank,42****2157,Savings,NGN,2025-01-06,Active
ACC_0022183,20000022182,POLARIS,Polaris Bank,82****7629,Savings,NGN,2019-02-09,Active
ACC_0022184,20000022183,FIDELITY,Fidelity Bank,11****1903,Wallet,NGN,2024-05-03,Active
ACC_0022185,20000022184,STANBIC,Stanbic IBTC,30****7096,Savings,NGN,2018-10-11,Active
ACC_0022186,20000022185,ACCESS,Access Bank,85****2076,Current,NGN,2017-06-13,Active
ACC_0022187,20000022186,FIDELITY,Fidelity Bank,83****4516,Current,NGN,2016-03-06,Active
ACC_0022188,20000022187,POLARIS,Polaris Bank,38****5767,Savings,NGN,2022-06-27,Active
ACC_0022189,20000022188,UBA,United Bank for Africa,00****2079,Savings,NGN,2017-09-04,Active
ACC_0022190,20000022189,ACCESS,Access Bank,09****0047,Savings,NGN,2016-03-01,Active
ACC_0022191,20000022190,POLARIS,Polaris Bank,84****2074,Savings,NGN,2020-09-04,Active
ACC_0022192,20000022191,STANBIC,Stanbic IBTC,96****6671,Current,NGN,2021-06-07,Closed
ACC_0022193,20000022192,FBN,First Bank of Nigeria,72****8580,Wallet,NGN,2020-02-29,Closed
ACC_0022194,20000022193,FBN,First Bank of Nigeria,67****9477,Savings,NGN,2023-03-02,Active
ACC_0022195,20000022194,FIDELITY,Fidelity Bank,79****5822,Savings,NGN,2021-11-05,Active
ACC_0022196,20000022195,ZENITH,Zenith Bank,55****9164,Savings,NGN,2018-09-26,Active
ACC_0022197,20000022196,POLARIS,Polaris Bank,07****9046,Wallet,NGN,2022-08-28,Active
ACC_0022198,20000022197,ACCESS,Access Bank,63****0311,Current,NGN,2024-11-10,Active
ACC_0022199,20000022198,UBA,United Bank for Africa,55****7952,Savings,NGN,2018-05-24,Active
ACC_0022200,20000022199,FIDELITY,Fidelity Bank,64****8923,Current,NGN,2023-07-09,Active
ACC_0022201,20000022200,ACCESS,Access Bank,63****6549,Savings,NGN,2021-02-24,Active
ACC_0022202,20000022201,FBN,First Bank of Nigeria,99****1264,Wallet,NGN,2023-07-18,Active
ACC_0022203,20000022202,FIDELITY,Fidelity Bank,82****5128,Savings,NGN,2016-01-22,Active
ACC_0022204,20000022203,ACCESS,Access Bank,04****9282,Savings,NGN,2021-02-25,Active
ACC_0022205,20000022204,ECOBANK,Ecobank,19****2924,Current,NGN,2024-09-24,Active
ACC_0022206,20000022205,ZENITH,Zenith Bank,80****0796,Savings,NGN,2016-05-30,Active
ACC_0022207,20000022206,FBN,First Bank of Nigeria,46****6543,Savings,NGN,2021-12-05,Active
ACC_0022208,20000022207,POLARIS,Polaris Bank,18****4713,Savings,NGN,2016-06-27,Active
ACC_0022209,20000022208,ECOBANK,Ecobank,23****0328,Savings,NGN,2025-03-03,Active
ACC_0022210,20000022209,WEMA,Wema Bank,85****7827,Savings,NGN,2021-03-11,Active
ACC_0022211,20000022210,ZENITH,Zenith Bank,68****2088,Current,NGN,2016-02-02,Active
ACC_0022212,20000022211,FIDELITY,Fidelity Bank,34****6384,Wallet,NGN,2017-11-20,Active
ACC_0022213,20000022212,UBA,United Bank for Africa,89****9568,Current,NGN,2018-05-18,Active
ACC_0022214,20000022213,ZENITH,Zenith Bank,87****5537,Wallet,NGN,2022-10-06,Active
ACC_0022215,20000022214,STANBIC,Stanbic IBTC,47****6209,Savings,NGN,2019-04-01,Active
ACC_0022216,20000022215,WEMA,Wema Bank,00****9732,Savings,NGN,2021-02-15,Active
ACC_0022217,20000022216,ACCESS,Access Bank,48****3574,Savings,NGN,2017-07-23,Active
ACC_0022218,20000022217,FIDELITY,Fidelity Bank,93****2562,Wallet,NGN,2020-04-02,Dormant
ACC_0022219,20000022218,WEMA,Wema Bank,63****6565,Savings,NGN,2020-07-27,Active
ACC_0022220,20000022219,UBA,United Bank for Africa,89****4417,Savings,NGN,2025-12-19,Active
ACC_0022221,20000022220,UBA,United Bank for Africa,36****4900,Savings,NGN,2024-02-17,Dormant
ACC_0022222,20000022221,ACCESS,Access Bank,87****5263,Current,NGN,2016-04-29,Active
ACC_0022223,20000022222,POLARIS,Polaris Bank,52****1612,Current,NGN,2024-05-21,Active
ACC_0022224,20000022223,POLARIS,Polaris Bank,73****4602,Wallet,NGN,2025-01-29,Active
ACC_0022225,20000022224,FIDELITY,Fidelity Bank,89****3535,Savings,NGN,2020-01-15,Active
ACC_0022226,20000022225,ACCESS,Access Bank,38****7528,Savings,NGN,2025-09-15,Active
ACC_0022227,20000022226,GTB,Guaranty Trust Bank,65****2842,Current,NGN,2018-01-08,Dormant
ACC_0022228,20000022227,FIDELITY,Fidelity Bank,59****3069,Savings,NGN,2022-02-01,Active
ACC_0022229,20000022228,FBN,First Bank of Nigeria,02****3451,Current,NGN,2016-06-26,Dormant
ACC_0022230,20000022229,ZENITH,Zenith Bank,88****7765,Savings,NGN,2018-11-17,Active
ACC_0022231,20000022230,ACCESS,Access Bank,61****2968,Savings,NGN,2021-09-18,Active
