bvn,assessment_year,state_of_residence,local_government_area,months_total,months_high,inflows_sum,outflows_sum,spending_ratio_avg,lga_baseline_outflows,state_baseline_outflows,peer_ratio_lga,peer_ratio_state,risk_score,status,flag_reason
20000004917,2025,Kebbi,Birnin Kebbi,3,2,535058.0,587371.0,0.0,24653.0,23932.0,23.826,24.543,69.333,Flagged,Outflows are 23.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000004918,2025,Ogun,Sagamu,3,1,109888.0,345101.0,0.0,18949.5,20531.0,18.212,16.809,63.667,Review,Outflows are 18.2× higher than LGA typical.
20000004919,2025,Kebbi,Argungu,3,1,747579.0,198301.0,0.0,24394.0,24596.0,8.129,8.062,63.667,Review,Outflows are 8.1× higher than LGA typical.
20000004920,2025,Nasarawa,Keffi,3,1,609226.0,225151.0,0.0,25463.0,21342.0,8.842,10.55,63.667,Review,Outflows are 8.8× higher than LGA typical.
20000004921,2025,Kano,Nassarawa,3,2,490080.0,307108.0,0.0,23607.5,24089.0,13.009,12.749,69.333,Flagged,Outflows are 13.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000004922,2025,Osun,Ilesa East,3,1,90451.0,166954.0,0.0,22149.5,24207.0,7.538,6.897,62.328,Review,Outflows are 7.5× higher than LGA typical.
20000004923,2025,Ekiti,Oye,3,1,869494.0,133535.0,0.0,24103.0,22501.0,5.54,5.935,56.953,Review,Outflows are 5.5× higher than LGA typical.
20000004924,2025,Borno,Biu,3,1,947553.0,360690.0,0.0,20489.5,21926.0,17.604,16.45,63.667,Review,Outflows are 17.6× higher than LGA typical.
20000004925,2025,Adamawa,Yola North,3,1,274285.0,105963.0,0.0,19071.0,23017.5,5.556,4.604,55.472,Review,Outflows are 5.6× higher than LGA typical.
20000004926,2025,Imo,Orlu,3,0,35811.0,71419.0,0.0,22313.0,23364.0,3.201,3.057,37.405,Compliant,Outflows are 3.2× higher than LGA typical.
20000004927,2025,Kwara,Ilorin West,3,0,98252.0,29644.0,0.0,20818.5,20083.5,1.424,1.476,20.004,Compliant,Behaviour is within typical ranges for peers.
20000004928,2025,Jigawa,Hadejia,3,2,798870.0,553113.0,0.0,25540.5,21752.0,21.656,25.428,69.333,Flagged,Outflows are 21.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000004929,2025,Bauchi,Bauchi,3,1,75131.0,124626.0,0.0,23327.0,23184.0,5.343,5.376,54.728,Review,Outflows are 5.3× higher than LGA typical.
20000004930,2025,Gombe,Gombe,3,0,113760.0,45672.0,0.0,22650.0,21369.0,2.016,2.137,28.326,Compliant,Behaviour is within typical ranges for peers.
20000004931,2025,Kano,Tarauni,3,0,165227.0,36182.0,0.0,26159.0,25806.0,1.383,1.402,18.848,Compliant,Behaviour is within typical ranges for peers.
20000004932,2025,Anambra,Nnewi North,3,1,263854.0,123896.0,0.0,21014.0,23525.0,5.896,5.267,56.805,Review,Outflows are 5.9× higher than LGA typical.
20000004933,2025,Cross River,Calabar Municipal,3,0,82985.0,32445.0,0.0,22584.5,22096.0,1.437,1.468,19.886,Compliant,Behaviour is within typical ranges for peers.
20000004934,2025,Yobe,Damaturu,3,2,1213685.0,617779.0,0.0,24770.0,23110.0,24.941,26.732,69.333,Flagged,Outflows are 24.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000004935,2025,Kogi,Okene,3,1,456319.0,244319.0,0.0,25726.0,24871.0,9.497,9.823,63.667,Review,Outflows are 9.5× higher than LGA typical.
20000004936,2025,Benue,Makurdi,3,2,801304.0,191466.0,0.0,24744.0,25927.0,7.738,7.385,68.584,Flagged,Outflows are 7.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000004937,2025,Bayelsa,Yenagoa,3,2,314281.0,538909.0,0.0,21841.0,22358.5,24.674,24.103,69.333,Flagged,Outflows are 24.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000004938,2025,Kebbi,Argungu,3,0,27560.0,25504.0,0.0,22938.0,24238.0,1.112,1.052,13.634,Compliant,Behaviour is within typical ranges for peers.
20000004939,2025,FCT,Kuje,3,2,979897.0,457342.0,0.0,16788.0,25927.5,27.242,17.639,69.333,Flagged,Outflows are 27.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000004940,2025,Gombe,Gombe,3,0,45697.0,52090.0,0.0,22461.0,21434.0,2.319,2.43,31.214,Compliant,Behaviour is within typical ranges for peers.
20000004941,2025,Imo,Orlu,3,0,116393.0,23501.0,0.0,23707.5,22923.5,0.991,1.025,11.809,Compliant,Behaviour is within typical ranges for peers.
20000004942,2025,Ogun,Abeokuta South,3,2,288426.0,494844.0,0.0,20232.0,20591.0,24.458,24.032,69.333,Flagged,Outflows are 24.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000004943,2025,Adamawa,Mubi North,3,2,357627.0,267661.0,0.0,25760.0,24202.0,10.391,11.059,69.333,Flagged,Outflows are 10.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000004944,2025,Taraba,Wukari,3,0,41691.0,61365.0,0.0,26713.0,25802.0,2.297,2.378,30.728,Compliant,Behaviour is within typical ranges for peers.
20000004945,2025,Anambra,Awka South,3,0,69853.0,24455.0,0.0,23404.0,26634.0,1.045,0.918,12.238,Compliant,Behaviour is within typical ranges for peers.
20000004946,2025,Kaduna,Zaria,3,1,81928.0,88111.0,0.0,22301.0,23239.0,3.951,3.792,47.806,Review,Outflows are 4.0× higher than LGA typical.
20000004947,2025,Gombe,Kaltungo,3,0,114307.0,48711.0,0.0,29551.0,25938.5,1.648,1.878,25.418,Compliant,Behaviour is within typical ranges for peers.
20000004948,2025,Ondo,Akure South,3,0,116934.0,51899.0,0.0,21057.0,22327.0,2.465,2.324,31.53,Compliant,Behaviour is within typical ranges for peers.
20000004949,2025,Edo,Ikpoba-Okha,3,0,232265.0,58648.0,0.0,21196.0,25560.0,2.767,2.295,34.131,Compliant,Outflows are 2.8× higher than LGA typical.
20000004950,2025,Gombe,Gombe,3,1,276381.0,236517.0,0.0,26759.5,22807.0,8.839,10.37,63.667,Review,Outflows are 8.8× higher than LGA typical.
20000004951,2025,Benue,Gboko,3,0,74539.0,20711.0,0.0,22812.0,22812.0,0.908,0.908,11.25,Compliant,Behaviour is within typical ranges for peers.
20000004952,2025,Jigawa,Hadejia,3,2,1572084.0,436148.0,0.0,23934.5,24136.0,18.223,18.07,69.333,Flagged,Outflows are 18.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000004953,2025,Ondo,Akure South,3,0,65991.0,20687.0,0.0,18137.0,20916.0,1.141,0.989,14.208,Compliant,Behaviour is within typical ranges for peers.
20000004954,2025,Delta,Udu,3,0,52637.0,34224.0,0.0,26399.5,23695.0,1.296,1.444,19.516,Compliant,Behaviour is within typical ranges for peers.
20000004955,2025,Lagos,Surulere,3,2,335184.0,462724.0,0.0,25069.0,24820.5,18.458,18.643,69.333,Flagged,Outflows are 18.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000004956,2025,Lagos,Alimosho,3,0,104334.0,70376.0,0.0,28164.0,27782.5,2.499,2.533,32.146,Compliant,Outflows are 2.5× higher than State typical.
20000004957,2025,Imo,Owerri Municipal,3,0,48486.0,41296.0,0.0,25559.0,24297.5,1.616,1.7,23.174,Compliant,Behaviour is within typical ranges for peers.
20000004958,2025,Yobe,Potiskum,3,1,133850.0,95652.0,0.0,21231.5,23688.0,4.505,4.038,50.757,Review,Outflows are 4.5× higher than LGA typical.
20000004959,2025,Delta,Oshimili South,3,0,58872.0,13805.0,0.0,24137.0,24462.0,0.572,0.564,11.25,Compliant,Behaviour is within typical ranges for peers.
20000004960,2025,Enugu,Enugu South,3,2,912820.0,289094.0,0.0,22499.0,21642.0,12.849,13.358,69.333,Flagged,Outflows are 12.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000004961,2025,Kano,Tarauni,3,1,47763.0,134937.0,0.0,26159.0,25060.0,5.158,5.385,54.766,Review,Outflows are 5.2× higher than LGA typical.
20000004962,2025,Benue,Otukpo,3,1,95579.0,118940.0,0.0,23781.0,25532.0,5.001,4.658,53.107,Review,Outflows are 5.0× higher than LGA typical.
20000004963,2025,Ekiti,Oye,3,0,120817.0,73146.0,0.0,26453.5,25956.0,2.765,2.818,34.543,Compliant,Outflows are 2.8× higher than LGA typical.
20000004964,2025,Kaduna,Kaduna North,3,0,37553.0,73091.0,0.0,23719.0,23736.0,3.082,3.079,36.552,Compliant,Outflows are 3.1× higher than LGA typical.
20000004965,2025,Lagos,Alimosho,3,2,750469.0,133539.0,0.0,16051.0,23760.0,8.32,5.62,69.333,Flagged,Outflows are 8.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000004966,2025,Benue,Gboko,3,0,171684.0,56851.0,0.0,24673.0,25927.0,2.304,2.193,30.016,Compliant,Behaviour is within typical ranges for peers.
20000004967,2025,Kogi,Okene,3,2,924708.0,156195.0,0.0,24311.0,22844.0,6.425,6.837,65.803,Flagged,Outflows are 6.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000004968,2025,Edo,Oredo,3,1,123640.0,150583.0,0.0,18893.0,22016.0,7.97,6.84,63.583,Review,Outflows are 8.0× higher than LGA typical.
20000004969,2025,Delta,Warri South,3,2,798801.0,976912.0,0.0,27219.5,23873.0,35.89,40.921,69.333,Flagged,Outflows are 35.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000004970,2025,Enugu,Nsukka,3,1,85714.0,90412.0,0.0,25347.0,24813.5,3.567,3.644,45.986,Review,Outflows are 3.6× higher than LGA typical.
20000004971,2025,Adamawa,Mubi North,3,2,152331.0,562641.0,0.0,25725.0,24619.5,21.871,22.853,69.333,Flagged,Outflows are 21.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000004972,2025,Enugu,Enugu North,3,0,147284.0,53813.0,0.0,23048.5,22483.0,2.335,2.393,30.871,Compliant,Behaviour is within typical ranges for peers.
20000004973,2025,Niger,Minna,3,2,667855.0,355950.0,0.0,27094.0,24952.0,13.138,14.265,69.333,Flagged,Outflows are 13.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000004974,2025,Abia,Umuahia North,3,0,73639.0,40056.0,0.0,22087.0,24007.5,1.814,1.668,24.633,Compliant,Behaviour is within typical ranges for peers.
20000004975,2025,FCT,Abuja Municipal,3,2,940874.0,268162.0,0.0,21069.0,21014.5,12.728,12.761,69.333,Flagged,Outflows are 12.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000004976,2025,Zamfara,Gusau,3,2,313282.0,288409.0,0.0,22790.0,23602.0,12.655,12.22,69.333,Flagged,Outflows are 12.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000004977,2025,Kaduna,Kaduna North,3,0,114281.0,24211.0,0.0,25015.0,21962.0,0.968,1.102,13.442,Compliant,Behaviour is within typical ranges for peers.
20000004978,2025,Osun,Ife Central,3,0,118904.0,26434.0,0.0,26524.5,24207.0,0.997,1.092,13.229,Compliant,Behaviour is within typical ranges for peers.
20000004979,2025,Edo,Oredo,3,2,627739.0,394483.0,0.0,36501.0,25734.0,10.807,15.329,69.333,Flagged,Outflows are 10.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000004980,2025,Kebbi,Argungu,3,0,48909.0,46338.0,0.0,22938.0,24238.0,2.02,1.912,27.059,Compliant,Behaviour is within typical ranges for peers.
20000004981,2025,Borno,Biu,3,2,249818.0,177672.0,0.0,22588.0,22047.0,7.866,8.059,69.333,Flagged,Outflows are 7.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000004982,2025,Ebonyi,Afikpo North,3,0,206146.0,88806.0,0.0,25631.5,24679.0,3.465,3.598,40.038,Review,Outflows are 3.5× higher than LGA typical.
20000004983,2025,Jigawa,Dutse,3,0,61920.0,55451.0,0.0,24349.0,24136.0,2.277,2.297,29.95,Compliant,Behaviour is within typical ranges for peers.
20000004984,2025,Bayelsa,Ogbia,3,0,54875.0,37251.0,0.0,26140.0,23490.0,1.425,1.586,21.617,Compliant,Behaviour is within typical ranges for peers.
20000004985,2025,Zamfara,Kaura Namoda,3,0,61941.0,11508.0,0.0,26618.5,26351.0,0.432,0.437,11.25,Compliant,Behaviour is within typical ranges for peers.
20000004986,2025,Kwara,Ilorin West,3,2,761219.0,327494.0,0.0,23450.5,23474.0,13.965,13.951,69.333,Flagged,Outflows are 14.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000004987,2025,Oyo,Ogbomosho North,3,2,264370.0,408972.0,0.0,19669.0,21075.5,20.793,19.405,69.333,Flagged,Outflows are 20.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000004988,2025,Borno,Biu,3,2,620740.0,217808.0,0.0,23208.0,23853.0,9.385,9.131,69.333,Flagged,Outflows are 9.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000004989,2025,Rivers,Okrika,3,0,90356.0,26686.0,0.0,19144.0,24222.0,1.394,1.102,18.717,Compliant,Behaviour is within typical ranges for peers.
20000004990,2025,Kano,Tarauni,3,0,25934.0,48863.0,0.0,27685.5,25060.0,1.765,1.95,26.262,Compliant,Behaviour is within typical ranges for peers.
20000004991,2025,Edo,Oredo,3,0,134842.0,66107.0,0.0,23239.5,22426.5,2.845,2.948,35.554,Compliant,Outflows are 2.8× higher than LGA typical.
20000004992,2025,Taraba,Wukari,3,2,386471.0,656770.0,0.0,27445.0,28268.5,23.93,23.233,69.333,Flagged,Outflows are 23.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000004993,2025,Anambra,Awka South,3,1,855125.0,191641.0,0.0,26424.0,24016.0,7.253,7.98,63.61,Review,Outflows are 7.3× higher than LGA typical.
20000004994,2025,Katsina,Daura,3,1,192122.0,135065.0,0.0,20531.0,21317.0,6.579,6.336,59.269,Review,Outflows are 6.6× higher than LGA typical.
20000004995,2025,Plateau,Jos South,3,2,525536.0,776036.0,0.0,26008.0,24043.0,29.838,32.277,69.333,Flagged,Outflows are 29.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000004996,2025,Zamfara,Gusau,3,2,547741.0,433044.0,0.0,31018.0,25709.0,13.961,16.844,69.333,Flagged,Outflows are 14.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000004997,2025,Katsina,Daura,3,0,64021.0,66725.0,0.0,22964.0,22776.0,2.906,2.93,35.415,Compliant,Outflows are 2.9× higher than LGA typical.
20000004998,2025,Plateau,Jos North,3,2,975321.0,212223.0,0.0,23725.5,25486.0,8.945,8.327,69.333,Flagged,Outflows are 8.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000004999,2025,Oyo,Ibadan North,3,0,106674.0,44230.0,0.0,22088.0,21011.0,2.002,2.105,27.985,Compliant,Behaviour is within typical ranges for peers.
20000005000,2025,Nasarawa,Keffi,3,2,653325.0,298852.0,0.0,18702.5,22735.5,15.979,13.145,69.333,Flagged,Outflows are 16.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000005001,2025,Osun,Osogbo,3,2,38594.0,127751.0,0.0,28005.0,22368.0,4.562,5.711,61.757,Review,Outflows are 4.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000005002,2025,Kano,Gwale,3,0,83499.0,68783.0,0.0,20397.5,25060.0,3.372,2.745,38.578,Compliant,Outflows are 3.4× higher than LGA typical.
20000005003,2025,Kano,Fagge,3,0,60277.0,25067.0,0.0,20070.0,24499.0,1.249,1.023,16.248,Compliant,Behaviour is within typical ranges for peers.
20000005004,2025,Katsina,Daura,3,0,63366.0,77374.0,0.0,24327.5,23491.5,3.181,3.294,38.049,Compliant,Outflows are 3.2× higher than LGA typical.
20000005005,2025,Benue,Gboko,3,1,414334.0,262612.0,0.0,24673.0,25532.0,10.644,10.286,63.667,Review,Outflows are 10.6× higher than LGA typical.
20000005006,2025,Abia,Umuahia North,3,2,124131.0,510766.0,0.0,20186.0,22681.0,25.303,22.52,69.333,Flagged,Outflows are 25.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000005007,2025,Edo,Oredo,3,0,149354.0,56681.0,0.0,23239.5,23244.0,2.439,2.439,31.295,Compliant,Behaviour is within typical ranges for peers.
20000005008,2025,Akwa Ibom,Eket,3,1,547815.0,1060056.0,0.0,23031.0,26628.0,46.027,39.81,63.667,Review,Outflows are 46.0× higher than LGA typical.
20000005009,2025,Bayelsa,Ogbia,3,2,769560.0,290630.0,0.0,24214.0,26019.0,12.003,11.17,69.333,Flagged,Outflows are 12.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000005010,2025,Edo,Egor,3,0,96200.0,46322.0,0.0,26005.0,25560.0,1.781,1.812,24.618,Compliant,Behaviour is within typical ranges for peers.
20000005011,2025,Ondo,Owo,3,2,1264383.0,656941.0,0.0,22675.5,22327.0,28.971,29.424,69.333,Flagged,Outflows are 29.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000005012,2025,Bauchi,Bauchi,3,1,23455.0,94032.0,0.0,21710.0,24024.5,4.331,3.914,49.872,Review,Outflows are 4.3× higher than LGA typical.
20000005013,2025,Lagos,Yaba,3,1,57281.0,112376.0,0.0,19611.0,23760.0,5.73,4.73,56.165,Review,Outflows are 5.7× higher than LGA typical.
20000005014,2025,Anambra,Awka South,3,2,169089.0,233715.0,0.0,22799.0,23173.0,10.251,10.086,69.333,Flagged,Outflows are 10.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000005015,2025,Bauchi,Bauchi,3,2,244784.0,276875.0,0.0,22802.5,24218.0,12.142,11.433,69.333,Flagged,Outflows are 12.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000005016,2025,Taraba,Wukari,3,0,56143.0,45955.0,0.0,27460.0,25802.0,1.674,1.781,24.227,Compliant,Behaviour is within typical ranges for peers.
20000005017,2025,Katsina,Daura,3,0,221722.0,47193.0,0.0,24658.0,23089.5,1.914,2.044,27.322,Compliant,Behaviour is within typical ranges for peers.
20000005018,2025,Rivers,Port Harcourt,3,0,113791.0,20451.0,0.0,23748.0,23743.0,0.861,0.861,11.25,Compliant,Behaviour is within typical ranges for peers.
20000005019,2025,Adamawa,Yola North,3,0,49227.0,34664.0,0.0,20684.0,23017.5,1.676,1.506,22.858,Compliant,Behaviour is within typical ranges for peers.
20000005020,2025,Kogi,Lokoja,3,1,115443.0,100096.0,0.0,23238.5,24883.5,4.307,4.023,49.748,Review,Outflows are 4.3× higher than LGA typical.
20000005021,2025,Ekiti,Ado-Ekiti,3,2,449073.0,264414.0,0.0,25326.0,24796.0,10.44,10.664,69.333,Flagged,Outflows are 10.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000005022,2025,Benue,Makurdi,3,1,238575.0,120324.0,0.0,23415.0,23227.0,5.139,5.18,53.897,Review,Outflows are 5.1× higher than LGA typical.
20000005023,2025,Sokoto,Tambuwal,3,0,101982.0,56320.0,0.0,25729.0,24215.0,2.189,2.326,30.227,Compliant,Behaviour is within typical ranges for peers.
20000005024,2025,Yobe,Potiskum,3,2,263682.0,660011.0,0.0,22386.0,23997.0,29.483,27.504,69.333,Flagged,Outflows are 29.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000005025,2025,Ekiti,Ado-Ekiti,3,0,99828.0,48666.0,0.0,30926.0,25956.0,1.574,1.875,25.382,Compliant,Behaviour is within typical ranges for peers.
20000005026,2025,Kano,Tarauni,3,2,179853.0,148573.0,0.0,23454.5,21921.5,6.335,6.778,65.605,Flagged,Outflows are 6.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000005027,2025,Plateau,Jos North,3,0,71571.0,55825.0,0.0,27478.0,24043.0,2.032,2.322,30.188,Compliant,Behaviour is within typical ranges for peers.
20000005028,2025,Niger,Suleja,3,2,514369.0,252297.0,0.0,23581.0,23596.0,10.699,10.692,69.333,Flagged,Outflows are 10.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000005029,2025,Katsina,Katsina,3,2,955327.0,323482.0,0.0,28521.0,26887.0,11.342,12.031,69.333,Flagged,Outflows are 11.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000005030,2025,Enugu,Nsukka,3,0,185296.0,32271.0,0.0,21773.0,21165.0,1.482,1.525,20.733,Compliant,Behaviour is within typical ranges for peers.
20000005031,2025,Taraba,Jalingo,3,2,99158.0,426645.0,0.0,22377.0,22205.0,19.066,19.214,69.333,Flagged,Outflows are 19.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000005032,2025,Kebbi,Argungu,3,1,159690.0,396791.0,0.0,27240.0,27234.0,14.566,14.57,63.667,Review,Outflows are 14.6× higher than LGA typical.
20000005033,2025,Zamfara,Kaura Namoda,3,0,43664.0,55037.0,0.0,24912.5,23621.0,2.209,2.33,30.267,Compliant,Behaviour is within typical ranges for peers.
20000005034,2025,Osun,Ife Central,3,0,566749.0,81222.0,0.0,18989.0,21937.0,4.277,3.703,43.924,Review,Outflows are 4.3× higher than LGA typical.
20000005035,2025,Abia,Umuahia North,3,2,1076670.0,893262.0,0.0,20186.0,22681.0,44.252,39.384,69.333,Flagged,Outflows are 44.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000005036,2025,Plateau,Jos South,3,2,399205.0,374178.0,0.0,23052.5,25263.0,16.232,14.811,69.333,Flagged,Outflows are 16.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000005037,2025,Bauchi,Bauchi,3,1,157103.0,119273.0,0.0,25496.0,24305.5,4.678,4.907,52.679,Review,Outflows are 4.7× higher than LGA typical.
20000005038,2025,Niger,Bida,3,1,405576.0,238589.0,0.0,20590.5,24654.5,11.587,9.677,63.667,Review,Outflows are 11.6× higher than LGA typical.
20000005039,2025,Imo,Owerri Municipal,3,0,55974.0,18707.0,0.0,20638.0,21380.5,0.906,0.875,11.25,Compliant,Behaviour is within typical ranges for peers.
20000005040,2025,Sokoto,Sokoto North,3,0,187304.0,42290.0,0.0,27448.0,26591.0,1.541,1.59,21.681,Compliant,Behaviour is within typical ranges for peers.
20000005041,2025,Gombe,Kaltungo,3,0,219670.0,37938.0,0.0,20152.5,22807.0,1.883,1.663,25.473,Compliant,Behaviour is within typical ranges for peers.
20000005042,2025,Adamawa,Yola North,3,2,489261.0,330190.0,0.0,21570.0,23549.0,15.308,14.021,69.333,Flagged,Outflows are 15.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000005043,2025,Plateau,Barkin Ladi,3,1,182254.0,93818.0,0.0,21679.0,23825.0,4.328,3.938,49.853,Review,Outflows are 4.3× higher than LGA typical.
20000005044,2025,Abia,Umuahia North,3,1,477429.0,301294.0,0.0,22476.0,22841.5,13.405,13.191,63.667,Review,Outflows are 13.4× higher than LGA typical.
20000005045,2025,Cross River,Calabar Municipal,3,2,787764.0,228746.0,0.0,25143.5,27204.5,9.098,8.408,69.333,Flagged,Outflows are 9.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000005046,2025,Plateau,Barkin Ladi,3,2,822523.0,259664.0,0.0,26552.0,24465.5,9.779,10.613,69.333,Flagged,Outflows are 9.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000005047,2025,Akwa Ibom,Uyo,3,0,53447.0,51381.0,0.0,22650.0,20836.5,2.268,2.466,31.541,Compliant,Behaviour is within typical ranges for peers.
20000005048,2025,Nasarawa,Lafia,3,2,656618.0,222715.0,0.0,24152.5,24727.5,9.221,9.007,69.333,Flagged,Outflows are 9.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000005049,2025,Ogun,Sagamu,3,2,763619.0,436175.0,0.0,24875.5,20531.0,17.534,21.245,69.333,Flagged,Outflows are 17.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000005050,2025,FCT,Bwari,3,2,844387.0,176540.0,0.0,20734.0,21477.0,8.515,8.22,69.333,Flagged,Outflows are 8.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000005051,2025,Enugu,Enugu North,3,0,59718.0,36316.0,0.0,23048.5,24813.5,1.576,1.464,21.472,Compliant,Behaviour is within typical ranges for peers.
20000005052,2025,Abia,Umuahia North,3,2,99290.0,237273.0,0.0,20168.0,22557.0,11.765,10.519,69.333,Flagged,Outflows are 11.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000005053,2025,Abia,Umuahia North,3,0,63719.0,35481.0,0.0,23928.0,24561.0,1.483,1.445,20.107,Compliant,Behaviour is within typical ranges for peers.
20000005054,2025,Ebonyi,Abakaliki,3,2,963282.0,182826.0,0.0,20164.0,21838.0,9.067,8.372,69.333,Flagged,Outflows are 9.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000005055,2025,Enugu,Enugu South,3,0,76877.0,55511.0,0.0,25393.0,25615.0,2.186,2.167,28.833,Compliant,Behaviour is within typical ranges for peers.
20000005056,2025,Enugu,Enugu North,3,1,246871.0,141040.0,0.0,19706.0,21642.0,7.157,6.517,61.164,Review,Outflows are 7.2× higher than LGA typical.
20000005057,2025,Imo,Orlu,3,2,906523.0,442261.0,0.0,21618.0,24297.5,20.458,18.202,69.333,Flagged,Outflows are 20.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000005058,2025,Ebonyi,Abakaliki,3,2,895191.0,383966.0,0.0,21185.0,21838.0,18.124,17.582,69.333,Flagged,Outflows are 18.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000005059,2025,Abia,Aba South,3,2,86068.0,561381.0,0.0,24028.0,22557.0,23.364,24.887,69.333,Flagged,Outflows are 23.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000005060,2025,Adamawa,Yola North,3,0,119633.0,55697.0,0.0,21348.5,22402.5,2.609,2.486,32.809,Compliant,Outflows are 2.6× higher than LGA typical.
20000005061,2025,Sokoto,Tambuwal,3,2,718894.0,241020.0,0.0,25772.0,21700.0,9.352,11.107,69.333,Flagged,Outflows are 9.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000005062,2025,Ogun,Ado-Odo/Ota,3,1,70726.0,115276.0,0.0,18160.0,19001.0,6.348,6.067,58.466,Review,Outflows are 6.3× higher than LGA typical.
20000005063,2025,Kebbi,Birnin Kebbi,3,0,114743.0,89319.0,0.0,25929.5,22526.0,3.445,3.965,42.22,Review,Outflows are 3.4× higher than LGA typical.
20000005064,2025,Jigawa,Hadejia,3,0,168236.0,38352.0,0.0,19643.0,21752.0,1.952,1.763,26.292,Compliant,Behaviour is within typical ranges for peers.
20000005065,2025,Cross River,Ikom,3,2,438668.0,359079.0,0.0,23423.5,23874.0,15.33,15.041,69.333,Flagged,Outflows are 15.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000005066,2025,Anambra,Awka South,3,0,109048.0,51377.0,0.0,28445.0,26634.0,1.806,1.929,26.021,Compliant,Behaviour is within typical ranges for peers.
20000005067,2025,Cross River,Ikom,3,0,110699.0,49647.0,0.0,21654.5,22096.0,2.293,2.247,29.904,Compliant,Behaviour is within typical ranges for peers.
20000005068,2025,Kwara,Offa,3,2,662475.0,230813.0,0.0,24091.0,22324.0,9.581,10.339,69.333,Flagged,Outflows are 9.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000005069,2025,Ondo,Akure South,3,2,910016.0,407093.0,0.0,26387.0,23759.5,15.428,17.134,69.333,Flagged,Outflows are 15.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000005070,2025,FCT,Abuja Municipal,3,2,523214.0,344714.0,0.0,21404.5,24213.0,16.105,14.237,69.333,Flagged,Outflows are 16.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000005071,2025,Kebbi,Argungu,3,2,283818.0,832615.0,0.0,22938.0,24238.0,36.299,34.352,69.333,Flagged,Outflows are 36.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000005072,2025,Lagos,Surulere,3,0,205033.0,54626.0,0.0,25473.5,24820.5,2.144,2.201,28.985,Compliant,Behaviour is within typical ranges for peers.
20000005073,2025,Ondo,Owo,3,2,68125.0,142959.0,0.0,21917.0,25010.0,6.523,5.716,64.744,Review,Outflows are 6.5× higher than LGA typical. Pattern repeats in 2/3 months.
