bvn,year_month,total_inflows,total_outflows,num_inflow_txns,num_outflow_txns,spending_ratio,net_cashflow,state_of_residence,top_spend_category,state_avg_spending_ratio
20000001715,2025-07,0.0,18479.0,0,1,,-18479.0,Niger,Utilities,0.0
20000001715,2025-12,0.0,31555.0,0,1,,-31555.0,Niger,Entertainment,0.0
20000001716,2025-03,0.0,15897.0,0,1,,-15897.0,Ekiti,Transport,0.0
20000001716,2025-07,238649.0,0.0,1,0,0.0,238649.0,Ekiti,,0.0
20000001716,2025-12,0.0,34974.0,0,1,,-34974.0,Ekiti,Transfers,0.0
20000001717,2025-02,0.0,98919.0,0,1,,-98919.0,Sokoto,Transport,0.0
20000001717,2025-08,198003.0,0.0,1,0,0.0,198003.0,Sokoto,,0.0
20000001717,2025-12,0.0,214717.0,0,1,,-214717.0,Sokoto,Entertainment,0.0
20000001718,2025-02,0.0,134606.0,0,1,,-134606.0,Adamawa,Entertainment,0.0
20000001718,2025-07,0.0,133821.0,0,1,,-133821.0,Adamawa,Entertainment,0.0
20000001718,2025-11,727013.0,0.0,1,0,0.0,727013.0,Adamawa,,0.0
20000001719,2025-02,871284.0,0.0,1,0,0.0,871284.0,Katsina,,0.0
20000001719,2025-09,0.0,212590.0,0,1,,-212590.0,Katsina,Healthcare,0.0
20000001719,2025-11,0.0,201751.0,0,1,,-201751.0,Katsina,Insurance,0.0
20000001720,2025-03,227164.0,0.0,1,0,0.0,227164.0,Cross River,,0.0
20000001720,2025-07,0.0,44636.0,0,1,,-44636.0,Cross River,Healthcare,0.0
20000001720,2025-09,0.0,21526.0,0,1,,-21526.0,Cross River,Food,0.0
20000001721,2025-05,0.0,160944.0,0,1,,-160944.0,Lagos,Food,0.0
20000001721,2025-10,0.0,87687.0,0,1,,-87687.0,Lagos,Healthcare,0.0
20000001721,2026-01,101150.0,0.0,1,0,0.0,101150.0,Lagos,,0.0
20000001722,2025-10,0.0,6074.0,0,1,,-6074.0,Edo,Healthcare,0.0
20000001722,2025-11,0.0,14449.0,0,1,,-14449.0,Edo,Healthcare,0.0
20000001722,2026-01,59381.0,0.0,1,0,0.0,59381.0,Edo,,0.0
20000001723,2025-02,176450.0,0.0,1,0,0.0,176450.0,FCT,,0.0
20000001723,2025-09,0.0,24358.0,0,1,,-24358.0,FCT,Transfers,0.0
20000001723,2025-11,0.0,40301.0,0,1,,-40301.0,FCT,Housing,0.0
20000001724,2025-02,0.0,21728.0,0,1,,-21728.0,Cross River,Food,0.0
20000001724,2025-06,105825.0,0.0,1,0,0.0,105825.0,Cross River,,0.0
20000001724,2025-11,0.0,42865.0,0,1,,-42865.0,Cross River,Debt,0.0
20000001725,2025-03,0.0,40123.0,0,1,,-40123.0,Taraba,Housing,0.0
20000001725,2025-04,0.0,30487.0,0,1,,-30487.0,Taraba,Transport,0.0
20000001725,2025-08,92437.0,0.0,1,0,0.0,92437.0,Taraba,,0.0
20000001726,2025-04,0.0,204800.0,0,1,,-204800.0,Bayelsa,Debt,0.0
20000001726,2025-11,219545.0,0.0,1,0,0.0,219545.0,Bayelsa,,0.0
20000001726,2026-01,0.0,376266.0,0,1,,-376266.0,Bayelsa,Housing,0.0
20000001727,2025-04,902893.0,0.0,1,0,0.0,902893.0,Niger,,0.0
20000001727,2025-05,0.0,280367.0,0,1,,-280367.0,Niger,Food,0.0
20000001727,2026-01,0.0,341143.0,0,1,,-341143.0,Niger,Transport,0.0
20000001728,2025-02,655978.0,0.0,1,0,0.0,655978.0,Yobe,,0.0
20000001728,2025-03,0.0,23256.0,0,1,,-23256.0,Yobe,Education,0.0
20000001728,2025-07,0.0,441314.0,0,1,,-441314.0,Yobe,Clothing,0.0
20000001729,2025-05,0.0,9160.0,0,1,,-9160.0,Plateau,Food,0.0
20000001729,2025-10,0.0,30808.0,0,1,,-30808.0,Plateau,Restaurant,0.0
20000001729,2026-01,72431.0,0.0,1,0,0.0,72431.0,Plateau,,0.0
20000001730,2025-02,0.0,87168.0,0,1,,-87168.0,Borno,Food,0.0
20000001730,2025-05,0.0,223723.0,0,1,,-223723.0,Borno,Healthcare,0.0
20000001730,2025-10,904030.0,0.0,1,0,0.0,904030.0,Borno,,0.0
20000001731,2025-03,0.0,14116.0,0,1,,-14116.0,FCT,Debt,0.0
20000001731,2025-06,0.0,267444.0,0,1,,-267444.0,FCT,Transport,0.0
20000001731,2025-10,138456.0,0.0,1,0,0.0,138456.0,FCT,,0.0
20000001732,2025-07,0.0,54863.0,0,1,,-54863.0,Akwa Ibom,Food,0.0
20000001732,2025-08,0.0,25471.0,0,1,,-25471.0,Akwa Ibom,Other_Spend,0.0
20000001732,2025-12,80071.0,0.0,1,0,0.0,80071.0,Akwa Ibom,,0.0
20000001733,2025-02,0.0,23876.0,0,1,,-23876.0,Yobe,Transfers,0.0
20000001733,2025-03,0.0,442327.0,0,1,,-442327.0,Yobe,Utilities,0.0
20000001733,2025-12,150664.0,0.0,1,0,0.0,150664.0,Yobe,,0.0
20000001734,2025-04,0.0,49531.0,0,1,,-49531.0,Nasarawa,Food,0.0
20000001734,2025-11,0.0,62508.0,0,1,,-62508.0,Nasarawa,Transfers,0.0
20000001734,2025-12,188870.0,0.0,1,0,0.0,188870.0,Nasarawa,,0.0
20000001735,2025-03,0.0,6217.0,0,1,,-6217.0,Benue,Other_Spend,0.0
20000001735,2025-04,117205.0,0.0,1,0,0.0,117205.0,Benue,,0.0
20000001735,2025-08,0.0,11507.0,0,1,,-11507.0,Benue,Healthcare,0.0
20000001736,2025-03,0.0,181531.0,0,1,,-181531.0,Adamawa,Transfers,0.0
20000001736,2025-06,0.0,148524.0,0,1,,-148524.0,Adamawa,Transport,0.0
20000001736,2025-09,532593.0,0.0,1,0,0.0,532593.0,Adamawa,,0.0
20000001737,2025-03,101625.0,0.0,1,0,0.0,101625.0,Kaduna,,0.0
20000001737,2025-05,0.0,31017.0,0,1,,-31017.0,Kaduna,Education,0.0
20000001737,2025-06,0.0,34265.0,0,1,,-34265.0,Kaduna,Housing,0.0
20000001738,2025-06,0.0,302215.0,0,1,,-302215.0,Bauchi,Food,0.0
20000001738,2025-08,193780.0,0.0,1,0,0.0,193780.0,Bauchi,,0.0
20000001738,2025-10,0.0,51139.0,0,1,,-51139.0,Bauchi,Food,0.0
20000001739,2025-03,272482.0,0.0,1,0,0.0,272482.0,Kaduna,,0.0
20000001739,2025-04,0.0,141791.0,0,1,,-141791.0,Kaduna,Transport,0.0
20000001739,2025-10,0.0,133262.0,0,1,,-133262.0,Kaduna,Housing,0.0
20000001740,2025-04,0.0,297656.0,0,1,,-297656.0,Anambra,Transport,0.0
20000001740,2025-06,0.0,379770.0,0,1,,-379770.0,Anambra,Restaurant,0.0
20000001740,2025-08,856919.0,0.0,1,0,0.0,856919.0,Anambra,,0.0
20000001741,2025-02,122452.0,0.0,1,0,0.0,122452.0,Anambra,,0.0
20000001741,2025-09,0.0,86271.0,0,1,,-86271.0,Anambra,Entertainment,0.0
20000001741,2025-10,0.0,77244.0,0,1,,-77244.0,Anambra,Food,0.0
20000001742,2025-02,514829.0,0.0,1,0,0.0,514829.0,Lagos,,0.0
20000001742,2025-09,0.0,238761.0,0,1,,-238761.0,Lagos,Food,0.0
20000001742,2026-01,0.0,61347.0,0,1,,-61347.0,Lagos,Food,0.0
20000001743,2025-04,0.0,55196.0,0,1,,-55196.0,Akwa Ibom,Utilities,0.0
20000001743,2025-11,101655.0,0.0,1,0,0.0,101655.0,Akwa Ibom,,0.0
20000001743,2025-12,0.0,37737.0,0,1,,-37737.0,Akwa Ibom,Restaurant,0.0
20000001744,2025-10,26463.0,0.0,1,0,0.0,26463.0,Gombe,,0.0
20000001744,2025-12,0.0,21996.0,0,1,,-21996.0,Gombe,Insurance,0.0
20000001744,2026-01,0.0,48367.0,0,1,,-48367.0,Gombe,Entertainment,0.0
20000001745,2025-05,0.0,300491.0,0,1,,-300491.0,Ebonyi,Insurance,0.0
20000001745,2025-08,0.0,227593.0,0,1,,-227593.0,Ebonyi,Clothing,0.0
20000001745,2025-10,938730.0,0.0,1,0,0.0,938730.0,Ebonyi,,0.0
20000001746,2025-02,0.0,9820.0,0,1,,-9820.0,Kwara,Restaurant,0.0
20000001746,2025-03,17817.0,0.0,1,0,0.0,17817.0,Kwara,,0.0
20000001746,2025-09,0.0,12404.0,0,1,,-12404.0,Kwara,Entertainment,0.0
20000001747,2025-03,386462.0,0.0,1,0,0.0,386462.0,Taraba,,0.0
20000001747,2025-05,0.0,22974.0,0,1,,-22974.0,Taraba,Debt,0.0
20000001747,2025-08,0.0,122073.0,0,1,,-122073.0,Taraba,Housing,0.0
20000001748,2025-04,0.0,21236.0,0,1,,-21236.0,Kwara,Utilities,0.0
20000001748,2025-09,0.0,6773.0,0,1,,-6773.0,Kwara,Food,0.0
20000001748,2025-11,31472.0,0.0,1,0,0.0,31472.0,Kwara,,0.0
20000001749,2025-04,0.0,34869.0,0,1,,-34869.0,Akwa Ibom,Transfers,0.0
20000001749,2025-08,207707.0,0.0,1,0,0.0,207707.0,Akwa Ibom,,0.0
20000001749,2025-09,0.0,52018.0,0,1,,-52018.0,Akwa Ibom,Education,0.0
20000001750,2025-05,81646.0,0.0,1,0,0.0,81646.0,Sokoto,,0.0
20000001750,2025-08,0.0,12692.0,0,1,,-12692.0,Sokoto,Entertainment,0.0
20000001750,2025-11,0.0,7964.0,0,1,,-7964.0,Sokoto,Clothing,0.0
20000001751,2025-03,0.0,25139.0,0,1,,-25139.0,Bauchi,Food,0.0
20000001751,2025-05,40830.0,0.0,1,0,0.0,40830.0,Bauchi,,0.0
20000001751,2025-07,0.0,39382.0,0,1,,-39382.0,Bauchi,Housing,0.0
20000001752,2025-04,0.0,446709.0,0,1,,-446709.0,Osun,Food,0.0
20000001752,2025-05,0.0,104913.0,0,1,,-104913.0,Osun,Transport,0.0
20000001752,2025-08,270393.0,0.0,1,0,0.0,270393.0,Osun,,0.0
20000001753,2025-03,202455.0,0.0,1,0,0.0,202455.0,Cross River,,0.0
20000001753,2025-09,0.0,35608.0,0,1,,-35608.0,Cross River,Transport,0.0
20000001753,2026-01,0.0,29377.0,0,1,,-29377.0,Cross River,Food,0.0
20000001754,2025-02,862504.0,0.0,1,0,0.0,862504.0,Enugu,,0.0
20000001754,2025-03,0.0,598551.0,0,1,,-598551.0,Enugu,Food,0.0
20000001754,2025-08,0.0,235753.0,0,1,,-235753.0,Enugu,Clothing,0.0
20000001755,2025-04,0.0,386641.0,0,1,,-386641.0,Zamfara,Food,0.0
20000001755,2025-06,204745.0,0.0,1,0,0.0,204745.0,Zamfara,,0.0
20000001755,2025-09,0.0,340894.0,0,1,,-340894.0,Zamfara,Entertainment,0.0
20000001756,2025-04,0.0,100195.0,0,1,,-100195.0,Edo,Entertainment,0.0
20000001756,2025-07,0.0,210642.0,0,1,,-210642.0,Edo,Utilities,0.0
20000001756,2025-11,776456.0,0.0,1,0,0.0,776456.0,Edo,,0.0
20000001757,2025-02,185973.0,0.0,1,0,0.0,185973.0,Ebonyi,,0.0
20000001757,2025-03,0.0,135734.0,0,1,,-135734.0,Ebonyi,Utilities,0.0
20000001757,2025-07,0.0,248298.0,0,1,,-248298.0,Ebonyi,Housing,0.0
20000001758,2025-02,328195.0,0.0,1,0,0.0,328195.0,Yobe,,0.0
20000001758,2025-09,0.0,337714.0,0,1,,-337714.0,Yobe,Food,0.0
20000001758,2026-01,0.0,20530.0,0,1,,-20530.0,Yobe,Clothing,0.0
20000001759,2025-08,0.0,103687.0,0,1,,-103687.0,Delta,Housing,0.0
20000001759,2025-11,0.0,252485.0,0,1,,-252485.0,Delta,Transport,0.0
20000001759,2025-12,743231.0,0.0,1,0,0.0,743231.0,Delta,,0.0
20000001760,2025-04,0.0,249867.0,0,1,,-249867.0,Borno,Clothing,0.0
20000001760,2025-08,1556167.0,0.0,1,0,0.0,1556167.0,Borno,,0.0
20000001760,2025-11,0.0,229726.0,0,1,,-229726.0,Borno,Transport,0.0
20000001761,2025-03,446251.0,0.0,1,0,0.0,446251.0,Kebbi,,0.0
20000001761,2025-11,0.0,52717.0,0,1,,-52717.0,Kebbi,Transport,0.0
20000001761,2025-12,0.0,249644.0,0,1,,-249644.0,Kebbi,Food,0.0
20000001762,2025-02,0.0,44720.0,0,1,,-44720.0,FCT,Transfers,0.0
20000001762,2025-05,0.0,34781.0,0,1,,-34781.0,FCT,Debt,0.0
20000001762,2025-07,86549.0,0.0,1,0,0.0,86549.0,FCT,,0.0
20000001763,2025-05,0.0,98617.0,0,1,,-98617.0,Kebbi,Insurance,0.0
20000001763,2025-07,0.0,475024.0,0,1,,-475024.0,Kebbi,Transfers,0.0
20000001763,2025-11,701611.0,0.0,1,0,0.0,701611.0,Kebbi,,0.0
20000001764,2025-08,952565.0,0.0,1,0,0.0,952565.0,FCT,,0.0
20000001764,2025-10,0.0,397941.0,0,1,,-397941.0,FCT,Housing,0.0
20000001764,2025-11,0.0,71398.0,0,1,,-71398.0,FCT,Entertainment,0.0
20000001765,2025-05,0.0,15550.0,0,1,,-15550.0,Borno,Healthcare,0.0
20000001765,2025-06,95851.0,0.0,1,0,0.0,95851.0,Borno,,0.0
20000001765,2025-11,0.0,9120.0,0,1,,-9120.0,Borno,Food,0.0
20000001766,2025-06,79919.0,0.0,1,0,0.0,79919.0,Gombe,,0.0
20000001766,2025-07,0.0,31936.0,0,1,,-31936.0,Gombe,Transfers,0.0
20000001766,2025-10,0.0,7991.0,0,1,,-7991.0,Gombe,Food,0.0
20000001767,2025-05,98830.0,0.0,1,0,0.0,98830.0,Enugu,,0.0
20000001767,2025-08,0.0,7152.0,0,1,,-7152.0,Enugu,Entertainment,0.0
20000001767,2026-01,0.0,27233.0,0,1,,-27233.0,Enugu,Food,0.0
20000001768,2025-02,0.0,47323.0,0,1,,-47323.0,Taraba,Transfers,0.0
20000001768,2025-03,0.0,27184.0,0,1,,-27184.0,Taraba,Housing,0.0
20000001768,2025-12,152345.0,0.0,1,0,0.0,152345.0,Taraba,,0.0
20000001769,2025-03,180847.0,0.0,1,0,0.0,180847.0,Delta,,0.0
20000001769,2025-08,0.0,40534.0,0,1,,-40534.0,Delta,Housing,0.0
20000001769,2025-12,0.0,23361.0,0,1,,-23361.0,Delta,Transfers,0.0
20000001770,2025-05,0.0,229231.0,0,1,,-229231.0,Borno,Transfers,0.0
20000001770,2025-09,0.0,78541.0,0,1,,-78541.0,Borno,Healthcare,0.0
20000001770,2025-12,368179.0,0.0,1,0,0.0,368179.0,Borno,,0.0
20000001771,2025-02,58695.0,0.0,1,0,0.0,58695.0,Cross River,,0.0
20000001771,2025-03,0.0,22599.0,0,1,,-22599.0,Cross River,Housing,0.0
20000001771,2025-05,0.0,32908.0,0,1,,-32908.0,Cross River,Transfers,0.0
20000001772,2025-04,603567.0,0.0,1,0,0.0,603567.0,Ogun,,0.0
20000001772,2025-06,0.0,934274.0,0,1,,-934274.0,Ogun,Transport,0.0
20000001772,2025-12,0.0,381670.0,0,1,,-381670.0,Ogun,Transfers,0.0
20000001773,2025-02,0.0,164285.0,0,1,,-164285.0,Ondo,Entertainment,0.0
20000001773,2025-11,782775.0,0.0,1,0,0.0,782775.0,Ondo,,0.0
20000001773,2026-01,0.0,644988.0,0,1,,-644988.0,Ondo,Housing,0.0
20000001774,2025-02,0.0,58212.0,0,1,,-58212.0,Ondo,Entertainment,0.0
20000001774,2025-04,0.0,54426.0,0,1,,-54426.0,Ondo,Food,0.0
20000001774,2025-07,38789.0,0.0,1,0,0.0,38789.0,Ondo,,0.0
20000001775,2025-07,0.0,29854.0,0,1,,-29854.0,Rivers,Entertainment,0.0
20000001775,2025-09,625695.0,0.0,1,0,0.0,625695.0,Rivers,,0.0
20000001775,2025-10,0.0,46467.0,0,1,,-46467.0,Rivers,Utilities,0.0
20000001776,2025-03,0.0,13699.0,0,1,,-13699.0,Kano,Education,0.0
20000001776,2025-09,45903.0,0.0,1,0,0.0,45903.0,Kano,,0.0
20000001776,2025-12,0.0,42980.0,0,1,,-42980.0,Kano,Housing,0.0
20000001777,2025-09,309594.0,0.0,1,0,0.0,309594.0,Ondo,,0.0
20000001777,2025-10,0.0,360717.0,0,1,,-360717.0,Ondo,Transport,0.0
20000001777,2026-01,0.0,49536.0,0,1,,-49536.0,Ondo,Utilities,0.0
20000001778,2025-04,838136.0,0.0,1,0,0.0,838136.0,Anambra,,0.0
20000001778,2025-08,0.0,270935.0,0,1,,-270935.0,Anambra,Housing,0.0
20000001778,2025-12,0.0,283924.0,0,1,,-283924.0,Anambra,Transfers,0.0
20000001779,2025-02,97706.0,0.0,1,0,0.0,97706.0,Benue,,0.0
20000001779,2025-07,0.0,45005.0,0,1,,-45005.0,Benue,Restaurant,0.0
20000001779,2026-01,0.0,20046.0,0,1,,-20046.0,Benue,Insurance,0.0
20000001780,2025-03,0.0,11295.0,0,1,,-11295.0,Oyo,Transfers,0.0
20000001780,2025-08,0.0,21811.0,0,1,,-21811.0,Oyo,Transfers,0.0
20000001780,2025-11,43345.0,0.0,1,0,0.0,43345.0,Oyo,,0.0
20000001781,2025-02,897104.0,0.0,1,0,0.0,897104.0,Anambra,,0.0
20000001781,2025-08,0.0,201534.0,0,1,,-201534.0,Anambra,Housing,0.0
20000001781,2025-12,0.0,151666.0,0,1,,-151666.0,Anambra,Food,0.0
20000001782,2025-02,0.0,105416.0,0,1,,-105416.0,Kano,Transfers,0.0
20000001782,2025-03,172486.0,0.0,1,0,0.0,172486.0,Kano,,0.0
20000001782,2025-06,0.0,31319.0,0,1,,-31319.0,Kano,Housing,0.0
20000001783,2025-02,31158.0,0.0,1,0,0.0,31158.0,Kano,,0.0
20000001783,2025-07,0.0,81015.0,0,1,,-81015.0,Kano,Food,0.0
20000001783,2025-12,0.0,55799.0,0,1,,-55799.0,Kano,Housing,0.0
20000001784,2025-02,0.0,73640.0,0,1,,-73640.0,Adamawa,Food,0.0
20000001784,2025-07,0.0,46432.0,0,1,,-46432.0,Adamawa,Transfers,0.0
20000001784,2025-10,182260.0,0.0,1,0,0.0,182260.0,Adamawa,,0.0
20000001785,2025-04,0.0,61330.0,0,1,,-61330.0,Imo,Restaurant,0.0
20000001785,2025-09,0.0,64032.0,0,1,,-64032.0,Imo,Debt,0.0
20000001785,2025-12,912649.0,0.0,1,0,0.0,912649.0,Imo,,0.0
20000001786,2025-05,0.0,199525.0,0,1,,-199525.0,Kaduna,Entertainment,0.0
20000001786,2025-06,962068.0,0.0,1,0,0.0,962068.0,Kaduna,,0.0
20000001786,2026-01,0.0,168320.0,0,1,,-168320.0,Kaduna,Food,0.0
20000001787,2025-06,1028119.0,0.0,1,0,0.0,1028119.0,Gombe,,0.0
20000001787,2025-07,0.0,272276.0,0,1,,-272276.0,Gombe,Healthcare,0.0
20000001787,2025-11,0.0,354524.0,0,1,,-354524.0,Gombe,Debt,0.0
20000001788,2025-03,27245.0,0.0,1,0,0.0,27245.0,Oyo,,0.0
20000001788,2025-07,0.0,20415.0,0,1,,-20415.0,Oyo,Healthcare,0.0
20000001788,2025-08,0.0,28965.0,0,1,,-28965.0,Oyo,Food,0.0
20000001789,2025-04,0.0,7142.0,0,1,,-7142.0,Borno,Restaurant,0.0
20000001789,2025-10,0.0,4953.0,0,1,,-4953.0,Borno,Debt,0.0
20000001789,2025-11,54088.0,0.0,1,0,0.0,54088.0,Borno,,0.0
20000001790,2025-04,64659.0,0.0,1,0,0.0,64659.0,Kwara,,0.0
20000001790,2025-07,0.0,5377.0,0,1,,-5377.0,Kwara,Insurance,0.0
20000001790,2025-12,0.0,7512.0,0,1,,-7512.0,Kwara,Entertainment,0.0
20000001791,2025-02,132995.0,0.0,1,0,0.0,132995.0,Osun,,0.0
20000001791,2025-10,0.0,63223.0,0,1,,-63223.0,Osun,Housing,0.0
20000001791,2025-11,0.0,20474.0,0,1,,-20474.0,Osun,Transport,0.0
20000001792,2025-05,0.0,31681.0,0,1,,-31681.0,Ogun,Healthcare,0.0
20000001792,2025-08,72588.0,0.0,1,0,0.0,72588.0,Ogun,,0.0
20000001792,2025-10,0.0,16185.0,0,1,,-16185.0,Ogun,Food,0.0
20000001793,2025-05,191833.0,0.0,1,0,0.0,191833.0,Taraba,,0.0
20000001793,2025-07,0.0,44597.0,0,1,,-44597.0,Taraba,Healthcare,0.0
20000001793,2025-08,0.0,284656.0,0,1,,-284656.0,Taraba,Entertainment,0.0
20000001794,2025-11,0.0,15717.0,0,1,,-15717.0,Zamfara,Food,0.0
20000001794,2025-12,71893.0,0.0,1,0,0.0,71893.0,Zamfara,,0.0
20000001794,2026-01,0.0,18226.0,0,1,,-18226.0,Zamfara,Utilities,0.0
20000001795,2025-05,0.0,285377.0,0,1,,-285377.0,Anambra,Food,0.0
20000001795,2025-10,0.0,219518.0,0,1,,-219518.0,Anambra,Utilities,0.0
20000001795,2025-11,864368.0,0.0,1,0,0.0,864368.0,Anambra,,0.0
20000001796,2025-05,55216.0,0.0,1,0,0.0,55216.0,Jigawa,,0.0
20000001796,2025-07,0.0,72388.0,0,1,,-72388.0,Jigawa,Transfers,0.0
20000001796,2025-11,0.0,37509.0,0,1,,-37509.0,Jigawa,Restaurant,0.0
20000001797,2025-05,0.0,49432.0,0,1,,-49432.0,Kebbi,Entertainment,0.0
20000001797,2025-08,796868.0,0.0,1,0,0.0,796868.0,Kebbi,,0.0
20000001797,2025-09,0.0,251190.0,0,1,,-251190.0,Kebbi,Debt,0.0
20000001798,2025-02,0.0,117768.0,0,1,,-117768.0,Oyo,Clothing,0.0
20000001798,2025-05,90528.0,0.0,1,0,0.0,90528.0,Oyo,,0.0
20000001798,2025-06,0.0,122928.0,0,1,,-122928.0,Oyo,Healthcare,0.0
20000001799,2025-02,0.0,36677.0,0,1,,-36677.0,Niger,Restaurant,0.0
20000001799,2025-05,0.0,162907.0,0,1,,-162907.0,Niger,Healthcare,0.0
20000001799,2025-12,318293.0,0.0,1,0,0.0,318293.0,Niger,,0.0
20000001800,2025-03,0.0,16707.0,0,1,,-16707.0,Ondo,Transfers,0.0
20000001800,2025-07,0.0,20132.0,0,1,,-20132.0,Ondo,Housing,0.0
20000001800,2025-09,88492.0,0.0,1,0,0.0,88492.0,Ondo,,0.0
20000001801,2025-03,0.0,171263.0,0,1,,-171263.0,Edo,Transfers,0.0
20000001801,2025-10,0.0,337921.0,0,1,,-337921.0,Edo,Clothing,0.0
20000001801,2025-11,250065.0,0.0,1,0,0.0,250065.0,Edo,,0.0
20000001802,2025-05,0.0,86326.0,0,1,,-86326.0,Kaduna,Food,0.0
20000001802,2025-11,0.0,32013.0,0,1,,-32013.0,Kaduna,Debt,0.0
20000001802,2025-12,99556.0,0.0,1,0,0.0,99556.0,Kaduna,,0.0
20000001803,2025-02,0.0,38824.0,0,1,,-38824.0,Kaduna,Transport,0.0
20000001803,2025-05,0.0,35940.0,0,1,,-35940.0,Kaduna,Transfers,0.0
20000001803,2025-07,173164.0,0.0,1,0,0.0,173164.0,Kaduna,,0.0
20000001804,2025-02,333197.0,0.0,1,0,0.0,333197.0,Niger,,0.0
20000001804,2025-05,0.0,107702.0,0,1,,-107702.0,Niger,Education,0.0
20000001804,2025-07,0.0,224017.0,0,1,,-224017.0,Niger,Transfers,0.0
20000001805,2025-06,0.0,16417.0,0,1,,-16417.0,Zamfara,Debt,0.0
20000001805,2025-11,0.0,16303.0,0,1,,-16303.0,Zamfara,Insurance,0.0
20000001805,2025-12,32696.0,0.0,1,0,0.0,32696.0,Zamfara,,0.0
20000001806,2025-07,0.0,85068.0,0,1,,-85068.0,Gombe,Transport,0.0
20000001806,2025-09,172170.0,0.0,1,0,0.0,172170.0,Gombe,,0.0
20000001806,2025-12,0.0,96321.0,0,1,,-96321.0,Gombe,Debt,0.0
20000001807,2025-05,396873.0,0.0,1,0,0.0,396873.0,Benue,,0.0
20000001807,2025-08,0.0,302463.0,0,1,,-302463.0,Benue,Clothing,0.0
20000001807,2025-11,0.0,15335.0,0,1,,-15335.0,Benue,Education,0.0
20000001808,2025-07,0.0,13532.0,0,1,,-13532.0,Nasarawa,Utilities,0.0
20000001808,2025-09,0.0,15781.0,0,1,,-15781.0,Nasarawa,Housing,0.0
20000001808,2025-11,64163.0,0.0,1,0,0.0,64163.0,Nasarawa,,0.0
20000001809,2025-03,0.0,65172.0,0,1,,-65172.0,Adamawa,Healthcare,0.0
20000001809,2025-05,921452.0,0.0,1,0,0.0,921452.0,Adamawa,,0.0
20000001809,2026-01,0.0,164201.0,0,1,,-164201.0,Adamawa,Transport,0.0
20000001810,2025-04,0.0,12587.0,0,1,,-12587.0,Kwara,Housing,0.0
20000001810,2025-09,0.0,4396.0,0,1,,-4396.0,Kwara,Food,0.0
20000001810,2026-01,67726.0,0.0,1,0,0.0,67726.0,Kwara,,0.0
20000001811,2025-08,0.0,194912.0,0,1,,-194912.0,Yobe,Food,0.0
20000001811,2025-11,0.0,145291.0,0,1,,-145291.0,Yobe,Transport,0.0
20000001811,2025-12,179348.0,0.0,1,0,0.0,179348.0,Yobe,,0.0
20000001812,2025-06,0.0,12822.0,0,1,,-12822.0,Bayelsa,Transport,0.0
20000001812,2025-07,0.0,15350.0,0,1,,-15350.0,Bayelsa,Transport,0.0
20000001812,2026-01,45659.0,0.0,1,0,0.0,45659.0,Bayelsa,,0.0
20000001813,2025-05,30619.0,0.0,1,0,0.0,30619.0,Kaduna,,0.0
20000001813,2025-12,0.0,31251.0,0,1,,-31251.0,Kaduna,Housing,0.0
20000001813,2026-01,0.0,6904.0,0,1,,-6904.0,Kaduna,Food,0.0
20000001814,2025-02,946361.0,0.0,1,0,0.0,946361.0,Benue,,0.0
20000001814,2025-07,0.0,166189.0,0,1,,-166189.0,Benue,Utilities,0.0
20000001814,2026-01,0.0,99268.0,0,1,,-99268.0,Benue,Entertainment,0.0
20000001815,2025-06,0.0,140498.0,0,1,,-140498.0,Abia,Transport,0.0
20000001815,2025-08,0.0,211168.0,0,1,,-211168.0,Abia,Food,0.0
20000001815,2025-11,313604.0,0.0,1,0,0.0,313604.0,Abia,,0.0
20000001816,2025-04,0.0,67857.0,0,1,,-67857.0,Borno,Housing,0.0
20000001816,2025-07,0.0,152149.0,0,1,,-152149.0,Borno,Housing,0.0
20000001816,2026-01,1200892.0,0.0,1,0,0.0,1200892.0,Borno,,0.0
20000001817,2025-04,0.0,35202.0,0,1,,-35202.0,Akwa Ibom,Transfers,0.0
20000001817,2025-07,0.0,197696.0,0,1,,-197696.0,Akwa Ibom,Healthcare,0.0
20000001817,2025-08,433572.0,0.0,1,0,0.0,433572.0,Akwa Ibom,,0.0
20000001818,2025-02,0.0,219963.0,0,1,,-219963.0,Jigawa,Clothing,0.0
20000001818,2025-03,0.0,262537.0,0,1,,-262537.0,Jigawa,Insurance,0.0
20000001818,2026-01,1210447.0,0.0,1,0,0.0,1210447.0,Jigawa,,0.0
20000001819,2025-02,0.0,256035.0,0,1,,-256035.0,Ebonyi,Utilities,0.0
20000001819,2025-03,0.0,233157.0,0,1,,-233157.0,Ebonyi,Clothing,0.0
20000001819,2025-05,726120.0,0.0,1,0,0.0,726120.0,Ebonyi,,0.0
20000001820,2025-07,83693.0,0.0,1,0,0.0,83693.0,Yobe,,0.0
20000001820,2025-09,0.0,30654.0,0,1,,-30654.0,Yobe,Housing,0.0
20000001820,2026-01,0.0,33693.0,0,1,,-33693.0,Yobe,Restaurant,0.0
20000001821,2025-09,0.0,174989.0,0,1,,-174989.0,Rivers,Transfers,0.0
20000001821,2025-11,0.0,358326.0,0,1,,-358326.0,Rivers,Food,0.0
20000001821,2026-01,1148366.0,0.0,1,0,0.0,1148366.0,Rivers,,0.0
20000001822,2025-05,205704.0,0.0,1,0,0.0,205704.0,Gombe,,0.0
