bvn,employer_id,job_title,employment_type,start_date,end_date,is_current,work_state,work_lga
20000016592,EMP_000178,Teacher,Contract,2019-09-07,2020-06-03,False,Oyo,Ibadan South-West
20000016592,EMP_000185,Field Officer,Full-time,2020-01-25,2021-10-16,False,Oyo,Ibadan South-West
20000016593,EMP_000133,Field Officer,Full-time,2022-09-22,2024-09-11,False,Ebonyi,Afikpo North
20000016593,EMP_000093,Data Analyst,Full-time,2023-11-02,,True,Ebonyi,Afikpo North
20000016594,EMP_000161,Sales Executive,Full-time,2019-08-09,2020-05-05,False,Kogi,Lokoja
20000016594,EMP_000192,Customer Support,Full-time,2020-06-15,2022-01-06,False,Kogi,Lokoja
20000016594,EMP_000181,Customer Support,Full-time,2021-11-20,2024-03-09,False,Kogi,Lokoja
20000016596,EMP_000162,Project Manager,Full-time,2023-06-21,2025-03-12,False,Zamfara,Gusau
20000016597,EMP_000097,Teacher,Full-time,2024-05-24,2025-10-16,False,Abia,Umuahia North
20000016597,EMP_000195,Teacher,Full-time,2025-11-23,2028-05-11,False,Abia,Umuahia North
20000016599,EMP_000060,Teacher,Full-time,2024-02-15,2026-01-05,False,Nasarawa,Keffi
20000016599,EMP_000177,Sales Executive,Full-time,2025-10-26,2027-02-18,False,Nasarawa,Keffi
20000016599,EMP_000017,Field Officer,Contract,2025-03-19,,True,Nasarawa,Keffi
20000016601,EMP_000193,Sales Executive,Full-time,2017-02-28,2019-04-19,False,Kwara,Ilorin East
20000016603,EMP_000149,Logistics Coordinator,Full-time,2021-04-02,2023-02-21,False,Kebbi,Birnin Kebbi
20000016604,EMP_000122,Account Officer,Full-time,2019-03-01,2019-10-27,False,Lagos,Surulere
20000016606,EMP_000141,Sales Executive,Part-time,2017-01-10,2018-02-04,False,FCT,Gwagwalada
20000016608,EMP_000058,Customer Support,Full-time,2018-05-08,,True,Benue,Gboko
20000016610,EMP_000083,Project Manager,Full-time,2023-05-09,2025-06-27,False,Katsina,Katsina
20000016610,EMP_000052,Customer Support,Full-time,2024-05-16,,True,Katsina,Katsina
20000016611,EMP_000176,Project Manager,Contract,2021-05-23,2022-09-15,False,FCT,Gwagwalada
20000016611,EMP_000191,Software Engineer,Part-time,2022-09-06,2023-07-03,False,FCT,Gwagwalada
20000016613,EMP_000007,Field Officer,Full-time,2019-10-19,2020-09-13,False,Bayelsa,Ogbia
20000016614,EMP_000142,Marketing Associate,Full-time,2021-06-09,2022-04-05,False,Ogun,Ado-Odo/Ota
20000016615,EMP_000145,Operations Associate,Full-time,2018-05-18,2019-01-13,False,Anambra,Onitsha North
20000016615,EMP_000148,Project Manager,Full-time,2019-08-23,,True,Anambra,Onitsha North
20000016616,EMP_000114,Sales Executive,Full-time,2020-01-25,2020-07-23,False,Akwa Ibom,Uyo
20000016617,EMP_000074,Software Engineer,Full-time,2024-02-18,2024-10-15,False,Kebbi,Argungu
20000016617,EMP_000183,Project Manager,Full-time,2025-01-26,2025-10-23,False,Kebbi,Argungu
20000016619,EMP_000070,Operations Associate,Contract,2021-11-18,2022-06-16,False,Akwa Ibom,Uyo
20000016620,EMP_000186,Nurse,Full-time,2023-01-03,,True,Delta,Udu
20000016621,EMP_000121,Field Officer,Full-time,2016-03-18,2017-04-12,False,Gombe,Kaltungo
20000016621,EMP_000200,Procurement Officer,Full-time,2017-08-24,,True,Gombe,Kaltungo
20000016622,EMP_000200,Operations Associate,Full-time,2017-06-05,2019-06-25,False,Katsina,Katsina
20000016622,EMP_000032,Project Manager,Full-time,2018-12-24,2021-02-11,False,Katsina,Katsina
20000016623,EMP_000130,Marketing Associate,Part-time,2021-07-13,2023-01-04,False,Imo,Owerri Municipal
20000016623,EMP_000139,Marketing Associate,Full-time,2022-01-02,,True,Imo,Owerri Municipal
20000016625,EMP_000114,Software Engineer,Full-time,2022-11-24,2024-04-17,False,Taraba,Jalingo
20000016625,EMP_000143,Field Officer,Full-time,2023-12-07,2024-06-04,False,Taraba,Jalingo
20000016626,EMP_000117,Project Manager,Full-time,2019-06-10,2020-07-04,False,Ogun,Sagamu
20000016627,EMP_000151,Procurement Officer,Full-time,2017-07-03,2019-12-20,False,Bauchi,Azare
20000016628,EMP_000108,Procurement Officer,Part-time,2021-01-28,2022-04-23,False,Jigawa,Dutse
20000016628,EMP_000038,Procurement Officer,Contract,2022-10-11,,True,Jigawa,Dutse
20000016629,EMP_000166,Teacher,Full-time,2017-12-03,2019-11-23,False,Edo,Oredo
20000016631,EMP_000152,Project Manager,Full-time,2020-08-15,2023-02-01,False,Kaduna,Kaduna North
20000016631,EMP_000089,Sales Executive,Full-time,2021-09-18,2022-04-16,False,Kaduna,Kaduna North
20000016631,EMP_000199,Logistics Coordinator,Full-time,2022-12-06,2023-12-31,False,Kaduna,Kaduna North
20000016632,EMP_000111,Logistics Coordinator,Full-time,2020-03-14,2022-04-03,False,Kwara,Ilorin West
20000016633,EMP_000185,Field Officer,Full-time,2023-02-21,2023-08-20,False,Kwara,Ilorin East
20000016633,EMP_000114,Project Manager,Full-time,2024-10-20,2026-05-13,False,Kwara,Ilorin East
20000016634,EMP_000041,Marketing Associate,Full-time,2021-06-09,2023-06-29,False,Bayelsa,Ogbia
20000016636,EMP_000141,Marketing Associate,Full-time,2024-03-05,2025-01-29,False,Kano,Gwale
20000016637,EMP_000117,Account Officer,Contract,2016-04-09,2017-01-04,False,Ebonyi,Afikpo North
20000016638,EMP_000050,Customer Support,Contract,2023-03-12,2024-12-01,False,Akwa Ibom,Eket
20000016639,EMP_000114,Software Engineer,Full-time,2016-08-20,2018-10-09,False,Cross River,Ikom
20000016639,EMP_000020,Teacher,Full-time,2017-11-14,,True,Cross River,Ikom
20000016641,EMP_000019,Teacher,Full-time,2022-06-06,2024-08-24,False,Anambra,Awka South
20000016642,EMP_000093,Customer Support,Contract,2017-06-02,2019-05-23,False,Edo,Oredo
20000016642,EMP_000133,Account Officer,Full-time,2018-06-17,2019-01-13,False,Edo,Oredo
20000016643,EMP_000129,Procurement Officer,Full-time,2019-07-01,2021-08-19,False,Ondo,Ondo West
20000016645,EMP_000082,Logistics Coordinator,Full-time,2023-03-18,,True,Adamawa,Mubi North
20000016647,EMP_000197,Logistics Coordinator,Full-time,2018-05-05,2019-08-28,False,Delta,Oshimili South
20000016649,EMP_000008,Logistics Coordinator,Full-time,2016-11-02,2019-03-22,False,Bayelsa,Yenagoa
20000016649,EMP_000010,Customer Support,Contract,2017-09-04,2019-09-24,False,Bayelsa,Yenagoa
20000016652,EMP_000101,Teacher,Contract,2018-01-06,2019-08-29,False,Oyo,Ibadan North
20000016652,EMP_000151,Data Analyst,Part-time,2019-05-12,2019-12-08,False,Oyo,Ibadan North
20000016653,EMP_000184,Logistics Coordinator,Full-time,2017-12-20,2019-05-14,False,Bayelsa,Yenagoa
20000016654,EMP_000165,Nurse,Full-time,2020-10-05,2022-10-25,False,Delta,Warri South
20000016655,EMP_000024,Nurse,Full-time,2016-07-04,2016-12-31,False,Edo,Oredo
20000016655,EMP_000184,Project Manager,Full-time,2017-01-09,2018-12-30,False,Edo,Oredo
20000016656,EMP_000094,Nurse,Full-time,2024-06-28,2025-12-20,False,Delta,Oshimili South
20000016658,EMP_000069,Nurse,Full-time,2016-04-14,,True,Zamfara,Kaura Namoda
20000016660,EMP_000022,Data Analyst,Full-time,2022-11-09,2024-07-31,False,Oyo,Ibadan North
20000016661,EMP_000121,Nurse,Full-time,2022-04-15,2023-05-10,False,Plateau,Jos South
20000016662,EMP_000133,Sales Executive,Full-time,2016-12-01,2017-12-26,False,Benue,Otukpo
20000016664,EMP_000122,Marketing Associate,Full-time,2019-02-10,,True,Jigawa,Dutse
20000016665,EMP_000160,Customer Support,Full-time,2021-08-14,,True,Enugu,Enugu North
20000016666,EMP_000141,Project Manager,Full-time,2020-12-26,2021-08-23,False,Abia,Aba South
20000016667,EMP_000093,Teacher,Full-time,2022-01-18,,True,Kogi,Lokoja
20000016668,EMP_000069,Sales Executive,Full-time,2017-09-05,2018-10-30,False,Lagos,Yaba
20000016671,EMP_000116,Account Officer,Part-time,2020-10-22,2023-02-09,False,Enugu,Nsukka
20000016671,EMP_000013,Operations Associate,Full-time,2021-06-07,2023-11-24,False,Enugu,Nsukka
20000016672,EMP_000062,Field Officer,Full-time,2022-05-25,2023-03-21,False,Osun,Ilesa East
20000016672,EMP_000067,Logistics Coordinator,Full-time,2023-05-05,2024-11-25,False,Osun,Ilesa East
20000016673,EMP_000051,Marketing Associate,Full-time,2019-02-24,2019-10-22,False,Anambra,Onitsha North
20000016673,EMP_000170,Data Analyst,Full-time,2020-09-20,,True,Anambra,Onitsha North
20000016674,EMP_000111,Account Officer,Full-time,2019-01-19,2021-03-09,False,Osun,Ife Central
20000016675,EMP_000074,Data Analyst,Contract,2017-12-02,,True,Edo,Ikpoba-Okha
20000016676,EMP_000112,Operations Associate,Part-time,2018-03-25,2020-04-13,False,Kebbi,Birnin Kebbi
20000016677,EMP_000151,Customer Support,Full-time,2019-05-25,2021-10-11,False,Cross River,Calabar Municipal
20000016677,EMP_000085,Logistics Coordinator,Full-time,2020-09-09,2021-05-07,False,Cross River,Calabar Municipal
20000016677,EMP_000123,Logistics Coordinator,Full-time,2021-08-08,,True,Cross River,Calabar Municipal
20000016678,EMP_000198,Project Manager,Contract,2019-07-22,2021-04-12,False,Kano,Fagge
20000016679,EMP_000048,Software Engineer,Contract,2024-11-02,2025-05-01,False,Katsina,Katsina
20000016679,EMP_000044,Procurement Officer,Contract,2025-01-19,,True,Katsina,Katsina
20000016685,EMP_000194,Nurse,Full-time,2021-07-14,2022-05-10,False,Yobe,Damaturu
20000016685,EMP_000165,Nurse,Contract,2022-05-28,2023-01-23,False,Yobe,Damaturu
20000016685,EMP_000090,Procurement Officer,Full-time,2023-09-13,,True,Yobe,Damaturu
20000016686,EMP_000187,Sales Executive,Full-time,2018-07-17,2020-01-08,False,Ogun,Ado-Odo/Ota
20000016687,EMP_000004,Marketing Associate,Full-time,2018-10-22,,True,Ondo,Ondo West
20000016688,EMP_000054,Software Engineer,Full-time,2023-06-08,2024-09-30,False,Bayelsa,Yenagoa
20000016689,EMP_000084,Customer Support,Contract,2018-01-20,,True,Ondo,Owo
20000016690,EMP_000110,Operations Associate,Contract,2016-12-22,2018-07-15,False,Plateau,Barkin Ladi
20000016690,EMP_000015,Teacher,Full-time,2017-08-05,2019-02-26,False,Plateau,Barkin Ladi
20000016690,EMP_000139,Sales Executive,Full-time,2018-05-12,2020-02-01,False,Plateau,Barkin Ladi
20000016691,EMP_000135,Nurse,Full-time,2016-06-12,2017-10-05,False,Osun,Osogbo
20000016692,EMP_000144,Software Engineer,Contract,2017-04-18,,True,Imo,Owerri Municipal
20000016693,EMP_000184,Sales Executive,Full-time,2017-01-01,2017-06-30,False,Ogun,Ijebu Ode
20000016694,EMP_000151,Teacher,Full-time,2022-09-24,2023-05-22,False,Katsina,Katsina
20000016695,EMP_000038,Account Officer,Part-time,2022-11-01,2024-01-25,False,Taraba,Jalingo
20000016696,EMP_000014,Field Officer,Full-time,2017-02-18,2019-03-10,False,Akwa Ibom,Eket
20000016697,EMP_000166,Logistics Coordinator,Full-time,2022-04-20,2023-12-11,False,Imo,Orlu
20000016697,EMP_000183,Project Manager,Contract,2023-12-18,2025-07-10,False,Imo,Orlu
20000016698,EMP_000166,Data Analyst,Full-time,2016-05-05,2018-06-24,False,Abia,Umuahia North
20000016699,EMP_000063,Sales Executive,Full-time,2023-02-04,2025-01-24,False,Jigawa,Hadejia
20000016699,EMP_000011,Logistics Coordinator,Part-time,2024-09-09,,True,Jigawa,Hadejia
20000016700,EMP_000083,Project Manager,Contract,2016-12-06,,True,Ondo,Owo
20000016701,EMP_000113,Field Officer,Contract,2021-08-12,2022-02-08,False,Ekiti,Ado-Ekiti
20000016701,EMP_000069,Software Engineer,Full-time,2022-08-18,2023-05-15,False,Ekiti,Ado-Ekiti
20000016702,EMP_000012,Account Officer,Full-time,2016-12-08,,True,Edo,Oredo
20000016703,EMP_000092,Sales Executive,Full-time,2018-11-16,,True,Adamawa,Yola North
20000016704,EMP_000137,Software Engineer,Full-time,2021-04-11,,True,Cross River,Calabar Municipal
20000016705,EMP_000012,Procurement Officer,Contract,2023-07-14,2025-04-04,False,Enugu,Nsukka
20000016706,EMP_000015,Procurement Officer,Part-time,2024-02-07,2026-07-26,False,Ondo,Ondo West
20000016706,EMP_000154,Data Analyst,Full-time,2025-06-02,2027-05-23,False,Ondo,Ondo West
20000016707,EMP_000018,Sales Executive,Contract,2016-02-17,2017-10-09,False,Borno,Biu
20000016710,EMP_000131,Marketing Associate,Full-time,2021-11-11,,True,Taraba,Wukari
20000016712,EMP_000117,Account Officer,Part-time,2019-09-06,,True,Niger,Suleja
20000016714,EMP_000147,Account Officer,Full-time,2017-06-26,2019-07-16,False,Zamfara,Kaura Namoda
20000016715,EMP_000042,Marketing Associate,Full-time,2019-10-25,2020-05-22,False,FCT,Abuja Municipal
20000016715,EMP_000170,Teacher,Part-time,2020-12-03,,True,FCT,Abuja Municipal
20000016716,EMP_000129,Customer Support,Full-time,2016-04-14,2016-10-11,False,Sokoto,Sokoto North
20000016721,EMP_000116,Customer Support,Contract,2023-04-14,,True,Lagos,Ikeja
20000016726,EMP_000062,Logistics Coordinator,Full-time,2023-05-24,,True,Adamawa,Yola North
20000016727,EMP_000143,Nurse,Full-time,2017-08-01,2018-05-28,False,Kano,Tarauni
20000016728,EMP_000040,Customer Support,Part-time,2023-11-06,2025-06-28,False,Jigawa,Dutse
20000016728,EMP_000022,Customer Support,Full-time,2024-12-24,2025-09-20,False,Jigawa,Dutse
20000016728,EMP_000162,Account Officer,Full-time,2025-06-21,2027-12-08,False,Jigawa,Dutse
20000016729,EMP_000033,Nurse,Part-time,2024-02-21,2025-05-16,False,Ogun,Sagamu
20000016730,EMP_000193,Account Officer,Full-time,2022-08-08,,True,Katsina,Daura
20000016731,EMP_000144,Field Officer,Full-time,2016-10-23,2018-10-13,False,Taraba,Wukari
20000016731,EMP_000100,Procurement Officer,Full-time,2017-07-11,2018-10-04,False,Taraba,Wukari
20000016734,EMP_000011,Teacher,Full-time,2018-05-04,2019-10-26,False,Zamfara,Gusau
20000016736,EMP_000155,Logistics Coordinator,Full-time,2017-08-28,2018-08-23,False,Nasarawa,Keffi
20000016737,EMP_000192,Account Officer,Full-time,2017-08-21,2019-10-10,False,Yobe,Potiskum
20000016739,EMP_000159,Operations Associate,Contract,2024-03-19,2025-06-12,False,FCT,Kuje
20000016740,EMP_000159,Marketing Associate,Full-time,2021-05-06,2022-03-02,False,Delta,Oshimili South
20000016741,EMP_000133,Field Officer,Contract,2020-05-15,,True,Adamawa,Mubi North
20000016746,EMP_000018,Marketing Associate,Full-time,2022-08-04,2023-05-01,False,Oyo,Ibadan North
20000016747,EMP_000104,Customer Support,Full-time,2023-10-24,2024-12-17,False,Kogi,Okene
20000016748,EMP_000051,Nurse,Full-time,2020-01-14,2021-12-04,False,Kebbi,Birnin Kebbi
20000016749,EMP_000142,Field Officer,Full-time,2024-06-28,,True,FCT,Kuje
20000016750,EMP_000183,Operations Associate,Full-time,2024-03-26,2026-09-12,False,Katsina,Daura
20000016750,EMP_000012,Marketing Associate,Contract,2025-04-01,,True,Katsina,Daura
20000016752,EMP_000143,Project Manager,Full-time,2019-05-10,,True,Kwara,Offa
20000016753,EMP_000196,Sales Executive,Full-time,2021-10-20,2023-11-09,False,Bayelsa,Ogbia
20000016754,EMP_000195,Account Officer,Full-time,2024-05-03,2024-10-30,False,Edo,Oredo
20000016754,EMP_000180,Customer Support,Full-time,2025-12-26,2026-07-24,False,Edo,Oredo
20000016755,EMP_000107,Data Analyst,Contract,2022-03-08,,True,Edo,Ikpoba-Okha
20000016756,EMP_000195,Nurse,Full-time,2020-09-24,2021-07-21,False,Kwara,Offa
20000016757,EMP_000171,Teacher,Part-time,2017-02-21,2018-10-14,False,Sokoto,Tambuwal
20000016759,EMP_000064,Teacher,Full-time,2020-03-05,2021-09-26,False,Enugu,Nsukka
20000016761,EMP_000150,Field Officer,Full-time,2017-11-05,2018-10-01,False,Kano,Fagge
20000016761,EMP_000098,Software Engineer,Full-time,2018-05-19,2020-03-09,False,Kano,Fagge
20000016764,EMP_000136,Data Analyst,Full-time,2017-07-22,2018-07-17,False,Imo,Orlu
20000016764,EMP_000035,Data Analyst,Contract,2018-11-12,2019-07-10,False,Imo,Orlu
20000016768,EMP_000111,Sales Executive,Full-time,2017-05-12,2018-10-04,False,Zamfara,Kaura Namoda
20000016771,EMP_000051,Account Officer,Full-time,2019-05-26,,True,Bayelsa,Ogbia
20000016772,EMP_000191,Marketing Associate,Full-time,2017-10-15,2018-11-09,False,Delta,Oshimili South
20000016772,EMP_000095,Sales Executive,Full-time,2018-06-08,2020-09-25,False,Delta,Oshimili South
20000016773,EMP_000098,Customer Support,Part-time,2019-12-14,2020-10-09,False,Anambra,Onitsha North
20000016773,EMP_000184,Sales Executive,Full-time,2020-11-16,2023-02-04,False,Anambra,Onitsha North
20000016774,EMP_000189,Procurement Officer,Full-time,2023-05-24,2025-03-14,False,Adamawa,Yola North
20000016775,EMP_000114,Nurse,Full-time,2023-08-09,2024-07-04,False,Anambra,Nnewi North
20000016775,EMP_000055,Field Officer,Full-time,2024-02-05,2025-03-01,False,Anambra,Nnewi North
20000016775,EMP_000150,Data Analyst,Contract,2025-01-10,2027-04-30,False,Anambra,Nnewi North
20000016776,EMP_000122,Sales Executive,Contract,2024-12-14,,True,Ebonyi,Afikpo North
20000016777,EMP_000003,Customer Support,Full-time,2019-11-24,2021-07-16,False,Ebonyi,Abakaliki
20000016778,EMP_000195,Software Engineer,Full-time,2022-11-28,2024-06-20,False,Adamawa,Mubi North
20000016778,EMP_000089,Nurse,Full-time,2023-07-02,,True,Adamawa,Mubi North
20000016779,EMP_000009,Software Engineer,Part-time,2019-09-05,2021-12-23,False,Delta,Oshimili South
20000016779,EMP_000063,Teacher,Full-time,2020-07-18,,True,Delta,Oshimili South
20000016781,EMP_000010,Operations Associate,Full-time,2020-02-11,2021-10-03,False,Niger,Minna
20000016782,EMP_000107,Procurement Officer,Full-time,2020-07-02,2022-01-23,False,Niger,Minna
20000016782,EMP_000023,Nurse,Contract,2021-02-23,,True,Niger,Minna
20000016783,EMP_000127,Operations Associate,Full-time,2017-01-24,2018-06-18,False,Benue,Otukpo
20000016783,EMP_000109,Marketing Associate,Contract,2018-03-02,,True,Benue,Otukpo
20000016784,EMP_000143,Operations Associate,Full-time,2022-03-13,2023-05-07,False,Kwara,Offa
20000016785,EMP_000127,Procurement Officer,Part-time,2019-01-02,,True,Bayelsa,Yenagoa
20000016786,EMP_000173,Software Engineer,Full-time,2019-09-08,,True,Jigawa,Dutse
20000016787,EMP_000017,Sales Executive,Contract,2024-12-15,,True,Niger,Bida
20000016788,EMP_000101,Account Officer,Full-time,2022-04-11,2023-09-03,False,Kwara,Offa
20000016790,EMP_000070,Nurse,Full-time,2024-01-22,2026-07-10,False,Yobe,Potiskum
20000016791,EMP_000156,Nurse,Full-time,2019-03-28,2020-09-18,False,Kaduna,Kaduna South
20000016792,EMP_000033,Software Engineer,Full-time,2022-02-01,,True,Oyo,Ibadan North
20000016793,EMP_000060,Account Officer,Full-time,2022-05-27,2024-08-14,False,Ebonyi,Afikpo North
20000016795,EMP_000138,Operations Associate,Full-time,2024-03-08,2025-11-28,False,Nasarawa,Lafia
20000016798,EMP_000025,Data Analyst,Full-time,2017-03-01,,True,Bayelsa,Ogbia
20000016800,EMP_000080,Teacher,Full-time,2024-09-17,2025-03-16,False,Kano,Nassarawa
20000016802,EMP_000131,Marketing Associate,Full-time,2021-01-03,2022-07-27,False,Jigawa,Dutse
20000016802,EMP_000089,Software Engineer,Contract,2022-09-25,2023-07-22,False,Jigawa,Dutse
20000016802,EMP_000003,Procurement Officer,Contract,2023-01-10,2024-12-30,False,Jigawa,Dutse
20000016803,EMP_000086,Teacher,Contract,2022-12-08,2024-08-29,False,Kogi,Lokoja
20000016803,EMP_000006,Field Officer,Full-time,2023-09-15,2025-08-05,False,Kogi,Lokoja
20000016804,EMP_000164,Logistics Coordinator,Full-time,2018-06-23,2020-03-14,False,Bauchi,Bauchi
20000016806,EMP_000066,Teacher,Full-time,2021-02-05,2022-03-02,False,Abia,Umuahia North
20000016808,EMP_000191,Logistics Coordinator,Full-time,2021-03-26,2022-12-16,False,Enugu,Enugu North
20000016808,EMP_000055,Operations Associate,Full-time,2022-01-04,2024-03-24,False,Enugu,Enugu North
20000016808,EMP_000106,Project Manager,Full-time,2023-10-08,2026-02-24,False,Enugu,Enugu North
20000016809,EMP_000059,Field Officer,Full-time,2019-09-02,2021-03-25,False,Enugu,Enugu North
20000016810,EMP_000158,Teacher,Contract,2023-07-28,2025-12-14,False,Jigawa,Dutse
20000016812,EMP_000200,Customer Support,Full-time,2016-12-28,2019-06-16,False,Ondo,Owo
20000016813,EMP_000112,Sales Executive,Full-time,2018-08-19,2020-11-06,False,Kaduna,Kafanchan
20000016814,EMP_000161,Procurement Officer,Full-time,2019-10-13,,True,Zamfara,Gusau
20000016815,EMP_000128,Operations Associate,Full-time,2022-02-08,2022-10-06,False,Delta,Oshimili South
20000016817,EMP_000111,Teacher,Full-time,2019-05-13,2021-03-03,False,Imo,Owerri Municipal
20000016817,EMP_000076,Procurement Officer,Part-time,2020-06-04,2021-07-29,False,Imo,Owerri Municipal
20000016818,EMP_000169,Operations Associate,Full-time,2020-05-18,2022-06-07,False,Kaduna,Kaduna South
20000016818,EMP_000142,Nurse,Full-time,2021-02-22,,True,Kaduna,Kaduna South
20000016819,EMP_000069,Operations Associate,Full-time,2018-03-22,2020-01-11,False,Rivers,Eleme
20000016819,EMP_000183,Logistics Coordinator,Full-time,2019-01-06,2019-10-03,False,Rivers,Eleme
20000016819,EMP_000031,Software Engineer,Full-time,2020-08-06,2022-04-28,False,Rivers,Eleme
20000016821,EMP_000103,Project Manager,Full-time,2019-12-23,2022-04-11,False,Kebbi,Argungu
20000016821,EMP_000016,Account Officer,Full-time,2020-09-15,2021-05-13,False,Kebbi,Argungu
20000016823,EMP_000155,Sales Executive,Full-time,2022-12-03,,True,Benue,Gboko
20000016824,EMP_000172,Teacher,Full-time,2018-04-03,,True,Plateau,Jos South
20000016825,EMP_000094,Teacher,Part-time,2017-09-14,2019-01-07,False,Cross River,Ikom
20000016825,EMP_000004,Software Engineer,Full-time,2018-05-21,,True,Cross River,Ikom
20000016827,EMP_000158,Procurement Officer,Contract,2016-09-24,2019-03-13,False,Enugu,Nsukka
20000016827,EMP_000023,Software Engineer,Full-time,2017-01-13,2018-05-08,False,Enugu,Nsukka
20000016827,EMP_000069,Field Officer,Contract,2018-12-22,2021-06-09,False,Enugu,Nsukka
20000016829,EMP_000180,Logistics Coordinator,Full-time,2019-07-03,,True,Kogi,Lokoja
20000016831,EMP_000023,Software Engineer,Full-time,2020-11-24,2022-07-17,False,Sokoto,Tambuwal
20000016831,EMP_000093,Software Engineer,Full-time,2021-01-19,2023-03-10,False,Sokoto,Tambuwal
20000016832,EMP_000197,Field Officer,Full-time,2024-01-26,2025-05-20,False,FCT,Gwagwalada
20000016833,EMP_000160,Sales Executive,Full-time,2022-05-20,2023-06-14,False,Ogun,Sagamu
20000016833,EMP_000042,Nurse,Full-time,2023-07-10,2024-04-05,False,Ogun,Sagamu
20000016834,EMP_000174,Field Officer,Full-time,2018-01-25,2019-10-17,False,Ekiti,Ado-Ekiti
20000016835,EMP_000171,Operations Associate,Full-time,2024-03-05,2026-06-23,False,Kaduna,Kaduna South
20000016836,EMP_000090,Customer Support,Full-time,2017-09-20,2018-12-14,False,Enugu,Enugu North
20000016837,EMP_000064,Sales Executive,Full-time,2019-05-23,2021-06-11,False,Abia,Umuahia North
20000016840,EMP_000188,Logistics Coordinator,Full-time,2018-03-18,,True,Ogun,Abeokuta South
20000016843,EMP_000008,Customer Support,Part-time,2019-08-14,2021-06-04,False,Kaduna,Kaduna North
20000016843,EMP_000009,Account Officer,Part-time,2020-12-23,2021-06-21,False,Kaduna,Kaduna North
20000016845,EMP_000017,Software Engineer,Contract,2024-12-05,2026-03-30,False,Lagos,Alimosho
20000016846,EMP_000110,Field Officer,Full-time,2024-06-14,2026-07-04,False,Kano,Gwale
20000016846,EMP_000105,Software Engineer,Full-time,2025-12-23,2028-03-12,False,Kano,Gwale
20000016847,EMP_000099,Teacher,Contract,2019-07-08,2021-08-26,False,Kwara,Offa
20000016849,EMP_000155,Procurement Officer,Full-time,2018-06-14,2020-10-31,False,Ogun,Ado-Odo/Ota
20000016849,EMP_000080,Marketing Associate,Full-time,2019-03-23,2021-09-08,False,Ogun,Ado-Odo/Ota
20000016849,EMP_000142,Procurement Officer,Full-time,2020-10-20,2022-07-12,False,Ogun,Ado-Odo/Ota
20000016850,EMP_000107,Project Manager,Full-time,2022-01-09,2022-08-07,False,Kano,Fagge
20000016851,EMP_000147,Logistics Coordinator,Full-time,2018-05-19,2020-03-09,False,Sokoto,Sokoto North
20000016851,EMP_000018,Sales Executive,Contract,2019-03-02,2020-07-24,False,Sokoto,Sokoto North
20000016851,EMP_000174,Marketing Associate,Full-time,2020-03-26,,True,Sokoto,Sokoto North
20000016852,EMP_000136,Customer Support,Part-time,2020-10-10,2022-10-30,False,FCT,Kuje
20000016852,EMP_000115,Customer Support,Full-time,2021-01-10,,True,FCT,Kuje
20000016854,EMP_000185,Software Engineer,Full-time,2018-02-08,,True,Jigawa,Dutse
20000016855,EMP_000174,Procurement Officer,Full-time,2018-06-14,2020-05-04,False,Lagos,Eti-Osa
20000016855,EMP_000081,Operations Associate,Full-time,2019-07-26,2021-07-15,False,Lagos,Eti-Osa
20000016856,EMP_000068,Sales Executive,Contract,2019-03-28,,True,Abia,Umuahia North
20000016857,EMP_000081,Account Officer,Contract,2017-12-18,,True,Adamawa,Yola North
20000016858,EMP_000197,Account Officer,Full-time,2023-01-03,2024-10-24,False,FCT,Abuja Municipal
20000016858,EMP_000040,Project Manager,Full-time,2024-06-21,2026-08-10,False,FCT,Abuja Municipal
20000016859,EMP_000080,Account Officer,Part-time,2020-06-16,2022-04-07,False,Cross River,Ikom
20000016860,EMP_000173,Account Officer,Contract,2018-12-06,2020-05-29,False,Gombe,Kaltungo
20000016860,EMP_000027,Account Officer,Full-time,2019-04-23,,True,Gombe,Kaltungo
20000016863,EMP_000166,Nurse,Full-time,2017-11-04,2020-02-22,False,Bayelsa,Ogbia
20000016863,EMP_000110,Procurement Officer,Contract,2018-10-22,2019-08-18,False,Bayelsa,Ogbia
20000016865,EMP_000035,Project Manager,Full-time,2024-07-05,2025-11-27,False,Osun,Ilesa East
20000016866,EMP_000141,Operations Associate,Full-time,2018-03-15,2019-06-08,False,Akwa Ibom,Eket
20000016867,EMP_000159,Logistics Coordinator,Contract,2017-04-08,2018-12-29,False,Benue,Gboko
20000016868,EMP_000061,Project Manager,Full-time,2019-09-18,2020-09-12,False,Kebbi,Birnin Kebbi
20000016868,EMP_000165,Account Officer,Full-time,2020-12-16,,True,Kebbi,Birnin Kebbi
20000016869,EMP_000139,Data Analyst,Contract,2017-05-25,2019-03-16,False,Kogi,Okene
20000016870,EMP_000179,Logistics Coordinator,Full-time,2019-06-19,2020-06-13,False,Borno,Biu
20000016870,EMP_000067,Nurse,Full-time,2020-01-13,2021-02-06,False,Borno,Biu
20000016870,EMP_000097,Software Engineer,Part-time,2021-12-08,,True,Borno,Biu
20000016871,EMP_000008,Field Officer,Full-time,2022-06-01,2024-05-21,False,Imo,Owerri Municipal
20000016871,EMP_000148,Customer Support,Contract,2023-08-27,2025-12-14,False,Imo,Owerri Municipal
20000016871,EMP_000143,Marketing Associate,Part-time,2024-12-13,2026-03-08,False,Imo,Owerri Municipal
