transaction_id,from_account,to_name,to_account,amount,currency,transaction_type,narration,status,transaction_date,session_id
T626,53904974377,Hadiza Balogun,58217844289,43595,NGN,purchase,PURCHASE,SUCCESS,2020-10-11T00:00:00,7817440560094384
T627,60702244241,Yemi Adebayo,66010363306,98344,NGN,refund,REFUND,SUCCESS,2024-02-22T00:00:00,8315537963236851
T628,75235830780,McVine Limited,39888226182,80993,NGN,tax,TAX,SUCCESS,2020-04-02T00:00:00,5925917791588390
T629,45473722111,Prime Limited,70576783882,82998,NGN,purchase,PURCHASE,SUCCESS,2020-06-22T00:00:00,7765900762992315
T630,12607535070,Zola Limited,35686409564,13398,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2025-09-11T00:00:00,2751677134928013
T631,66522207198,Sadiq Peter Sadiq,81601473328,60102,NGN,salary,SALARY,SUCCESS,2025-09-13T00:00:00,4430717496830282
T632,71652521148,Oluwatobi Okoye,25587341592,63834,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2023-02-24T00:00:00,0388713402876922
T633,36375890163,Zola POS,44453508349,71139,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-10-25T00:00:00,6674032904203070
T634,79712224535,Sadiq Lawal,22983378335,13755193,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2022-04-08T00:00:00,9696415694430294
T635,23094075916,Zola Limited,35686409564,27331,NGN,purchase,PURCHASE,SUCCESS,2025-01-24T00:00:00,2875743879126434
T636,43892196403,Adean Limited,36096287809,3818,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2022-08-17T00:00:00,7597924633291054
T637,62898751131,Prime Limited,70576783882,66864,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2024-06-17T00:00:00,3866979056366808
T638,01997401874,Prime Limited,70576783882,70087,NGN,refund,REFUND,SUCCESS,2025-01-20T00:00:00,0875297215647538
T639,59033034859,McVine POS,02511749351,82647,NGN,refund,REFUND,SUCCESS,2022-11-29T00:00:00,8506537675654182
T640,52291418601,Blessing Adebayo,95618218369,59566,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2025-03-21T00:00:00,1351753484043407
T641,15198530306,Adean POS,97924636869,40242,NGN,purchase,PURCHASE,SUCCESS,2020-03-23T00:00:00,6995834711766576
T642,28453098774,Prime Limited,70576783882,24582,NGN,tax,TAX,SUCCESS,2020-11-07T00:00:00,5149614685494346
T643,56235781119,McVine Limited,47325240367,45775,NGN,refund,REFUND,SUCCESS,2025-02-11T00:00:00,5613159062072312
T644,78355689364,Sola Danladi,54375530149,69881,NGN,subscription,SUBSCRIPTION,SUCCESS,2022-01-30T00:00:00,8958347940469681
T645,36418801638,Prime Limited,70576783882,42988,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2022-09-25T00:00:00,5181302329798013
T646,34095342422,McVine Limited,47325240367,80087,NGN,subscription,SUBSCRIPTION,SUCCESS,2020-10-09T00:00:00,2568774274357310
T647,47853651268,Tunde James Adebayo,93599835230,52902,NGN,subscription,SUBSCRIPTION,SUCCESS,2022-03-01T00:00:00,7865894448367851
T648,87014568329,Zola Limited,95763529825,19339,NGN,gift,GIFT,SUCCESS,2024-08-16T00:00:00,8756370192687082
T649,16218783200,Hadiza Adebayo,23068641693,8571,NGN,subscription,SUBSCRIPTION,SUCCESS,2024-10-30T00:00:00,6480524809215558
T650,72024788518,Oluwatobi Abdul Johnson,54386329645,89355,NGN,salary,SALARY,SUCCESS,2024-02-14T00:00:00,6944490630239083
T651,26047616322,McVine Limited,65266992450,70263,NGN,tax,TAX,SUCCESS,2020-03-10T00:00:00,0728922032171935
T652,10397642499,Ibrahim Olu Ahmed,65939013024,80018,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-03-17T00:00:00,5896660306361989
T653,32429656361,Funke Abdul Balogun,99425139441,76713,NGN,salary,SALARY,SUCCESS,2020-04-21T00:00:00,8945108827032269
T654,03149452803,Prime Limited,70576783882,29207,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-05-31T00:00:00,0849338973179796
T655,41554062267,Hadiza Adeyemi,42492195092,80110,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2025-07-22T00:00:00,0457390471288647
T656,48457976098,Adean POS,37905524412,85911,NGN,purchase,PURCHASE,SUCCESS,2022-04-19T00:00:00,3562656844089199
T657,20417519555,Prime Limited,67632630482,36230,NGN,salary,SALARY,SUCCESS,2022-02-13T00:00:00,6109565177835179
T658,89135342202,Hadiza Danladi,99735914207,61270,NGN,gift,GIFT,SUCCESS,2025-04-15T00:00:00,2009746336459019
T659,09979360888,Prime Limited,58080644565,37887,NGN,purchase,PURCHASE,SUCCESS,2020-02-28T00:00:00,3752834002836777
T660,06256548469,Tunde Adebayo,16869620947,2236962,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2020-02-04T00:00:00,8561325184211977
T661,24488075673,McVine POS,02511749351,9675,NGN,purchase,PURCHASE,SUCCESS,2022-02-20T00:00:00,6112441839170437
T662,09850592623,Prime Limited,61118302114,19264,NGN,purchase,PURCHASE,SUCCESS,2021-05-20T00:00:00,3795598001290453
T663,63380255807,Kobo Limited,64223246993,34209,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2022-02-03T00:00:00,2779332331804663
T664,82841384559,Chinedu Olu Danladi,40358933904,2971,NGN,subscription,SUBSCRIPTION,SUCCESS,2023-01-12T00:00:00,1642194074491095
T665,76217264344,Prime Limited,70576783882,13044557,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2020-12-10T00:00:00,3355771423141325
T666,84341800544,Chukwudi Abdul Ogun,88321304385,88920,NGN,salary,SALARY,SUCCESS,2021-10-25T00:00:00,0109937622068519
T667,38012778262,Zola Limited,35686409564,19981,NGN,tax,TAX,SUCCESS,2024-03-07T00:00:00,2282001223302658
T668,42393960299,Adean Limited,36096287809,98860,NGN,refund,REFUND,SUCCESS,2021-06-29T00:00:00,8906475394599636
T669,89198796284,Zola POS,44453508349,29746,NGN,purchase,PURCHASE,SUCCESS,2023-11-25T00:00:00,0442647715594962
T670,11478009725,Chinedu Danladi,83288398791,85230,NGN,subscription,SUBSCRIPTION,SUCCESS,2022-01-23T00:00:00,1018889719352692
T671,75889396879,Ibrahim Bello,75635250097,29812,NGN,gift,GIFT,SUCCESS,2021-04-02T00:00:00,4909766338501657
T672,59757809697,Oluwatobi Peter Johnson,73434681145,50506,NGN,purchase,PURCHASE,SUCCESS,2025-07-16T00:00:00,5420116950414183
T673,16226571311,Prime Limited,58080644565,99093,NGN,tax,TAX,SUCCESS,2022-04-25T00:00:00,4845306366098562
T674,03500144758,Chukwudi Adeyemi,62705704368,68710,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2022-11-12T00:00:00,1326239253941545
T675,30181948452,Prime Limited,58080644565,86491,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2022-06-21T00:00:00,2424973186261585
T676,65477279353,McVine Limited,42306272460,39342,NGN,subscription,SUBSCRIPTION,SUCCESS,2021-05-10T00:00:00,8727634487674403
T677,81252516359,Adean Limited,36096287809,5512,NGN,gift,GIFT,SUCCESS,2020-03-21T00:00:00,0172113165536233
T678,92944892728,Funke James Balogun,11233746926,67282,NGN,purchase,PURCHASE,SUCCESS,2025-04-05T00:00:00,2541631824177012
T679,73638420055,McVine POS,64673941740,7500,NGN,tax,TAX,SUCCESS,2025-02-17T00:00:00,1379812404943021
T680,28837109408,McVine Limited,39888226182,25510,NGN,gift,GIFT,SUCCESS,2020-08-30T00:00:00,3070836673526135
T681,35274531168,Funke Adebayo,60347690728,6357,NGN,salary,SALARY,SUCCESS,2021-11-29T00:00:00,0547294218194135
T682,84896822162,Zola POS,65043339563,70552,NGN,subscription,SUBSCRIPTION,SUCCESS,2024-10-28T00:00:00,3027210892704114
T683,89134548759,Zola Limited,95763529825,10002803,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2022-02-27T00:00:00,7425307964842580
T684,89767567921,Sola Peter Sadiq,69261091949,87578,NGN,salary,SALARY,SUCCESS,2023-12-04T00:00:00,1912291240250662
T685,16032571797,Adean Limited,95351595162,55708,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2020-05-21T00:00:00,2191173615154182
T686,49320714521,Yemi Peter Ogun,03450305656,42877,NGN,salary,SALARY,SUCCESS,2025-04-23T00:00:00,6016476325071406
T687,84681310184,Zola Limited,95763529825,45273,NGN,salary,SALARY,SUCCESS,2020-02-13T00:00:00,2481989267980583
T688,00086402694,Chinedu Danladi,65160154227,55031,NGN,salary,SALARY,SUCCESS,2023-08-04T00:00:00,7711467043161475
T689,80391231340,Kobo POS,64430006350,19136,NGN,refund,REFUND,SUCCESS,2021-08-04T00:00:00,9225389343412935
T690,09268747276,Adebayo Danladi,16319660399,67490,NGN,salary,SALARY,SUCCESS,2022-06-04T00:00:00,2602815363613535
T691,88241381236,Sadiq James Ogun,43092790575,56667,NGN,subscription,SUBSCRIPTION,SUCCESS,2023-10-07T00:00:00,2011902482865228
T692,91751274452,Sadiq Peter Adeyemi,67501830636,63901,NGN,gift,GIFT,SUCCESS,2023-03-28T00:00:00,4182114752524486
T693,68444092829,Benson Adebayo,82941053743,4094790,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2021-08-01T00:00:00,7047576356696078
T694,66602793116,Adebayo Lawal,66514512804,32293,NGN,gift,GIFT,SUCCESS,2024-06-01T00:00:00,7497314614767411
T695,02826458937,Zola Limited,35686409564,21137,NGN,gift,GIFT,SUCCESS,2023-08-04T00:00:00,0065719430637700
T696,49784877697,Adebayo Balogun,62673960843,79711,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2023-08-24T00:00:00,8254799831533906
T697,00881728333,Adebayo Adebayo,44336742495,88291,NGN,refund,REFUND,SUCCESS,2020-01-16T00:00:00,4155023987946839
T698,46410383844,McVine Limited,47325240367,87040,NGN,tax,TAX,SUCCESS,2024-01-17T00:00:00,3670938547139557
T699,64941936969,Ngozi Ahmed,65662440865,61023,NGN,gift,GIFT,SUCCESS,2020-01-19T00:00:00,7169214414772101
T700,36375890163,Sola Peter Lawal,92944892728,27139,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2025-10-03T00:00:00,0785922416532507
T701,52745261496,Sadiq Okafor,09182189752,41114,NGN,salary,SALARY,SUCCESS,2023-07-10T00:00:00,2902679790406609
T702,19844616875,Benson Adebayo,07728996129,60489,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2020-12-14T00:00:00,7882969134451609
T703,66395202624,Adean Limited,36096287809,12038526,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2020-06-19T00:00:00,1534649976507326
T704,38012778262,Adean Limited,36096287809,97636,NGN,gift,GIFT,SUCCESS,2024-09-09T00:00:00,3299124234402264
T705,00233502356,Tunde James Ogun,06936871678,18653,NGN,purchase,PURCHASE,SUCCESS,2025-08-02T00:00:00,7447898145730664
T706,31741558210,McVine Limited,47325240367,8897,NGN,refund,REFUND,SUCCESS,2023-01-22T00:00:00,0460713496365642
T707,88336814856,Adebayo Sadiq,64865020118,85648,NGN,refund,REFUND,SUCCESS,2024-01-29T00:00:00,3843728422892281
T708,57460656050,Adean Limited,36096287809,47310,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2024-12-07T00:00:00,4502236031605617
T709,71867012027,Chukwudi Peter Okafor,79445010696,21473,NGN,gift,GIFT,SUCCESS,2024-10-17T00:00:00,4283956358474553
T710,67856871976,Benson Ogun,35306376013,31698,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2025-06-20T00:00:00,6145041832653969
T711,26002374076,Oluwatobi Okafor,47061170019,10823616,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2023-10-11T00:00:00,5665286775361577
T712,60783488805,Blessing Johnson,99398746640,36512,NGN,purchase,PURCHASE,SUCCESS,2021-10-12T00:00:00,9338854331932393
T713,47755320892,Kobo Limited,64223246993,4586,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2022-04-03T00:00:00,3949729764840653
T714,51761632488,McVine Limited,84629523996,83455,NGN,purchase,PURCHASE,SUCCESS,2023-03-04T00:00:00,0172943017455158
T715,99033324876,Sola Balogun,99373442738,25506,NGN,salary,SALARY,SUCCESS,2023-12-28T00:00:00,0704984603314162
T716,47837905333,McVine Limited,42306272460,43065,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2024-03-23T00:00:00,9213182865374092
T717,51876653159,Ibrahim Okafor,73434681145,2813202,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2023-04-21T00:00:00,0040676780372991
T718,19793908760,Adean Limited,25545459800,28724,NGN,gift,GIFT,SUCCESS,2023-03-12T00:00:00,7697078917196503
T719,45473722111,Zola Limited,02814854157,76576,NGN,gift,GIFT,SUCCESS,2021-11-06T00:00:00,9094656685909252
T720,49784877697,Zola Limited,95763529825,90571,NGN,salary,SALARY,SUCCESS,2021-07-29T00:00:00,7636374200612765
T721,29203390014,McVine POS,74267250079,4183,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2021-10-04T00:00:00,2791243036601671
T722,85978388955,Blessing Adebayo,26847544398,77539,NGN,gift,GIFT,SUCCESS,2021-01-02T00:00:00,0842913989268653
T723,97243451996,Benson James Adebayo,50796136864,6576594,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2023-11-14T00:00:00,7700996996633841
T724,24114380351,McVine POS,02511749351,15742,NGN,subscription,SUBSCRIPTION,SUCCESS,2025-03-24T00:00:00,0111646032859209
T725,39743115071,Sola Bello,55927236237,15870,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2020-08-01T00:00:00,2450998458498144
T726,51751993177,Ngozi Sadiq,58214535388,87882,NGN,tax,TAX,SUCCESS,2022-05-16T00:00:00,2013448619440235
T727,07746885167,Adean Limited,95351595162,85753,NGN,refund,REFUND,SUCCESS,2024-02-14T00:00:00,9930957808580232
T728,06353949315,McVine Limited,65266992450,61225,NGN,gift,GIFT,SUCCESS,2021-12-19T00:00:00,3425599458347358
T729,61412574210,Benson Bello,91284954826,38706,NGN,tax,TAX,SUCCESS,2023-10-12T00:00:00,0363193508436607
T730,51819336855,Prime Limited,58080644565,55376,NGN,tax,TAX,SUCCESS,2020-01-28T00:00:00,6627813711407606
T731,87921224805,McVine POS,74267250079,26175,NGN,purchase,PURCHASE,SUCCESS,2022-07-07T00:00:00,5187289814290852
T732,80945314531,Kobo Limited,64223246993,43302,NGN,purchase,PURCHASE,SUCCESS,2021-02-03T00:00:00,1533857526838268
T733,67501830636,Ngozi Johnson,35715082084,31208,NGN,subscription,SUBSCRIPTION,SUCCESS,2023-11-27T00:00:00,9663176310600674
T734,52293195194,Chukwudi Adebayo,34105712564,81591,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2024-09-29T00:00:00,2405790629376168
T735,25587341592,Hadiza Marie Adebayo,02690397285,82872,NGN,subscription,SUBSCRIPTION,SUCCESS,2025-07-03T00:00:00,3526262071698816
T736,95144352557,Adean POS,87442137541,62976,NGN,salary,SALARY,SUCCESS,2024-12-19T00:00:00,1373386548799885
T737,46396056492,Benson Marie Lawal,13144600399,14147,NGN,tax,TAX,SUCCESS,2024-10-01T00:00:00,5178157536975394
T738,52937041810,Funke Abdul Okafor,50296813370,19886,NGN,refund,REFUND,SUCCESS,2024-08-30T00:00:00,5683685405140128
T739,83288398791,Chinedu Peter Johnson,92089341934,49898,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2024-04-20T00:00:00,5372221364238626
T740,72810632264,Prime Limited,70576783882,8855260,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2020-01-12T00:00:00,1566861276892022
T741,35293340911,Zola POS,65043339563,14882,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-08-15T00:00:00,4462748687191051
T742,94211679384,McVine POS,64673941740,5428144,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2022-09-06T00:00:00,8147708548021895
T743,44384115669,Benson Balogun,25517725868,19447,NGN,refund,REFUND,SUCCESS,2023-01-31T00:00:00,7475789872422280
T744,92576870644,Kobo Limited,37098022980,45528,NGN,refund,REFUND,SUCCESS,2021-01-07T00:00:00,4295257063196659
T745,49608748741,Blessing Olu Bello,13287095799,61203,NGN,tax,TAX,SUCCESS,2020-02-05T00:00:00,6401110864766215
T746,84357223735,Sadiq Sadiq,47547109692,84966,NGN,salary,SALARY,SUCCESS,2021-02-15T00:00:00,1293998501585555
T747,11638760251,Zola Limited,02814854157,98375,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2024-12-03T00:00:00,1286722896432202
T748,95338542467,Adean POS,37905524412,41460,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2022-11-25T00:00:00,3633023375563388
T749,42797308694,Tunde Adebayo,56428134255,12775,NGN,gift,GIFT,SUCCESS,2025-05-02T00:00:00,9209077642224817
T750,79074306918,Tunde Adebayo,17046273618,23394,NGN,refund,REFUND,SUCCESS,2022-11-20T00:00:00,1999025271419890
T751,84536484204,Sadiq Abdul Ogun,20671528099,30381,NGN,subscription,SUBSCRIPTION,SUCCESS,2025-05-09T00:00:00,0682296654423003
T752,26081525708,Blessing Okafor,41108927649,48711,NGN,subscription,SUBSCRIPTION,SUCCESS,2022-01-04T00:00:00,9910687310575657
T753,41165481939,Hadiza Adeyemi,03675318487,25769,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2021-05-06T00:00:00,4852702297831315
T754,18400017128,Ibrahim Olu Sadiq,74260451781,18727,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2020-02-21T00:00:00,2886222167886077
T755,10737909814,Chinedu Ahmed,85978388955,19534,NGN,gift,GIFT,SUCCESS,2023-04-16T00:00:00,6057493425048093
T756,10397642499,Zola Limited,95763529825,8533,NGN,purchase,PURCHASE,SUCCESS,2021-08-23T00:00:00,3198641263945601
T757,75079083137,Hadiza Abdul Balogun,99398746640,66619,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2025-09-06T00:00:00,5148015029743182
T758,71652521148,Ngozi Lawal,01316462174,50220,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-01-12T00:00:00,0028738279922798
T759,64118269772,Prime Limited,10704537008,67918,NGN,subscription,SUBSCRIPTION,SUCCESS,2020-11-01T00:00:00,8201185118931169
T760,21897561085,Chukwudi Okafor,28270572591,8909,NGN,purchase,PURCHASE,SUCCESS,2021-09-23T00:00:00,3200765961953883
T761,19188470225,McVine Limited,42306272460,31168,NGN,tax,TAX,SUCCESS,2020-11-10T00:00:00,4038903299819492
T762,36380688651,McVine Limited,65266992450,99695,NGN,tax,TAX,SUCCESS,2021-05-29T00:00:00,1940340893117105
T763,35782109951,Kobo POS,64430006350,39876,NGN,subscription,SUBSCRIPTION,SUCCESS,2025-01-16T00:00:00,5320899062754904
T764,27757518427,McVine Limited,39888226182,32743,NGN,subscription,SUBSCRIPTION,SUCCESS,2024-02-26T00:00:00,1076938200726677
T765,36780187208,Hadiza Ahmed,99651880623,4542661,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2023-10-18T00:00:00,5789694364745741
T766,60431620373,Zola Limited,95763529825,84843,NGN,refund,REFUND,SUCCESS,2020-08-24T00:00:00,7825735546388488
T767,91959273518,Zola Limited,95763529825,43607,NGN,refund,REFUND,SUCCESS,2022-08-10T00:00:00,0530895782188968
T768,44489095691,Zola Limited,12486873382,11309,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-09-24T00:00:00,4141877678610783
T769,29557828954,Adean POS,97924636869,7447,NGN,refund,REFUND,SUCCESS,2022-10-03T00:00:00,3260347191592624
T770,25714589455,Adebayo Peter Adeyemi,07264830534,22144,NGN,gift,GIFT,SUCCESS,2025-11-17T00:00:00,8200010270454404
T771,44458372149,Tunde Ahmed,83904832093,56545,NGN,purchase,PURCHASE,SUCCESS,2021-08-09T00:00:00,4644009698405402
T772,66505250753,McVine Limited,39888226182,73326,NGN,purchase,PURCHASE,SUCCESS,2020-02-05T00:00:00,3097804819711752
T773,29108792174,Yemi Marie Adebayo,92766666552,17976,NGN,salary,SALARY,SUCCESS,2020-11-09T00:00:00,7897577179454081
T774,29108792174,Zola POS,44453508349,57777,NGN,purchase,PURCHASE,SUCCESS,2022-07-28T00:00:00,8573521953614184
T775,81476425365,Ibrahim Abdul Okafor,04658910749,41508,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2024-05-18T00:00:00,3012790591376069
T776,89134548759,Zola POS,65043339563,40587,NGN,refund,REFUND,SUCCESS,2021-08-03T00:00:00,9612911435416100
T777,75518200031,Chukwudi Ahmed,80071596798,3880,NGN,refund,REFUND,SUCCESS,2022-08-20T00:00:00,1548743817541098
T778,21866471582,McVine POS,26049363106,93484,NGN,salary,SALARY,SUCCESS,2024-05-02T00:00:00,4874501764685962
T779,66698713177,Adean POS,37905524412,41033,NGN,tax,TAX,SUCCESS,2023-09-04T00:00:00,8996879349286111
T780,46156034688,Ngozi Lawal,81341257393,70304,NGN,refund,REFUND,SUCCESS,2025-03-16T00:00:00,7171439276187724
T781,34689139913,Kobo Limited,64223246993,86887,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2020-08-28T00:00:00,1771133389282919
T782,70247970998,Chinedu Okoye,34689139913,96797,NGN,subscription,SUBSCRIPTION,SUCCESS,2022-09-29T00:00:00,2351175743436669
T783,07124201423,Ibrahim Olu Balogun,07055328414,85303,NGN,gift,GIFT,SUCCESS,2025-03-26T00:00:00,6069640981075682
T784,15310507730,Adebayo Sadiq,17050310466,73934,NGN,refund,REFUND,SUCCESS,2020-10-27T00:00:00,1589350268334777
T785,24835941076,Zola POS,44453508349,87922,NGN,salary,SALARY,SUCCESS,2021-01-13T00:00:00,0682014103324410
T786,86387256827,Blessing Ahmed,06936871678,23621,NGN,gift,GIFT,SUCCESS,2024-05-31T00:00:00,8426027425884018
T787,87928672383,Adean Limited,25545459800,19567,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2022-06-23T00:00:00,0392319529574376
T788,81589785028,Zola Limited,95763529825,8699,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2023-12-28T00:00:00,5625543794863695
T789,90876886511,Ngozi Lawal,81152855955,46547,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2023-11-13T00:00:00,6062103531845835
T790,35870594087,Sola Danladi,15192924108,94204,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2024-04-06T00:00:00,3175825897076133
T791,28444873010,McVine Limited,65266992450,85833,NGN,refund,REFUND,SUCCESS,2024-02-21T00:00:00,4284718137402080
T792,98702260926,Chukwudi Abdul Adeyemi,09515403011,49820,NGN,gift,GIFT,SUCCESS,2022-03-14T00:00:00,4886104324509298
T793,39631618601,Prime Limited,70576783882,11922870,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2020-12-09T00:00:00,9972871474671784
T794,24277927695,Ngozi Okoye,42871422713,74009,NGN,refund,REFUND,SUCCESS,2024-09-19T00:00:00,6675164126705873
T795,36458362792,McVine Limited,39888226182,91662,NGN,purchase,PURCHASE,SUCCESS,2021-06-10T00:00:00,9597552025270377
T796,65477279353,Zola POS,65043339563,52703,NGN,refund,REFUND,SUCCESS,2021-05-27T00:00:00,0076029223131508
T797,49784877697,Hadiza Okoye,32513320174,59699,NGN,salary,SALARY,SUCCESS,2022-09-11T00:00:00,7546223291067879
T798,36354441520,McVine Limited,42306272460,17873,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2023-04-17T00:00:00,8877850278278713
T799,81105780492,McVine Limited,47325240367,14150479,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2024-04-04T00:00:00,4091934940363531
T800,22577795939,Sola Peter Lawal,17735118764,50818,NGN,tax,TAX,SUCCESS,2023-11-18T00:00:00,8717221706072555
T801,18949664247,Kobo Limited,37098022980,8564,NGN,tax,TAX,SUCCESS,2020-01-30T00:00:00,0061943281266100
T802,16279696009,Blessing Marie Ogun,93958733641,82000,NGN,purchase,PURCHASE,SUCCESS,2025-12-28T00:00:00,4603050747105763
T803,75142306924,Ibrahim Okafor,69093655011,80263,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2020-12-20T00:00:00,3661178837440068
T804,61099068575,Tunde Danladi,73355700289,20038,NGN,subscription,SUBSCRIPTION,SUCCESS,2025-06-25T00:00:00,6418324608837471
T805,74731762453,Hadiza Adebayo,98841302180,14535,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2023-09-12T00:00:00,2645891170247358
T806,34076284307,Adean Limited,36096287809,41521,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2023-04-26T00:00:00,4375188465178959
T807,13993582832,Prime Limited,61118302114,48053,NGN,salary,SALARY,SUCCESS,2020-08-25T00:00:00,2003635634547572
T808,95776771692,Yemi James Okafor,39946613678,23671,NGN,purchase,PURCHASE,SUCCESS,2023-10-22T00:00:00,7656962803486799
T809,82716663269,Zola Limited,35686409564,22578,NGN,tax,TAX,SUCCESS,2020-06-23T00:00:00,8868829464308862
T810,65160154227,Prime Limited,70576783882,16676,NGN,purchase,PURCHASE,SUCCESS,2025-10-29T00:00:00,1792926275469469
T811,21089591484,Chukwudi Adebayo,32433157647,59297,NGN,salary,SALARY,SUCCESS,2024-06-15T00:00:00,3970994749655386
T812,19107882939,Adean Limited,82878307132,62980,NGN,subscription,SUBSCRIPTION,SUCCESS,2025-05-08T00:00:00,0254984669591278
T813,04293069861,Yemi Balogun,07625781029,19419,NGN,gift,GIFT,SUCCESS,2025-07-13T00:00:00,6938566510138020
T814,24760272676,Benson Okoye,85731545363,37727,NGN,purchase,PURCHASE,SUCCESS,2021-11-20T00:00:00,0448923823429746
T815,35262183758,Prime Limited,10704537008,96175,NGN,refund,REFUND,SUCCESS,2025-05-11T00:00:00,0729531744199133
T816,20470895976,Sola James Ahmed,80768936395,17793,NGN,gift,GIFT,SUCCESS,2023-11-11T00:00:00,7996638687390890
T817,10277875455,Kobo Limited,37098022980,42869,NGN,salary,SALARY,SUCCESS,2020-07-14T00:00:00,9011604287722810
T818,30405397618,Adean POS,37905524412,10102347,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2025-05-29T00:00:00,8387748679796101
T819,07184613412,Prime Limited,70576783882,73038,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2021-06-30T00:00:00,0304309640166723
T820,00941983041,Prime Limited,58080644565,14067,NGN,subscription,SUBSCRIPTION,SUCCESS,2024-06-11T00:00:00,3424936945178437
T821,22857737589,Adebayo Marie Ogun,62008615606,18118,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-12-29T00:00:00,0598660370896014
T822,36506042687,McVine Limited,84629523996,98542,NGN,refund,REFUND,SUCCESS,2023-02-07T00:00:00,3158909255747283
T823,24488075673,Adean Limited,25545459800,88335,NGN,purchase,PURCHASE,SUCCESS,2024-08-25T00:00:00,5786566112515950
T824,58696968829,Yemi Johnson,66804772267,98716,NGN,subscription,SUBSCRIPTION,SUCCESS,2025-07-04T00:00:00,5724633017429111
T825,77430861286,Zola POS,65043339563,11964,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2021-07-19T00:00:00,1376375839640719
T826,15612432887,Yemi James Okafor,30378664331,66397,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2024-11-30T00:00:00,4258909013776414
T827,30485093743,Ngozi Adeyemi,41943250988,82295,NGN,tax,TAX,SUCCESS,2025-05-13T00:00:00,6677277211445575
