account_id,bvn,bank_name,bank_code,account_number,account_type
A161_1,53636489136,First Bank,011,87207885060,savings
A161_2,53636489136,Union Bank,032,19036821141,savings
A162_1,78944155693,Zenith Bank,057,26860426434,current
A162_2,78944155693,UBA,033,25587341592,current
A162_3,78944155693,Access Bank,044,34624046951,current
A162_4,78944155693,Zenith Bank,057,87281064290,current
A163_1,23434303911,Polaris Bank,076,18525286432,current
A163_2,23434303911,First Bank,011,41267201967,savings
A163_3,23434303911,First Bank,011,16134964098,savings
A163_4,23434303911,GTBank,058,68595421859,savings
A163_5,23434303911,First Bank,011,51103747924,current
A164_1,48335688425,Zenith Bank,057,79371969868,current
A164_2,48335688425,UBA,033,98193359215,current
A164_3,48335688425,First Bank,011,81757310916,current
A164_4,48335688425,Polaris Bank,076,66327002503,current
A164_5,48335688425,GTBank,058,38018759597,savings
A165_1,91502438649,GTBank,058,17241329417,current
A165_2,91502438649,Polaris Bank,076,05656334949,savings
A165_3,91502438649,Union Bank,032,94763251552,current
A165_4,91502438649,Zenith Bank,057,16475802915,current
A166_1,56815577559,UBA,033,62018521053,savings
A166_2,56815577559,Zenith Bank,057,24128264611,savings
A166_3,56815577559,Union Bank,032,18617542694,current
A166_4,56815577559,Zenith Bank,057,36144045036,current
A167_1,09947293853,GTBank,058,65481769084,current
A167_2,09947293853,GTBank,058,61756265558,savings
A168_1,08101947987,Zenith Bank,057,80768936395,savings
A168_2,08101947987,Access Bank,044,14627457009,savings
A168_3,08101947987,First Bank,011,28834501796,current
A168_4,08101947987,UBA,033,12853888468,savings
A168_5,08101947987,First Bank,011,15140508283,current
A169_1,08905895306,UBA,033,80283790485,savings
A169_2,08905895306,First Bank,011,30479841714,savings
A169_3,08905895306,Access Bank,044,64389007858,savings
A169_4,08905895306,GTBank,058,50764414893,savings
A170_1,39200478508,First Bank,011,10362264102,savings
A170_2,39200478508,First Bank,011,47392797265,current
A171_1,35134940985,Access Bank,044,19664140238,savings
A171_2,35134940985,Zenith Bank,057,08303423656,savings
A172_1,53068998573,Zenith Bank,057,99295477294,savings
A172_2,53068998573,Union Bank,032,10790253363,current
A172_3,53068998573,Zenith Bank,057,78615321444,current
A172_4,53068998573,Zenith Bank,057,48209263017,current
A172_5,53068998573,Polaris Bank,076,24218626154,current
A173_1,07072268376,First Bank,011,60420639839,current
A173_2,07072268376,First Bank,011,61099068575,current
A173_3,07072268376,GTBank,058,93561769995,current
A173_4,07072268376,Polaris Bank,076,51876653159,current
A173_5,07072268376,Zenith Bank,057,27347127833,savings
A174_1,96644581574,Zenith Bank,057,51481141477,current
A174_2,96644581574,Access Bank,044,71046918993,current
A174_3,96644581574,First Bank,011,62238361709,current
A174_4,96644581574,Access Bank,044,96747777585,savings
A175_1,85363455902,GTBank,058,98742833124,savings
A175_2,85363455902,Access Bank,044,82997961287,savings
A175_3,85363455902,Zenith Bank,057,50851483294,current
A175_4,85363455902,Union Bank,032,58217844289,savings
A175_5,85363455902,First Bank,011,98720134760,current
A176_1,80175158696,UBA,033,87218987005,savings
A176_2,80175158696,GTBank,058,70666235988,current
A176_3,80175158696,GTBank,058,64655229874,current
A177_1,36143167748,First Bank,011,84536484204,savings
A177_2,36143167748,GTBank,058,38345126963,savings
A177_3,36143167748,GTBank,058,90373370025,savings
A178_1,83721345208,Zenith Bank,057,60783488805,current
A178_2,83721345208,First Bank,011,07590538874,savings
A178_3,83721345208,GTBank,058,34095342422,savings
A178_4,83721345208,First Bank,011,39797745074,current
A178_5,83721345208,UBA,033,56389018421,current
A179_1,58704478065,Zenith Bank,057,36375890163,savings
A179_2,58704478065,Zenith Bank,057,17149041847,current
A179_3,58704478065,Polaris Bank,076,32429656361,savings
A180_1,89364237991,GTBank,058,10406506830,savings
A180_2,89364237991,Polaris Bank,076,28853642560,savings
A180_3,89364237991,Union Bank,032,12151563586,current
A180_4,89364237991,First Bank,011,20229614009,savings
A180_5,89364237991,UBA,033,54635153343,current
A181_1,58899878547,UBA,033,34689139913,savings
A181_2,58899878547,GTBank,058,03032960240,current
A181_3,58899878547,Union Bank,032,20507464176,savings
A181_4,58899878547,Zenith Bank,057,00817814806,savings
A181_5,58899878547,Zenith Bank,057,38286736881,current
A182_1,59486085704,GTBank,058,33565410715,savings
A182_2,59486085704,Zenith Bank,057,77230728691,savings
A182_3,59486085704,Zenith Bank,057,33225482192,current
A182_4,59486085704,First Bank,011,24536468083,savings
A182_5,59486085704,GTBank,058,94662395725,savings
A183_1,24016115335,GTBank,058,39131574656,current
A183_2,24016115335,Polaris Bank,076,42764409299,savings
A184_1,47940598991,Zenith Bank,057,13346213184,savings
A184_2,47940598991,First Bank,011,15701053243,current
A184_3,47940598991,First Bank,011,77017178874,current
A184_4,47940598991,Zenith Bank,057,53690812350,current
A185_1,96112436423,GTBank,058,37648115606,current
A185_2,96112436423,Access Bank,044,40471895778,current
A185_3,96112436423,Polaris Bank,076,11478009725,current
A185_4,96112436423,First Bank,011,44084053467,savings
A185_5,96112436423,Zenith Bank,057,51303653072,savings
A186_1,51148346999,First Bank,011,19683909740,current
A186_2,51148346999,Access Bank,044,77099759657,savings
A187_1,34747726696,Zenith Bank,057,24760272676,current
A187_2,34747726696,UBA,033,56339033447,savings
A188_1,51346504907,Polaris Bank,076,65477279353,savings
A188_2,51346504907,Polaris Bank,076,02951177447,current
A188_3,51346504907,GTBank,058,92766666552,current
A188_4,51346504907,UBA,033,44849125341,savings
A189_1,36946616957,UBA,033,35194724711,savings
A189_2,36946616957,Union Bank,032,82426979516,current
A189_3,36946616957,First Bank,011,89270764543,current
A189_4,36946616957,UBA,033,98576974808,savings
A189_5,36946616957,Zenith Bank,057,37564112871,savings
A190_1,36124236477,Access Bank,044,15085737537,current
A190_2,36124236477,Polaris Bank,076,18168228510,current
A190_3,36124236477,GTBank,058,77946131833,current
A190_4,36124236477,GTBank,058,68443602216,savings
A190_5,36124236477,First Bank,011,63499887522,savings
A191_1,30305578905,UBA,033,64065018095,savings
A191_2,30305578905,UBA,033,22740807044,current
A191_3,30305578905,GTBank,058,15245581871,current
A192_1,92426342625,UBA,033,08541760836,savings
A192_2,92426342625,First Bank,011,11233746926,current
A192_3,92426342625,Zenith Bank,057,17786199677,current
A192_4,92426342625,GTBank,058,22983378335,current
A193_1,09046142826,Access Bank,044,76420179599,current
A193_2,09046142826,Access Bank,044,69426316239,savings
A193_3,09046142826,Polaris Bank,076,48097885554,current
A193_4,09046142826,Zenith Bank,057,57252070773,current
A194_1,94814436727,Access Bank,044,93599835230,savings
A194_2,94814436727,Zenith Bank,057,59757809697,current
A194_3,94814436727,Zenith Bank,057,84891315477,current
A194_4,94814436727,Zenith Bank,057,84263031857,current
A194_5,94814436727,First Bank,011,62898751131,savings
A195_1,75933223429,First Bank,011,20417519555,savings
A195_2,75933223429,Union Bank,032,71467319732,savings
A195_3,75933223429,First Bank,011,90349133096,savings
A195_4,75933223429,Union Bank,032,90634926312,savings
A195_5,75933223429,Zenith Bank,057,11670886341,savings
A196_1,15186397024,Access Bank,044,08903551080,savings
A196_2,15186397024,Union Bank,032,14985166349,savings
A197_1,35960485158,GTBank,058,37455928331,savings
A197_2,35960485158,UBA,033,77679068230,current
A197_3,35960485158,GTBank,058,43685426512,current
A197_4,35960485158,GTBank,058,38284566350,current
A197_5,35960485158,Zenith Bank,057,40509817134,savings
A198_1,99188516717,Zenith Bank,057,29531166871,current
A198_2,99188516717,Access Bank,044,82992998419,savings
A199_1,07627507141,UBA,033,80928179146,current
A199_2,07627507141,Access Bank,044,01316462174,savings
A199_3,07627507141,GTBank,058,87789082641,current
A200_1,72196538689,Union Bank,032,23074524298,current
A200_2,72196538689,UBA,033,58359365795,savings
A200_3,72196538689,Access Bank,044,92576870644,savings
A200_4,72196538689,UBA,033,98676050909,savings
A201_1,78283924049,Zenith Bank,057,40358933904,current
A201_2,78283924049,Zenith Bank,057,67284343110,savings
A201_3,78283924049,Zenith Bank,057,59757536105,current
A201_4,78283924049,GTBank,058,81331387876,savings
A202_1,32821902628,Access Bank,044,84459115359,current
A202_2,32821902628,Union Bank,032,77982399339,savings
A203_1,38775099751,Zenith Bank,057,45064491550,current
A203_2,38775099751,UBA,033,47039228054,savings
A203_3,38775099751,Polaris Bank,076,92456358915,current
A203_4,38775099751,Union Bank,032,89075700411,savings
A204_1,80973047683,Access Bank,044,42022360402,savings
A204_2,80973047683,GTBank,058,90319503095,savings
A205_1,91612389558,First Bank,011,83231594699,current
A205_2,91612389558,First Bank,011,95341533281,current
A205_3,91612389558,Polaris Bank,076,00948675806,current
A205_4,91612389558,Union Bank,032,76217264344,current
A205_5,91612389558,Union Bank,032,56397765093,savings
A206_1,67503190887,Union Bank,032,98702260926,current
A206_2,67503190887,First Bank,011,02889983801,savings
A207_1,62967939694,Zenith Bank,057,06071601170,current
A207_2,62967939694,GTBank,058,17976228273,savings
A207_3,62967939694,Zenith Bank,057,95419412817,savings
A207_4,62967939694,GTBank,058,26415097123,savings
A208_1,93993263120,First Bank,011,15310507730,savings
A208_2,93993263120,Polaris Bank,076,60003587050,current
A208_3,93993263120,Zenith Bank,057,96264766394,savings
A208_4,93993263120,UBA,033,48227932174,current
A208_5,93993263120,Access Bank,044,14752483944,current
A209_1,43333722118,Polaris Bank,076,11638760251,current
A209_2,43333722118,Zenith Bank,057,94902519676,savings
A209_3,43333722118,Access Bank,044,13277467560,savings
A209_4,43333722118,UBA,033,70080839212,savings
A209_5,43333722118,GTBank,058,39584721591,current
A210_1,19456628219,Polaris Bank,076,34540463303,savings
A210_2,19456628219,Polaris Bank,076,13319769379,savings
A210_3,19456628219,Zenith Bank,057,39465932599,savings
A210_4,19456628219,UBA,033,49023440774,savings
A210_5,19456628219,Union Bank,032,30890531436,current
A211_1,63887439754,Union Bank,032,72105200773,savings
A211_2,63887439754,Union Bank,032,16848711717,savings
A211_3,63887439754,First Bank,011,17046273618,current
A211_4,63887439754,First Bank,011,61268010111,savings
A212_1,67013916565,Zenith Bank,057,27003768077,savings
A212_2,67013916565,Polaris Bank,076,96379669573,current
A212_3,67013916565,UBA,033,74473915034,current
A212_4,67013916565,Union Bank,032,37948417398,current
A213_1,38134891920,First Bank,011,95247491909,savings
A213_2,38134891920,Access Bank,044,97615424963,current
A213_3,38134891920,Access Bank,044,64112788390,current
A214_1,32969969423,Zenith Bank,057,68258383135,current
A214_2,32969969423,UBA,033,68924772180,savings
A214_3,32969969423,Union Bank,032,20365794382,savings
A214_4,32969969423,UBA,033,95177172748,savings
A215_1,22206437943,First Bank,011,41191853375,current
A215_2,22206437943,GTBank,058,63380255807,savings
A215_3,22206437943,GTBank,058,49111703303,savings
A215_4,22206437943,UBA,033,45563188419,current
A216_1,20606640799,Zenith Bank,057,66505250753,savings
A216_2,20606640799,UBA,033,31066233872,savings
A216_3,20606640799,First Bank,011,32120665410,savings
A216_4,20606640799,Zenith Bank,057,78257868830,savings
A216_5,20606640799,Polaris Bank,076,58253213477,current
A217_1,96145298268,Union Bank,032,10214804078,current
A217_2,96145298268,Access Bank,044,14999169789,savings
A217_3,96145298268,Access Bank,044,00285527471,savings
A217_4,96145298268,Polaris Bank,076,33044108698,current
A218_1,72269168905,Zenith Bank,057,38539753645,current
A218_2,72269168905,Zenith Bank,057,43287453468,current
A218_3,72269168905,Zenith Bank,057,96456839913,savings
A218_4,72269168905,Access Bank,044,85978388955,savings
A218_5,72269168905,First Bank,011,25976743839,current
A219_1,23471648810,Union Bank,032,73269102286,savings
A219_2,23471648810,UBA,033,29434633245,current
A219_3,23471648810,Access Bank,044,65694324777,current
A220_1,66394004945,Access Bank,044,57460656050,savings
A220_2,66394004945,Access Bank,044,46396056492,savings
A220_3,66394004945,UBA,033,06469042376,savings
A220_4,66394004945,Polaris Bank,076,70136824791,savings
A220_5,66394004945,Access Bank,044,19604747835,current
A221_1,42540293499,Polaris Bank,076,49320714521,savings
A221_2,42540293499,UBA,033,73350525383,savings
A222_1,88144036581,Polaris Bank,076,01646984703,current
A222_2,88144036581,Union Bank,032,06936871678,savings
A223_1,25405457770,Access Bank,044,95386696654,savings
A223_2,25405457770,Polaris Bank,076,69560698529,current
A223_3,25405457770,Access Bank,044,95338542467,savings
A223_4,25405457770,Access Bank,044,86167524517,current
A224_1,62781642425,GTBank,058,89019949525,savings
A224_2,62781642425,Union Bank,032,29641431179,savings
A225_1,82527962850,GTBank,058,32057193501,current
A225_2,82527962850,GTBank,058,81242689206,current
A225_3,82527962850,UBA,033,55321074736,current
A225_4,82527962850,Zenith Bank,057,07264830534,savings
A225_5,82527962850,Union Bank,032,37663723422,savings
A226_1,38965607053,Union Bank,032,94186588937,savings
A226_2,38965607053,First Bank,011,71652521148,savings
A226_3,38965607053,GTBank,058,23520067991,current
A226_4,38965607053,GTBank,058,98281701811,current
A226_5,38965607053,Access Bank,044,53151731285,savings
A227_1,31482637447,First Bank,011,04763545993,current
A227_2,31482637447,Access Bank,044,75454825326,current
A228_1,32047277457,First Bank,011,23732192161,current
A228_2,32047277457,Union Bank,032,04364535498,current
A228_3,32047277457,Union Bank,032,03350175056,current
A229_1,04746205144,Union Bank,032,83776171622,savings
A229_2,04746205144,GTBank,058,39154815290,savings
A230_1,10772916168,Union Bank,032,36568568728,current
A230_2,10772916168,GTBank,058,43547493811,savings
A230_3,10772916168,Polaris Bank,076,82941053743,savings
A230_4,10772916168,Union Bank,032,26967904449,current
A230_5,10772916168,Zenith Bank,057,91284954826,savings
A231_1,35581071489,Polaris Bank,076,28696601309,savings
A231_2,35581071489,First Bank,011,96811391565,current
A232_1,14817542233,Access Bank,044,82933211051,savings
A232_2,14817542233,Polaris Bank,076,91723324496,current
A232_3,14817542233,Access Bank,044,92401100821,current
A232_4,14817542233,UBA,033,49784877697,savings
A232_5,14817542233,Access Bank,044,07944918269,savings
A233_1,74767830485,Polaris Bank,076,64984755703,current
A233_2,74767830485,Union Bank,032,59084485982,current
A233_3,74767830485,Union Bank,032,36029225094,current
A233_4,74767830485,UBA,033,00085890877,current
A234_1,76455578937,First Bank,011,72664921093,savings
A234_2,76455578937,UBA,033,01199077217,current
A234_3,76455578937,Union Bank,032,17741620733,savings
A234_4,76455578937,First Bank,011,52098700118,savings
A234_5,76455578937,First Bank,011,49608748741,current
A235_1,77092694736,First Bank,011,96489808551,savings
A235_2,77092694736,Access Bank,044,45571876254,savings
A235_3,77092694736,Union Bank,032,80391231340,current
A236_1,03209378968,Zenith Bank,057,50037790798,current
A236_2,03209378968,Access Bank,044,96149380371,savings
A236_3,03209378968,First Bank,011,95144352557,savings
A236_4,03209378968,UBA,033,31971847178,savings
A237_1,90527715026,Access Bank,044,22814649412,savings
A237_2,90527715026,UBA,033,58592722003,savings
A237_3,90527715026,Union Bank,032,21021643416,savings
A238_1,83466426238,Union Bank,032,78752122174,savings
A238_2,83466426238,Polaris Bank,076,53646243129,savings
A238_3,83466426238,GTBank,058,76395612320,current
A238_4,83466426238,Polaris Bank,076,70582287656,savings
A238_5,83466426238,GTBank,058,69093655011,current
A239_1,74621486504,Access Bank,044,45618282490,current
A239_2,74621486504,Zenith Bank,057,72230051254,savings
A239_3,74621486504,Polaris Bank,076,09602579242,savings
A239_4,74621486504,Polaris Bank,076,66088243059,current
A240_1,06975179561,Zenith Bank,057,21462119268,current
A240_2,06975179561,GTBank,058,84681310184,savings
A241_1,72112825569,Zenith Bank,057,24184369781,current
A241_2,72112825569,UBA,033,35981692791,current
A241_3,72112825569,UBA,033,36780187208,savings
A242_1,25352311482,UBA,033,57312807776,savings
A242_2,25352311482,First Bank,011,01760648486,savings
A242_3,25352311482,Zenith Bank,057,77679367522,savings
A243_1,08654490175,First Bank,011,22333554521,current
A243_2,08654490175,Polaris Bank,076,59303157504,current
A243_3,08654490175,First Bank,011,24856706699,savings
A243_4,08654490175,UBA,033,10898258972,current
A243_5,08654490175,First Bank,011,96548217163,savings
A244_1,10662156741,Zenith Bank,057,92403961932,savings
A244_2,10662156741,Zenith Bank,057,17735118764,current
A244_3,10662156741,Polaris Bank,076,42258597735,savings
A244_4,10662156741,First Bank,011,82716663269,current
A245_1,29273823732,Polaris Bank,076,15612432887,savings
A245_2,29273823732,Zenith Bank,057,96573345458,savings
A245_3,29273823732,Zenith Bank,057,01890171159,savings
A245_4,29273823732,Polaris Bank,076,63647859998,savings
A245_5,29273823732,UBA,033,36380688651,current
A246_1,23485741796,GTBank,058,77159030729,current
A246_2,23485741796,Access Bank,044,47061170019,savings
A246_3,23485741796,First Bank,011,33687360929,savings
A246_4,23485741796,GTBank,058,23045416476,savings
A246_5,23485741796,First Bank,011,69829135797,current
A247_1,24658102370,UBA,033,35782109951,current
A247_2,24658102370,First Bank,011,75372566769,current
A248_1,05175651527,Union Bank,032,82774590605,savings
A248_2,05175651527,First Bank,011,31790473975,savings
A248_3,05175651527,Zenith Bank,057,36968565082,savings
A249_1,89811663581,Polaris Bank,076,33408044661,savings
A249_2,89811663581,GTBank,058,83391873157,current
A249_3,89811663581,Zenith Bank,057,60094208438,savings
A250_1,91932016880,First Bank,011,04161544172,current
A250_2,91932016880,UBA,033,28453098774,savings
A250_3,91932016880,First Bank,011,53508789995,savings
A250_4,91932016880,Zenith Bank,057,72355012299,current
A251_1,39294494299,First Bank,011,25614531206,current
A251_2,39294494299,First Bank,011,35715082084,current
A251_3,39294494299,Zenith Bank,057,92221411476,savings
A252_1,90868858115,Zenith Bank,057,24885881630,savings
A252_2,90868858115,Polaris Bank,076,54747564914,savings
A252_3,90868858115,Zenith Bank,057,49247173050,savings
A252_4,90868858115,UBA,033,16319660399,current
A253_1,41069053345,GTBank,058,89198796284,current
A253_2,41069053345,UBA,033,52183756624,current
A253_3,41069053345,Polaris Bank,076,97060925445,savings
A253_4,41069053345,Zenith Bank,057,06279069453,savings
A254_1,85448815190,Access Bank,044,62020839366,savings
A254_2,85448815190,GTBank,058,01257332935,savings
A255_1,18612967878,Access Bank,044,06353949315,current
A255_2,18612967878,GTBank,058,92636618917,current
A256_1,39423836772,UBA,033,59144057520,current
A256_2,39423836772,First Bank,011,23343317388,current
A256_3,39423836772,UBA,033,79074306918,savings
A256_4,39423836772,Polaris Bank,076,27071359655,savings
A257_1,70325574895,Union Bank,032,52817598267,current
A257_2,70325574895,UBA,033,97376119998,current
A257_3,70325574895,Access Bank,044,90900136580,savings
A257_4,70325574895,Zenith Bank,057,18887800302,current
A258_1,51138535944,Polaris Bank,076,10357132958,savings
A258_2,51138535944,UBA,033,78118168666,savings
A258_3,51138535944,Polaris Bank,076,30022174014,savings
A258_4,51138535944,Union Bank,032,61134295211,savings
A258_5,51138535944,UBA,033,36576485735,savings
A259_1,79614247255,GTBank,058,24114380351,savings
A259_2,79614247255,Union Bank,032,33978539217,current
A259_3,79614247255,Union Bank,032,78282952287,savings
A260_1,14884110029,Polaris Bank,076,55921870737,savings
A260_2,14884110029,Union Bank,032,51825698555,current
A260_3,14884110029,Access Bank,044,66786325979,savings
A261_1,22396885108,First Bank,011,57753034671,savings
A261_2,22396885108,GTBank,058,95906461367,savings
A262_1,21674460670,Union Bank,032,01375429722,savings
A262_2,21674460670,First Bank,011,43564887172,savings
A262_3,21674460670,UBA,033,00535985315,current
A263_1,18573978076,First Bank,011,09124333392,savings
A263_2,18573978076,UBA,033,20711401645,current
A263_3,18573978076,Polaris Bank,076,05079480212,savings
A263_4,18573978076,First Bank,011,32886627221,current
A264_1,94496383046,Union Bank,032,18400017128,current
A264_2,94496383046,GTBank,058,51370155586,current
A264_3,94496383046,Zenith Bank,057,15813005410,savings
A265_1,39829941411,Polaris Bank,076,42010168248,current
A265_2,39829941411,Polaris Bank,076,98841302180,savings
A265_3,39829941411,Access Bank,044,94433577056,savings
A265_4,39829941411,Access Bank,044,90722758567,current
A266_1,53673126056,UBA,033,83524302204,current
A266_2,53673126056,UBA,033,28742655251,current
A266_3,53673126056,GTBank,058,80828891204,savings
A266_4,53673126056,UBA,033,14866662895,savings
A266_5,53673126056,UBA,033,26755874119,savings
A267_1,75699588998,Polaris Bank,076,35954540182,savings
A267_2,75699588998,Union Bank,032,43681152476,savings
A268_1,54821655475,First Bank,011,77430861286,savings
A268_2,54821655475,Access Bank,044,33195866168,current
A268_3,54821655475,UBA,033,72632260430,savings
A268_4,54821655475,GTBank,058,13319526250,savings
A269_1,24620493195,UBA,033,22857737589,savings
A269_2,24620493195,First Bank,011,71278390250,current
A270_1,77939742646,Zenith Bank,057,84789057555,savings
A270_2,77939742646,Access Bank,044,59784500259,savings
A271_1,86969565829,Union Bank,032,03236167606,current
A271_2,86969565829,Access Bank,044,92980144725,current
A271_3,86969565829,Access Bank,044,23471523040,current
A271_4,86969565829,Union Bank,032,82920996298,current
A272_1,44341893844,Zenith Bank,057,64272431673,current
A272_2,44341893844,Union Bank,032,03362066111,current
A272_3,44341893844,GTBank,058,17494631300,savings
A272_4,44341893844,Polaris Bank,076,17039595530,savings
A273_1,15944510583,First Bank,011,41112278346,current
A273_2,15944510583,Zenith Bank,057,85438199116,savings
A273_3,15944510583,Zenith Bank,057,58379064336,current
A273_4,15944510583,Zenith Bank,057,78801199257,current
A273_5,15944510583,UBA,033,66804772267,current
A274_1,11856883058,GTBank,058,13993582832,current
A274_2,11856883058,Zenith Bank,057,08877573429,current
A275_1,31299248253,UBA,033,86251456878,current
A275_2,31299248253,Polaris Bank,076,95787539478,savings
A275_3,31299248253,First Bank,011,24130075732,current
A275_4,31299248253,UBA,033,12524527116,current
A275_5,31299248253,Zenith Bank,057,09182189752,savings
A276_1,18028063419,Zenith Bank,057,30078232957,current
A276_2,18028063419,First Bank,011,27751349360,savings
A276_3,18028063419,Polaris Bank,076,17084138995,current
A276_4,18028063419,Zenith Bank,057,83904832093,current
A276_5,18028063419,GTBank,058,20089228516,current
A277_1,74507745215,UBA,033,56156670084,current
A277_2,74507745215,Zenith Bank,057,40436200479,current
A277_3,74507745215,Polaris Bank,076,86581095098,current
A277_4,74507745215,Polaris Bank,076,99735914207,current
A277_5,74507745215,Polaris Bank,076,26706852659,current
A278_1,21645007987,UBA,033,45051840590,current
A278_2,21645007987,Access Bank,044,27320182895,current
A278_3,21645007987,Zenith Bank,057,88204695124,savings
A278_4,21645007987,First Bank,011,14399734035,savings
A279_1,05968818010,First Bank,011,43092790575,current
A279_2,05968818010,Polaris Bank,076,62675452835,current
A279_3,05968818010,GTBank,058,97479751488,savings
A279_4,05968818010,First Bank,011,27703176460,current
A279_5,05968818010,First Bank,011,28732783940,current
A280_1,94745272251,Access Bank,044,92953089734,current
A280_2,94745272251,Union Bank,032,33321855371,current
A280_3,94745272251,Union Bank,032,63091299453,savings
A281_1,18743616469,Union Bank,032,19793908760,current
A281_2,18743616469,Union Bank,032,12718966266,savings
A281_3,18743616469,UBA,033,40804115037,current
A282_1,69680926237,GTBank,058,02069202602,current
A282_2,69680926237,First Bank,011,86153796303,savings
A283_1,09556349805,Zenith Bank,057,95618218369,savings
A283_2,09556349805,Union Bank,032,03478301304,current
A284_1,31324256657,First Bank,011,00846307595,savings
A284_2,31324256657,Zenith Bank,057,08134760839,current
A285_1,38575351177,Union Bank,032,87813504405,savings
A285_2,38575351177,GTBank,058,91882701716,savings
A285_3,38575351177,UBA,033,09515403011,current
A286_1,23505376470,Zenith Bank,057,94768096194,savings
A286_2,23505376470,Zenith Bank,057,82930051710,savings
A287_1,65682612242,First Bank,011,95776771692,savings
A287_2,65682612242,Union Bank,032,21748182707,savings
A288_1,54843090759,Union Bank,032,01548674368,savings
A288_2,54843090759,First Bank,011,59290295263,savings
A288_3,54843090759,Polaris Bank,076,58214535388,current
A288_4,54843090759,First Bank,011,47837905333,current
A288_5,54843090759,First Bank,011,77309313775,current
A289_1,06341118121,GTBank,058,69549967912,current
A289_2,06341118121,GTBank,058,97653258879,current
A289_3,06341118121,UBA,033,99130522288,savings
A289_4,06341118121,Zenith Bank,057,07364092873,current
A290_1,47477979931,Union Bank,032,38491120603,current
A290_2,47477979931,GTBank,058,58131733341,savings
A290_3,47477979931,Access Bank,044,08227511180,current
A290_4,47477979931,Zenith Bank,057,65289833370,current
A290_5,47477979931,Zenith Bank,057,27296056198,savings
A291_1,11350921392,GTBank,058,46168057882,current
A291_2,11350921392,Zenith Bank,057,41464102089,current
A291_3,11350921392,UBA,033,88909366001,savings
A291_4,11350921392,UBA,033,70148146257,savings
A291_5,11350921392,First Bank,011,75609911631,current
A292_1,17617873793,GTBank,058,46156034688,current
A292_2,17617873793,UBA,033,22459400901,current
A292_3,17617873793,Zenith Bank,057,71518304106,savings
A293_1,85597947697,Access Bank,044,29261995672,savings
A293_2,85597947697,Zenith Bank,057,39857668194,current
A293_3,85597947697,First Bank,011,18933038678,savings
A294_1,06526412438,First Bank,011,34076284307,current
A294_2,06526412438,UBA,033,03579634705,current
A294_3,06526412438,GTBank,058,32565395448,savings
A295_1,40124106607,UBA,033,94564552144,savings
A295_2,40124106607,Zenith Bank,057,79143743556,current
A295_3,40124106607,Polaris Bank,076,38996963107,current
A296_1,30575321153,GTBank,058,00194357424,current
A296_2,30575321153,GTBank,058,98083360804,current
A296_3,30575321153,UBA,033,32153241408,current
A296_4,30575321153,Zenith Bank,057,16226571311,current
A296_5,30575321153,GTBank,058,64203258876,current
A297_1,94423299732,Zenith Bank,057,82428825665,savings
A297_2,94423299732,GTBank,058,25517725868,current
A297_3,94423299732,UBA,033,01997401874,current
A298_1,85167345812,Zenith Bank,057,00881728333,current
A298_2,85167345812,Access Bank,044,15689548969,current
A298_3,85167345812,First Bank,011,75163209502,savings
A298_4,85167345812,Zenith Bank,057,14970232221,current
A298_5,85167345812,GTBank,058,24556838807,current
A299_1,78527918064,Union Bank,032,02789186231,current
A299_2,78527918064,Access Bank,044,77711962114,savings
A299_3,78527918064,Zenith Bank,057,28222406644,savings
A300_1,44763827162,Zenith Bank,057,97054978790,current
A300_2,44763827162,GTBank,058,79610348486,current
A300_3,44763827162,First Bank,011,79846484689,savings
A300_4,44763827162,GTBank,058,90355916638,savings
A301_1,13097335797,Polaris Bank,076,11005906958,savings
A301_2,13097335797,Zenith Bank,057,68840820621,savings
A301_3,13097335797,First Bank,011,56235781119,current
A302_1,72510811166,Union Bank,032,51924905555,current
A302_2,72510811166,Zenith Bank,057,04803676073,current
A302_3,72510811166,First Bank,011,46936295321,current
A303_1,47131483081,GTBank,058,99721377444,savings
A303_2,47131483081,Access Bank,044,61627140660,current
A303_3,47131483081,First Bank,011,02167025871,savings
A304_1,11910759131,Union Bank,032,35033180719,current
A304_2,11910759131,Access Bank,044,45233734933,savings
A304_3,11910759131,First Bank,011,57261198110,savings
A304_4,11910759131,Zenith Bank,057,01229245877,savings
A304_5,11910759131,First Bank,011,08484692601,savings
A305_1,15084061009,Polaris Bank,076,30828850369,savings
A305_2,15084061009,GTBank,058,65603614422,savings
A305_3,15084061009,First Bank,011,85868284756,current
A306_1,14259191672,Access Bank,044,70477909436,current
A306_2,14259191672,GTBank,058,77816958820,savings
A306_3,14259191672,Zenith Bank,057,44445194865,current
A307_1,34707773685,First Bank,011,35593224677,savings
A307_2,34707773685,Polaris Bank,076,56461649375,current
A308_1,45553623654,First Bank,011,93358137523,savings
A308_2,45553623654,Polaris Bank,076,65309180390,current
A308_3,45553623654,Access Bank,044,26081525708,savings
A308_4,45553623654,Polaris Bank,076,88338567289,current
A309_1,48094300033,UBA,033,25714589455,current
A309_2,48094300033,First Bank,011,99651880623,savings
A309_3,48094300033,Union Bank,032,02292693234,current
A309_4,48094300033,Access Bank,044,83301719644,current
A310_1,97181029627,Access Bank,044,41885340133,savings
A310_2,97181029627,Access Bank,044,18807369907,current
A310_3,97181029627,Zenith Bank,057,27194426765,current
A310_4,97181029627,Access Bank,044,51536373493,current
A310_5,97181029627,GTBank,058,64095635242,savings
