bvn,full_name
11891728458,Ibrahim Okafor
02519067244,Samuel Okorie
28765755525,Samuel Okafor
33706951181,Samuel Mohammed
80167743604,James Bello
12605574028,Ibrahim Abdullahi
51492863270,Oluwatobi Balogun
64162987025,Oluwatobi Okorie
34087056833,Blessing Abdullahi
66558990658,Samuel Bello
00013278928,Oluwatobi Abdullahi
40830709063,Aisha Adebayo
38243821462,Oluwatobi Balogun
08939350462,Aisha Balogun
35650869227,James Mohammed
53206543261,Ibrahim Balogun
10101244805,Samuel Okafor
87850660675,Chinedu Abdullahi
11162714359,Aisha Abdullahi
08452408860,Samuel Mohammed
92543450266,Ibrahim Mohammed
08240893513,Aisha Mohammed
86961108403,James Mohammed
25098055644,Chinedu Okafor
43753157522,Blessing Okorie
00378101032,James Okafor
22772610540,Oluwatobi Mohammed
31834290024,Oluwatobi Mohammed
44986029653,Oluwatobi Mohammed
83378814742,Blessing Okorie
27577306146,James Okorie
40349893975,Blessing Abdullahi
15834430299,Sadiq Mohammed
87378156162,Chinedu Mohammed
78523529800,Aisha Abdullahi
90706776931,Aisha Okorie
88368636444,Chinedu Okorie
47616806803,James Abdullahi
95992917919,Samuel Bello
01153609643,Ibrahim Abdullahi
55169324057,Ibrahim Okorie
80439429008,Oluwatobi Abdullahi
00485412348,Chinedu Okorie
21669481001,Chinedu Balogun
90595094281,Samuel Okafor
35221732842,Ibrahim Bello
77026049769,Sadiq Okafor
16697446970,Sadiq Okorie
23624588469,Aisha Adebayo
42443793666,James Abdullahi
07907704553,James Okorie
25177485652,Samuel Abdullahi
72500932195,Samuel Mohammed
06232151751,Samuel Adebayo
74286017678,Sadiq Balogun
63244896846,James Abdullahi
47610296544,Chinedu Okafor
04851199065,Samuel Mohammed
57617657224,Blessing Bello
00022750936,James Abdullahi
88040933627,Oluwatobi Abdullahi
39660575296,Samuel Mohammed
64499514370,Ibrahim Balogun
32710453513,Blessing Mohammed
14536513386,Chinedu Bello
40697296720,Ibrahim Okorie
60385528823,Chinedu Balogun
11716535955,Aisha Okafor
40405277035,Ibrahim Adebayo
55523783904,Sadiq Abdullahi
06392318678,Chinedu Mohammed
35472863996,Oluwatobi Abdullahi
28693953910,Samuel Bello
54983910320,Ibrahim Okorie
63302251766,Samuel Bello
37637825648,Blessing Okafor
62750209225,Oluwatobi Okorie
49999169535,Blessing Balogun
96197400597,Blessing Bello
93757707960,Samuel Okorie
34943856337,Blessing Okafor
08220448435,Chinedu Okafor
79685462116,Sadiq Okorie
13449689509,Oluwatobi Bello
75639490465,Chinedu Bello
77727154224,Chinedu Balogun
82632189451,James Okafor
17316332430,Sadiq Bello
69915283119,Sadiq Adebayo
58163021291,Oluwatobi Balogun
67622676174,Sadiq Okafor
96034897311,Samuel Okorie
68088358558,Aisha Adebayo
89451193246,Sadiq Okorie
19729410367,Blessing Okafor
08773731692,Sadiq Abdullahi
70010222126,Aisha Bello
94116328225,Chinedu Okafor
20613920318,Samuel Adebayo
27893287322,Sadiq Bello
37619157701,Ibrahim Okorie
63975057921,Blessing Okorie
38082632676,Aisha Mohammed
61438381674,Oluwatobi Mohammed
45390579866,Oluwatobi Mohammed
87171359358,Chinedu Okorie
56859441649,Aisha Balogun
52291656130,Sadiq Mohammed
05757866070,Oluwatobi Bello
01820871638,Chinedu Okafor
22624915289,Aisha Balogun
93765118256,Samuel Mohammed
82125588774,James Bello
06703933677,Sadiq Abdullahi
45879579711,Ibrahim Bello
99842003265,James Mohammed
45386876129,Sadiq Adebayo
17794292101,Sadiq Balogun
67070022796,Oluwatobi Mohammed
57854576530,Oluwatobi Abdullahi
39969793393,Aisha Okafor
52199806849,Samuel Okorie
74689933053,Sadiq Abdullahi
86613294063,Blessing Adebayo
14904873597,Blessing Abdullahi
76976938051,Ibrahim Abdullahi
32214894413,Blessing Mohammed
63611287408,Chinedu Okorie
93865471927,James Mohammed
79391947437,Oluwatobi Okafor
90266237738,Chinedu Bello
05895381575,James Okorie
36377665995,James Balogun
31356117027,Ibrahim Adebayo
40739729617,Blessing Adebayo
37520156914,Samuel Mohammed
19571451495,Chinedu Abdullahi
51990818733,James Okorie
53973451359,Samuel Abdullahi
60062892238,Ibrahim Balogun
22133875342,Chinedu Abdullahi
56108010302,Oluwatobi Okorie
19678778801,Chinedu Mohammed
35640930999,Samuel Okafor
12319002415,Blessing Okorie
88958697935,Ibrahim Balogun
64122647254,Aisha Mohammed
66142809702,James Okafor
13311519683,Ibrahim Okafor
97993496577,Blessing Okafor
49141052696,Aisha Bello
56160384952,Samuel Okorie
03358233989,Blessing Okorie
29665144486,Blessing Adebayo
49504432719,Oluwatobi Okafor
70574103762,Oluwatobi Adebayo
46023535968,Oluwatobi Okafor
88847871819,Aisha Bello
94259634900,Chinedu Okafor
77213963620,Chinedu Adebayo
35840470571,Oluwatobi Bello
30434229978,Blessing Balogun
90959027990,Ibrahim Adebayo
15489788141,Oluwatobi Abdullahi
38281404624,Sadiq Okafor
35625762109,James Balogun
20217589283,James Abdullahi
42689880775,Sadiq Bello
77476397103,Chinedu Okafor
70593967015,Blessing Mohammed
98008475557,Sadiq Balogun
98459890906,Samuel Bello
12842092749,Aisha Mohammed
23700877751,James Bello
23385437673,James Mohammed
44547597113,Chinedu Abdullahi
64970695990,Chinedu Okafor
17390665068,Blessing Adebayo
82322583376,Oluwatobi Mohammed
48914026963,Chinedu Abdullahi
01773370106,Blessing Balogun
63149289691,Samuel Okorie
28181671771,Chinedu Okorie
01139215819,Oluwatobi Adebayo
69927708665,Sadiq Bello
52173213305,Sadiq Mohammed
74708486711,Sadiq Bello
19187171045,Oluwatobi Mohammed
41741465545,Chinedu Bello
91653647066,Samuel Bello
05091633923,Samuel Balogun
23359133531,Blessing Balogun
32242637836,Chinedu Balogun
99550897754,Sadiq Balogun
48492615283,James Abdullahi
94326032240,James Bello
59012599684,Aisha Abdullahi
17234051558,Samuel Adebayo
48143137400,Chinedu Okafor
85517915436,James Mohammed
64030750599,James Mohammed
01970307817,Samuel Balogun
71254458479,Blessing Okorie
63509680192,Oluwatobi Adebayo
54270182332,James Okorie
92152964587,Chinedu Adebayo
45741756592,Aisha Okorie
52927099306,Sadiq Adebayo
32448880769,Samuel Abdullahi
29914260713,Aisha Bello
67730978039,Aisha Abdullahi
56514997530,Chinedu Abdullahi
68382826674,James Mohammed
53436466937,James Adebayo
01065285443,James Abdullahi
91590542487,Ibrahim Mohammed
90168840476,Aisha Balogun
66785637164,Aisha Adebayo
25101102883,Chinedu Bello
36425424702,Samuel Okafor
45397508290,Aisha Okafor
06782465530,Oluwatobi Balogun
48223322846,Samuel Okorie
36675859877,Chinedu Mohammed
17372017011,Sadiq Abdullahi
39303803543,Chinedu Bello
91062046786,Aisha Okorie
01808725842,Aisha Okorie
46053465740,Samuel Bello
26374198703,Oluwatobi Balogun
23761825930,Sadiq Okafor
47966678303,Chinedu Adebayo
38519405684,Blessing Mohammed
07958254677,Oluwatobi Balogun
28356022935,Chinedu Okorie
66809651198,Sadiq Abdullahi
99818052792,James Okorie
10900281000,Aisha Balogun
77446083486,Ibrahim Okafor
75141648668,Oluwatobi Balogun
07136042121,James Okorie
87235838951,Sadiq Abdullahi
37323014646,Sadiq Abdullahi
98099340960,James Mohammed
20357779312,Ibrahim Okorie
44298368761,James Adebayo
60511697690,Blessing Abdullahi
56431721046,Aisha Bello
54709973413,Blessing Mohammed
80720784584,Blessing Okafor
25754237353,Ibrahim Okafor
15638366694,Aisha Adebayo
15416824977,James Bello
60596765612,Ibrahim Okafor
47868732071,Chinedu Okorie
35743189100,Ibrahim Mohammed
64282359848,Sadiq Adebayo
52643611388,Sadiq Okorie
39303619993,Oluwatobi Adebayo
07461204654,Blessing Adebayo
29299292013,Aisha Adebayo
38268313800,Aisha Balogun
78958932010,Chinedu Okorie
92341024250,Blessing Okafor
80049605469,James Abdullahi
28441333580,Oluwatobi Mohammed
83286041614,Aisha Abdullahi
73331293865,Blessing Adebayo
10831734996,Aisha Balogun
37581835002,Oluwatobi Okafor
59882687443,Aisha Mohammed
58807327146,Aisha Abdullahi
85480514388,Oluwatobi Adebayo
34814157718,James Mohammed
63231026557,Ibrahim Adebayo
89267013619,Chinedu Adebayo
18781626987,Sadiq Balogun
27360075504,James Mohammed
65175866626,Blessing Adebayo
57742735984,James Mohammed
41245621202,Blessing Abdullahi
50926289757,Oluwatobi Okorie
90711364689,James Adebayo
34878193421,Chinedu Abdullahi
15089229830,Oluwatobi Balogun
12951972855,Samuel Adebayo
85971341129,Oluwatobi Mohammed
80690439878,Ibrahim Okafor
25384127913,Oluwatobi Abdullahi
10713779730,Blessing Okorie
64698363320,Ibrahim Okafor
67831464250,Oluwatobi Balogun
27450569582,Samuel Okorie
74766937772,Ibrahim Bello
75610408673,Oluwatobi Abdullahi
35435129045,Samuel Balogun
92814989656,Chinedu Bello
14730748027,Sadiq Mohammed
14579557381,Blessing Mohammed
02109162696,Samuel Adebayo
47012983945,Ibrahim Okorie
87081796211,Samuel Adebayo
22086102130,Blessing Okorie
70511938830,James Abdullahi
92224924440,Samuel Adebayo
17245605182,James Okafor
65959257072,Sadiq Bello
08308320914,Aisha Mohammed
72877130423,Sadiq Mohammed
71087485315,Samuel Abdullahi
49230661901,Sadiq Mohammed
93551697883,Sadiq Bello
87213983020,James Bello
28556336602,Aisha Abdullahi
94797688543,Ibrahim Bello
43737514353,Blessing Abdullahi
44956977556,Chinedu Balogun
24198577873,Ibrahim Okorie
14360438724,Aisha Okorie
76809856835,James Abdullahi
83402110454,James Mohammed
87738007789,Chinedu Bello
49620032302,James Okorie
80026491359,Sadiq Abdullahi
66259578744,Chinedu Okorie
38279414550,Sadiq Balogun
31101522181,Blessing Bello
14142375745,Ibrahim Bello
65164418054,James Okorie
67885168203,Blessing Balogun
42683969957,Chinedu Balogun
85327272066,Sadiq Abdullahi
72028882397,Sadiq Okorie
86858197488,Ibrahim Adebayo
72020631410,Oluwatobi Abdullahi
42142114078,Chinedu Bello
48952414345,Samuel Abdullahi
14610049835,James Bello
00578341080,Sadiq Abdullahi
12155959959,Oluwatobi Abdullahi
83614491792,Chinedu Mohammed
06014612058,Ibrahim Okafor
87905073090,Sadiq Bello
39394272828,Chinedu Bello
63823919294,Sadiq Mohammed
82319617258,Oluwatobi Mohammed
03581397951,Samuel Mohammed
55422054872,Chinedu Balogun
53188658522,Sadiq Adebayo
94974500970,Samuel Abdullahi
96071376670,James Adebayo
38935317324,Samuel Okorie
79965912394,Ibrahim Bello
04708444453,Oluwatobi Abdullahi
27619903777,Aisha Okorie
23979881188,Oluwatobi Okorie
96607028737,Oluwatobi Balogun
54460688958,Aisha Balogun
40441631664,Chinedu Adebayo
02891708880,Sadiq Bello
65167921271,Blessing Balogun
61010619581,Samuel Okorie
15212193387,Aisha Okorie
72594037649,Ibrahim Mohammed
32558613333,James Abdullahi
43358628358,James Abdullahi
66814034845,Ibrahim Abdullahi
70611402235,Samuel Okorie
05550133343,Chinedu Bello
49774181827,Chinedu Mohammed
12336781215,Blessing Abdullahi
00421099798,Blessing Adebayo
05467884880,Blessing Okafor
07215980560,Oluwatobi Balogun
24491306108,Blessing Abdullahi
21059784281,Ibrahim Mohammed
64562009832,Sadiq Balogun
04026166845,James Okorie
09269788331,James Mohammed
09545549128,Aisha Okorie
55094786416,Aisha Okafor
56407556941,Ibrahim Adebayo
15628379477,Ibrahim Okorie
21736656673,James Adebayo
12349457244,Chinedu Adebayo
75863804044,Chinedu Adebayo
49875840249,Aisha Okafor
36957001503,Ibrahim Balogun
38606828972,Sadiq Okorie
33606101323,Chinedu Balogun
16883921143,Samuel Adebayo
74210943805,Ibrahim Mohammed
52925824914,James Okafor
36032112458,Samuel Okorie
81162596971,Blessing Okorie
92834402608,Aisha Abdullahi
42735991921,Blessing Adebayo
88257843711,Sadiq Mohammed
37840871957,Chinedu Abdullahi
36201342148,Sadiq Adebayo
45919878133,Chinedu Bello
57942753737,Aisha Balogun
76924610599,Aisha Okorie
10500917195,Aisha Adebayo
97418868287,Blessing Adebayo
06462066729,Aisha Adebayo
26581772925,Sadiq Okafor
65210107452,James Mohammed
49371910451,Ibrahim Okorie
85881185577,Chinedu Adebayo
82815978007,Samuel Okorie
16001311378,Sadiq Okorie
23797309053,Aisha Bello
65037150074,Aisha Okafor
87949231511,James Mohammed
60617125507,Blessing Okafor
00738654370,Chinedu Okorie
82652271068,Ibrahim Adebayo
11350336689,Ibrahim Bello
96324700429,Blessing Abdullahi
82464118803,Ibrahim Adebayo
14127701533,Sadiq Okafor
44247222647,Oluwatobi Okafor
29635975228,Aisha Balogun
44442973726,Aisha Balogun
17159183333,Blessing Adebayo
30709964886,Aisha Okafor
64465923965,Sadiq Okafor
12904428236,Chinedu Adebayo
97042097766,Aisha Okorie
33275094448,Aisha Okorie
26410144230,Blessing Adebayo
46926590282,Sadiq Bello
30779001215,Aisha Balogun
51651265473,Sadiq Okorie
70737366803,Chinedu Adebayo
16169313336,Aisha Abdullahi
06029822489,Sadiq Okorie
61422847469,Sadiq Okafor
60781829521,Aisha Okafor
31074914876,Ibrahim Balogun
71617277539,Blessing Abdullahi
18570010920,Sadiq Balogun
10358077109,Chinedu Balogun
30037363757,James Okafor
00266897427,Blessing Adebayo
84927254528,Aisha Bello
49192832495,Chinedu Okorie
79307217821,Oluwatobi Adebayo
49258674564,Ibrahim Balogun
07248018799,Sadiq Okorie
62667141682,Samuel Mohammed
20612687370,Chinedu Abdullahi
99837673264,Oluwatobi Adebayo
68106595036,Aisha Mohammed
10564006741,Blessing Okafor
34178148089,Samuel Abdullahi
59535324126,Samuel Adebayo
45288764688,James Bello
48863668029,Blessing Abdullahi
20969860077,Blessing Adebayo
98095990560,Aisha Bello
10729967224,Blessing Abdullahi
37475063685,Aisha Okafor
82725639300,Oluwatobi Mohammed
55131039868,Samuel Balogun
41546422559,Oluwatobi Bello
93687017215,Chinedu Okafor
16484351454,Samuel Balogun
52810074988,Sadiq Okorie
33936469549,Ibrahim Adebayo
40758822272,Ibrahim Okafor
82239497083,Ibrahim Okorie
97376027870,Aisha Bello
09471888069,Blessing Okorie
98823916270,Ibrahim Okafor
94195130745,Blessing Balogun
64294612579,Chinedu Bello
89332345422,Aisha Mohammed
50214210611,Ibrahim Okorie
09238798323,Oluwatobi Bello
30161880411,Oluwatobi Bello
16393483557,Ibrahim Okafor
31815899609,Aisha Mohammed
58999673903,Chinedu Bello
20187767129,Ibrahim Mohammed
81120056555,Aisha Okorie
83954345712,Ibrahim Okorie
89833337873,Aisha Abdullahi
42273006364,Sadiq Okorie
79731080271,Aisha Adebayo
68584536981,James Abdullahi
25999178027,Chinedu Abdullahi
54211357961,Ibrahim Abdullahi
70428485013,Samuel Adebayo
58357178620,Oluwatobi Adebayo
95440888850,Aisha Bello
50654139074,Ibrahim Balogun
69777532386,Aisha Mohammed
69277038931,Aisha Mohammed
76207266931,Blessing Bello
19377286756,Samuel Mohammed
46420207657,Samuel Adebayo
04677933839,Blessing Bello
19067736852,Aisha Adebayo
47603107773,Blessing Balogun
00475870128,James Okafor
76853893356,Oluwatobi Mohammed
80105118426,Ibrahim Okorie
60670625091,Sadiq Mohammed
22163174199,Aisha Okafor
89122800237,James Mohammed
33958332650,James Okorie
26723406887,Sadiq Balogun
60510019950,James Okafor
89789417263,Blessing Balogun
99785061613,Chinedu Mohammed
70494415361,Ibrahim Abdullahi
68516406400,Blessing Okafor
88187169467,Blessing Adebayo
72724557699,Sadiq Abdullahi
94459596140,Sadiq Adebayo
18055470068,Sadiq Balogun
31096872540,Sadiq Adebayo
47059488753,Ibrahim Okorie
76475833566,Aisha Okafor
15461214912,Oluwatobi Okafor
56324540536,James Adebayo
69953596071,Oluwatobi Abdullahi
04582609600,Sadiq Abdullahi
84263361891,Aisha Abdullahi
36322802979,James Bello
92749914383,Sadiq Mohammed
19275848277,Blessing Okafor
16945384554,Oluwatobi Mohammed
72136008438,James Okorie
00529942325,Blessing Mohammed
45334335784,Aisha Adebayo
37845736253,James Balogun
81713032928,Ibrahim Abdullahi
20025569318,Samuel Okorie
13988784295,Aisha Mohammed
48703218703,Blessing Mohammed
44626556157,Sadiq Balogun
09126028700,Sadiq Bello
94654112422,Samuel Okorie
67326813615,Aisha Adebayo
08699205103,Ibrahim Mohammed
64236917032,Ibrahim Balogun
43152119971,Sadiq Okafor
90497910303,Aisha Bello
55263733806,Chinedu Adebayo
98364690610,Samuel Okorie
78871308483,Sadiq Balogun
75003814043,James Okorie
60425990401,Aisha Okafor
25704414822,Ibrahim Bello
59569172070,Aisha Adebayo
33401647850,Samuel Okorie
87950470062,Oluwatobi Abdullahi
66057965273,Aisha Okorie
37034084978,Blessing Balogun
52795860725,James Bello
11862050255,Chinedu Balogun
74216919575,Ibrahim Okorie
70074989006,Chinedu Okafor
54788915593,Sadiq Adebayo
66090351490,Aisha Balogun
87942634054,Sadiq Abdullahi
44156574375,Oluwatobi Abdullahi
49131046527,Ibrahim Okorie
11874223185,Aisha Okorie
28468519261,Sadiq Mohammed
63162958107,Sadiq Okorie
81868506345,Blessing Adebayo
57332006119,Aisha Adebayo
25846589933,Aisha Bello
75245216420,Chinedu Okorie
42769017706,James Mohammed
07354600797,Ibrahim Okorie
96857539169,Chinedu Balogun
99396007894,Aisha Abdullahi
32022401732,Chinedu Abdullahi
82331671629,Samuel Mohammed
79271855137,James Balogun
33138634923,Blessing Mohammed
38911482199,Chinedu Balogun
34315329314,Aisha Okafor
00254064676,Blessing Okorie
06644651571,Sadiq Mohammed
89779036496,Ibrahim Abdullahi
81575810015,Ibrahim Abdullahi
91242348390,Samuel Okorie
41881576515,James Balogun
40303253555,Blessing Balogun
45962239724,Ibrahim Balogun
24696492896,Aisha Bello
65012404034,Chinedu Adebayo
22408407493,Aisha Abdullahi
19165806438,Blessing Bello
35069844338,James Balogun
14238614509,Ibrahim Okorie
26344556582,Ibrahim Adebayo
29386291879,Aisha Mohammed
37501605570,Ibrahim Bello
51006707603,Ibrahim Bello
42062488782,James Bello
41850711383,Blessing Okorie
88501829990,Chinedu Okorie
07718729703,Ibrahim Abdullahi
14538233213,James Okorie
44690488356,Aisha Abdullahi
58599192892,Chinedu Bello
76219893835,Aisha Okorie
75673110176,Samuel Okorie
16598115791,Aisha Adebayo
43244392207,Chinedu Bello
51534356794,Chinedu Abdullahi
37885079047,Blessing Abdullahi
89506659356,Chinedu Mohammed
87015295063,Blessing Abdullahi
85112748162,Samuel Mohammed
89936500319,James Okafor
22861982726,James Adebayo
72892576555,Chinedu Abdullahi
39347495004,Ibrahim Bello
79340486938,Ibrahim Okorie
50080001826,James Mohammed
15774416621,Ibrahim Mohammed
83955701601,Samuel Okorie
18833895349,Chinedu Okorie
43826782827,Blessing Okafor
71871000300,Aisha Abdullahi
18913887217,Oluwatobi Mohammed
69328743420,Blessing Okorie
70021361399,Oluwatobi Balogun
28998511860,Blessing Abdullahi
51154947504,Samuel Bello
65358189857,Chinedu Mohammed
40147669648,Ibrahim Adebayo
10617355997,Chinedu Adebayo
72375435477,James Okorie
91596545827,Aisha Adebayo
00927338528,Oluwatobi Bello
71783003056,Ibrahim Abdullahi
20836162287,Ibrahim Adebayo
26698032739,Samuel Adebayo
22089580901,Blessing Bello
59820290166,Blessing Okorie
63229919457,Samuel Balogun
84271713756,Ibrahim Okafor
26332933002,Aisha Balogun
78297253983,Sadiq Abdullahi
16252308197,Aisha Mohammed
02678869512,Sadiq Mohammed
28210388781,Blessing Okorie
42466047294,Ibrahim Balogun
41518134288,Chinedu Abdullahi
16282613624,Aisha Mohammed
86743339898,Blessing Bello
92621973145,Sadiq Balogun
71003666063,Oluwatobi Okafor
96386768444,Chinedu Mohammed
11210597012,Ibrahim Mohammed
03875567613,Ibrahim Balogun
62326862513,Sadiq Adebayo
78889012269,Blessing Okorie
08013604947,Ibrahim Mohammed
59053044319,Sadiq Abdullahi
93318683985,Chinedu Bello
47790013885,Sadiq Mohammed
36402981687,Aisha Balogun
12420441568,Oluwatobi Bello
74086560022,Blessing Bello
42074801559,Sadiq Balogun
88069733828,Sadiq Okafor
70431345516,Aisha Okafor
84011540335,Samuel Bello
62609492745,Aisha Adebayo
73672310109,Ibrahim Abdullahi
23916135024,Blessing Bello
02012212584,Sadiq Bello
21046059899,Oluwatobi Adebayo
54523558972,Blessing Abdullahi
72548354599,Blessing Adebayo
43410230130,Chinedu Bello
91221904360,Blessing Adebayo
26151871040,Ibrahim Abdullahi
37581301217,James Okafor
78105289416,Samuel Bello
97686990078,Oluwatobi Okafor
55770183078,Ibrahim Okafor
71338447278,Chinedu Balogun
46834854975,Chinedu Mohammed
51382226293,Samuel Bello
45806187001,Aisha Adebayo
25153104308,James Abdullahi
33330655976,Chinedu Balogun
40605643290,James Okafor
57972731392,Chinedu Okorie
73376107277,Sadiq Mohammed
48400045344,Ibrahim Adebayo
82759655987,Samuel Bello
48579494184,Ibrahim Balogun
48690802678,Oluwatobi Balogun
97298468585,Sadiq Adebayo
65291893580,Blessing Okafor
34223550440,Blessing Adebayo
25092011988,Blessing Abdullahi
54003518893,Ibrahim Mohammed
35754845240,Blessing Abdullahi
41243205892,James Mohammed
41670214929,James Bello
54917808855,Sadiq Adebayo
53170277721,Sadiq Mohammed
10891887089,Blessing Okorie
69072807934,Ibrahim Bello
07535354236,Blessing Mohammed
01612792426,Oluwatobi Okafor
05570143027,Samuel Adebayo
96764263331,Aisha Balogun
64837153037,Samuel Balogun
17841647560,Chinedu Abdullahi
34432801940,Ibrahim Abdullahi
82637406859,Samuel Abdullahi
54891021140,Chinedu Abdullahi
75254217191,Samuel Okafor
66695981837,James Balogun
24082872740,Samuel Abdullahi
99596170885,Ibrahim Okafor
09430894366,Samuel Mohammed
21317236132,James Okorie
40226956209,Ibrahim Okafor
69832144568,Samuel Balogun
64880788990,Sadiq Okorie
57676314131,Oluwatobi Okafor
29045057326,Samuel Balogun
04960913307,Sadiq Balogun
85214611105,Blessing Okafor
66370216987,James Okafor
26901873637,Samuel Bello
74152031475,Ibrahim Mohammed
72553655560,Blessing Okafor
52586217008,Sadiq Bello
86598989208,Blessing Okafor
42071015633,Chinedu Okafor
49880694406,Aisha Adebayo
51130010589,Chinedu Okorie
28873381745,Ibrahim Okafor
42172199898,Oluwatobi Balogun
98233215328,Oluwatobi Bello
00382955363,Chinedu Abdullahi
18129168606,Oluwatobi Abdullahi
85916915820,Chinedu Okorie
65748586858,Sadiq Mohammed
72067972384,Oluwatobi Okafor
02973995992,Sadiq Mohammed
24325650948,Ibrahim Adebayo
96508433724,Chinedu Mohammed
99551540328,Oluwatobi Adebayo
95646295672,Aisha Okorie
47788093676,Samuel Okorie
63955564226,James Bello
82581202725,Chinedu Mohammed
86677190233,Samuel Okafor
24098604366,Blessing Adebayo
75986078638,Chinedu Balogun
33495692401,Aisha Okafor
91201116282,James Mohammed
21208655099,James Adebayo
01278270917,Samuel Okorie
50834001704,Sadiq Adebayo
62055067282,Aisha Adebayo
23131979912,Aisha Okorie
57303341604,Samuel Balogun
24938457159,Samuel Bello
39309065822,Aisha Bello
99212030827,Aisha Mohammed
98503083892,Ibrahim Abdullahi
74902573597,Oluwatobi Okafor
97239858798,James Adebayo
75787359446,Aisha Abdullahi
63075925797,Sadiq Mohammed
21916771086,Samuel Bello
35527845127,Chinedu Okorie
41189474717,Aisha Okafor
79115987248,Aisha Abdullahi
75235637108,Sadiq Balogun
41353123469,Oluwatobi Mohammed
94338364548,Oluwatobi Adebayo
52588858212,Ibrahim Okorie
72785398745,Sadiq Balogun
55786796302,Aisha Bello
01296764249,Blessing Abdullahi
43842883351,Chinedu Abdullahi
07623785567,Chinedu Balogun
05968328233,Chinedu Adebayo
56238025557,Chinedu Adebayo
11814850618,Sadiq Okafor
90534975744,Blessing Okorie
35716170297,Oluwatobi Adebayo
46551737234,Oluwatobi Mohammed
84994766273,Sadiq Balogun
93192649928,Oluwatobi Okorie
96450676146,Chinedu Okorie
96944710792,Aisha Bello
99387888588,Oluwatobi Okafor
63392829811,Samuel Balogun
99450549522,Oluwatobi Abdullahi
23566257832,Chinedu Bello
33022930848,Blessing Bello
44853172682,Chinedu Abdullahi
05853748580,Ibrahim Okafor
38066525670,Blessing Mohammed
85648800125,Aisha Okafor
83153389601,James Abdullahi
57114187347,Sadiq Adebayo
69178700174,Blessing Balogun
20446979559,Aisha Mohammed
04814853968,Aisha Okorie
89182455372,Ibrahim Bello
65434967097,Aisha Okafor
72074472276,Ibrahim Balogun
78726196971,Samuel Okafor
66645070731,Chinedu Abdullahi
25383697791,James Okafor
77534245912,Blessing Bello
54830386065,Blessing Okorie
82406383466,Chinedu Okorie
27814696767,Chinedu Abdullahi
64017489090,Chinedu Mohammed
63222170507,Blessing Adebayo
90168618147,Samuel Bello
85516877001,Ibrahim Okafor
24897137388,Sadiq Mohammed
48851010211,Aisha Mohammed
42974224417,Blessing Balogun
36760696879,Oluwatobi Bello
58313129785,Blessing Balogun
18009863316,Samuel Bello
89598711969,James Balogun
27461981644,Aisha Balogun
90361654384,Ibrahim Okorie
92544951764,Oluwatobi Abdullahi
82064602883,Samuel Okafor
53774769304,Blessing Bello
50778843995,James Mohammed
81088130575,Ibrahim Okorie
42928406453,Aisha Okafor
43563108232,Chinedu Okorie
47355878576,Sadiq Bello
07471314396,Oluwatobi Bello
97485420848,Chinedu Balogun
48773978651,Sadiq Okafor
09382963553,Oluwatobi Bello
61171396083,Oluwatobi Okorie
69813221249,Blessing Abdullahi
82326680866,Aisha Mohammed
89550047962,Samuel Balogun
77626018357,Ibrahim Okorie
32217841516,Samuel Bello
27514214547,Chinedu Adebayo
85168862043,Sadiq Okafor
80487340571,Sadiq Okafor
07310837089,James Abdullahi
95000159693,Blessing Abdullahi
15789937038,Sadiq Balogun
68565505284,Aisha Okorie
76024401143,Oluwatobi Bello
60748529867,Blessing Abdullahi
76220215442,Aisha Okafor
69637109996,Ibrahim Bello
17234660380,James Okorie
98153201073,Blessing Abdullahi
66665085624,Blessing Abdullahi
55760587891,Sadiq Adebayo
19609586050,Blessing Abdullahi
91041109792,Aisha Mohammed
63993197330,Samuel Okafor
15854345920,Oluwatobi Mohammed
17371784587,Blessing Okafor
01160641668,Chinedu Mohammed
26795035588,James Mohammed
68671491696,James Okorie
20322585728,Oluwatobi Okafor
89444517030,Aisha Adebayo
09942414529,Chinedu Abdullahi
89748697121,James Adebayo
41720504657,Ibrahim Adebayo
68514237048,Blessing Abdullahi
59989001118,Chinedu Okafor
22274217827,Sadiq Okorie
26424001742,Blessing Okafor
40847710027,Blessing Mohammed
46396392669,Chinedu Okafor
51495722816,James Mohammed
62639638569,James Abdullahi
71297258871,Aisha Balogun
87970415742,Ibrahim Balogun
99375792708,Blessing Abdullahi
75226255483,Chinedu Abdullahi
01438920446,Aisha Abdullahi
72697072790,Sadiq Balogun
88601025698,Oluwatobi Okafor
33929578650,Blessing Mohammed
62269640763,Samuel Balogun
97901176215,Sadiq Balogun
91900112840,Chinedu Bello
38914550564,Oluwatobi Okorie
24414633278,Ibrahim Abdullahi
42370141551,James Bello
33231649586,Ibrahim Bello
13973031051,Samuel Bello
51538410240,Sadiq Abdullahi
30504782773,Ibrahim Mohammed
60489940185,Chinedu Bello
01962231421,Chinedu Mohammed
39597577897,Sadiq Mohammed
97370612455,Blessing Okorie
68586974430,Oluwatobi Adebayo
41321460778,Chinedu Okafor
83613814200,Oluwatobi Okafor
49875528109,Aisha Okorie
04219989396,James Adebayo
41527765592,Blessing Balogun
52243167208,Aisha Mohammed
84697538473,Samuel Abdullahi
02018732856,Blessing Okafor
54234898376,Aisha Okafor
91954017749,Blessing Okorie
30673875027,Sadiq Mohammed
09707102023,Ibrahim Okafor
19100225916,Aisha Balogun
52646507231,Aisha Abdullahi
33329619300,Oluwatobi Okorie
